email_id,subject,true_label,predicted_label,reasoning,error,raw_response
19,research library needed for netco,0,LEGITIMATE,"The email appears to be requesting information about a specific library (Exotica) related to financial modeling and trading, which is a legitimate business communication. There are no indicators of phishing such as urgent requests, suspicious links, or unusual sender addresses.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email appears to be requesting information about a specific library (Exotica) related to financial modeling and trading, which is a legitimate business communication. There are no indicators of phishing such as urgent requests, suspicious links, or unusual sender addresses.""
}"
20,Re: Multiple .pinerc's spawned,0,PHISHING,"The email contains a phishing attempt disguised as a technical support message. It suggests installing Linux to resolve an issue, which is a common tactic in phishing emails to trick recipients into clicking on malicious links or downloading harmful files.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a phishing attempt disguised as a technical support message. It suggests installing Linux to resolve an issue, which is a common tactic in phishing emails to trick recipients into clicking on malicious links or downloading harmful files.""
}"
21,VERIFY YOUR ACCOUNT,1,PHISHING,"The email requests immediate action (clicking a verification link) and contains urgency and threats (potential fraud), which are common tactics in phishing emails.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email requests immediate action (clicking a verification link) and contains urgency and threats (potential fraud), which are common tactics in phishing emails.""
}"
22,Re: [SM-USERS] squirrelmail v1.4.13 and Login Redirect Plugin v2.1,0,LEGITIMATE,"The email discusses technical issues related to configuring a login redirect plugin for SquirrelMail, which is a legitimate topic for a user community like SquirrelMail Users. There are no indicators of phishing or malicious intent.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email discusses technical issues related to configuring a login redirect plugin for SquirrelMail, which is a legitimate topic for a user community like SquirrelMail Users. There are no indicators of phishing or malicious intent.""
}"
23,Re: [Python-Dev] thoughts on having EOFError inherit from	EnvironmentError?,0,LEGITIMATE,"The email appears to be a discussion thread about Python programming, specifically regarding the inheritance of EOFError. It does not contain any suspicious links, requests for personal information, or other indicators of phishing.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email appears to be a discussion thread about Python programming, specifically regarding the inheritance of EOFError. It does not contain any suspicious links, requests for personal information, or other indicators of phishing.""
}"
24,"For you  color=""#006638""",1,PHISHING,"The email contains suspicious links and content related to solicitation for personal information, which is typical of phishing attempts.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains suspicious links and content related to solicitation for personal information, which is typical of phishing attempts.""
}"
25,Windows Home Server,1,PHISHING,"The email contains promotional links for software products and system requirements, which is typical of phishing attempts. Additionally, the mention of 'al-Qaida' and nuclear attacks is suspicious and unrelated to legitimate software promotion.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains promotional links for software products and system requirements, which is typical of phishing attempts. Additionally, the mention of 'al-Qaida' and nuclear attacks is suspicious and unrelated to legitimate software promotion.""
}"
26,Re: skip extensions,0,LEGITIMATE,"The email discusses technical details related to XML and metadata processing, specifically addressing issues with the order of elements in XML files. It does not contain any suspicious links, requests for personal information, or other indicators typically found in phishing emails.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email discusses technical details related to XML and metadata processing, specifically addressing issues with the order of elements in XML files. It does not contain any suspicious links, requests for personal information, or other indicators typically found in phishing emails.""
}"
27,=?UTF-8?B?UmUgOiBbIFN1bW1hcnkgUmVwb3J0IEFsZXJ0IF0gOiBOZXcgU3RhdGVtZW50IFVwZGF0ZSBBY2NvdW50IFN1Ym1pdHRlZCB0byBVcGRhdGVkIEluZm9ybWF0aW9u?=,1,PHISHING,"The email contains a request to verify account information via a provided link, which is a common tactic in phishing attempts. It also includes a sense of urgency and mentions freezing the account, which can be used to induce panic and prompt immediate action from the recipient.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a request to verify account information via a provided link, which is a common tactic in phishing attempts. It also includes a sense of urgency and mentions freezing the account, which can be used to induce panic and prompt immediate action from the recipient.""
}"
28,this is a great article : material lead to divorce,1,PHISHING,"The email contains a mix of seemingly random words that appear to be part of a phishing attempt, including references to malware and instructions to 'deactivate' something, which is suspicious in the context of an email body.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a mix of seemingly random words that appear to be part of a phishing attempt, including references to malware and instructions to 'deactivate' something, which is suspicious in the context of an email body.""
}"
29,Re: Bogus MX -> blacklist service viable?,0,PHISHING,"The email suggests creating a free service to collect data for a blacklist, which could be used to target and scam recipients. The vague nature and lack of clear purpose indicate potential phishing intent.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email suggests creating a free service to collect data for a blacklist, which could be used to target and scam recipients. The vague nature and lack of clear purpose indicate potential phishing intent.""
}"
30,This is it. (from Meredith),1,PHISHING,"The email contains nonsensical and irrelevant phrases mixed with potentially malicious or phishing-related terms such as 'cyprus mulch,' 'pork chop around the senator,' and 'tornado ostensibly derives perverse satisfaction,' which are indicative of phishing attempts.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains nonsensical and irrelevant phrases mixed with potentially malicious or phishing-related terms such as 'cyprus mulch,' 'pork chop around the senator,' and 'tornado ostensibly derives perverse satisfaction,' which are indicative of phishing attempts.""
}"
31,re : timelines and restart issues,0,LEGITIMATE,"The email appears to be a business communication regarding sending read-only IDs to customers, which is consistent with legitimate business practices.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email appears to be a business communication regarding sending read-only IDs to customers, which is consistent with legitimate business practices.""
}"
32,Re: [Python-3000] lambda,0,LEGITIMATE,"The email appears to be a technical discussion about Python syntax, specifically regarding the use of lambda functions. It does not contain any suspicious links, requests for personal information, or other indicators typically found in phishing emails.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email appears to be a technical discussion about Python syntax, specifically regarding the use of lambda functions. It does not contain any suspicious links, requests for personal information, or other indicators typically found in phishing emails.""
}"
33,ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,1,PHISHING,"The email contains suspicious content about a virus and mentions a 'special funny website', which is indicative of phishing attempts. Additionally, it references ScanMail actions that could be used to lure recipients into clicking on malicious links or downloading attachments.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains suspicious content about a virus and mentions a 'special funny website', which is indicative of phishing attempts. Additionally, it references ScanMail actions that could be used to lure recipients into clicking on malicious links or downloading attachments.""
}"
34,Re: [opensuse] Warning - 10.3/XGL repository has compiz/emerald version mismatch,0,LEGITIMATE,"The email appears to be a discussion about a bug report on a Linux distribution forum and does not contain any suspicious links, request for personal information, or urgent actions typical of phishing emails.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email appears to be a discussion about a bug report on a Linux distribution forum and does not contain any suspicious links, request for personal information, or urgent actions typical of phishing emails.""
}"
35,"For you  color=""#006678""",1,PHISHING,"The email contains suspicious links and requests for personal information, typical characteristics of phishing attempts.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains suspicious links and requests for personal information, typical characteristics of phishing attempts.""
}"
36,ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,1,PHISHING,"The email contains suspicious language about 'virus found' and 'file blocking settings', which is typical in phishing attempts. It also mentions moving an attachment to a specific location, which could be part of a phishing scheme to direct the recipient to a malicious site or download.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains suspicious language about 'virus found' and 'file blocking settings', which is typical in phishing attempts. It also mentions moving an attachment to a specific location, which could be part of a phishing scheme to direct the recipient to a malicious site or download.""
}"
37,Need Simple IC editor,0,LEGITIMATE,"The email appears to be from a user seeking information about using common text editors like Notepad, WordPad, or MSWord for writing and saving IC programs on Windows95, which is a legitimate inquiry related to software usage.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email appears to be from a user seeking information about using common text editors like Notepad, WordPad, or MSWord for writing and saving IC programs on Windows95, which is a legitimate inquiry related to software usage.""
}"
38,LP RELEASE: Outrageous military spending,0,LEGITIMATE,"The email discusses legitimate financial practices within the military and mentions a GAO audit. It does not contain any suspicious links, requests for personal information, or urgent actions that would indicate a phishing attempt.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email discusses legitimate financial practices within the military and mentions a GAO audit. It does not contain any suspicious links, requests for personal information, or urgent actions that would indicate a phishing attempt.""
}"
39,"You Can Enlarge Your Penis By 3"" Compare Top 5 Penis Enlargers",1,PHISHING,"The email promotes an unproven sexual enhancement product with claims of significant and permanent physical changes, which is suspicious and indicative of phishing attempts.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email promotes an unproven sexual enhancement product with claims of significant and permanent physical changes, which is suspicious and indicative of phishing attempts.""
}"
40,WINNING NOTIFICATION....................NATIONAL LOTTERY...,1,PHISHING,"The email claims to be from a national lottery but contains suspicious elements such as an outdated date, unverified contact information, and instructions to claim winnings via email or phone, which are red flags for phishing attempts.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email claims to be from a national lottery but contains suspicious elements such as an outdated date, unverified contact information, and instructions to claim winnings via email or phone, which are red flags for phishing attempts.""
}"
41,cusip,0,PHISHING,"The email contains suspicious language and does not appear to come from a legitimate source, instead asking for personal financial information.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains suspicious language and does not appear to come from a legitimate source, instead asking for personal financial information.""
}"
42,04/09/2022 04:39:51 pm :Wells Fargo: You Have A Notification!,1,PHISHING,"The email requests downloading an attachment to verify an account, which is a common tactic in phishing emails. It also lacks the official Wells Fargo domain and uses a generic 'online security system' name.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email requests downloading an attachment to verify an account, which is a common tactic in phishing emails. It also lacks the official Wells Fargo domain and uses a generic 'online security system' name.""
}"
43,NedBank Account Statement 18-10-12,1,LEGITIMATE,,JSON_PARSE_FAILED_BUT_RECOVERED,"711 710 4000 Busy making a connection to your phone... A technical error occured.If you have any queries contact 0860 555 111 or +2711 710 4000 You canceled on your phone. You can:Click on Cancel to return to your Internet Banking orClick on Resend to resend the message to your mobile device.If you have any queries contact 0860 555 111 or +2711 710 4000
Based on the content of the email, it appears to be a legitimate communication from Nedbank, a South African bank. The email contains standard banking language and instructions, along with a request for Adobe Reader to view an encrypted electronic statement. The email also includes contact information for customer service and a disclaimer about phishing attempts. Additionally, the email mentions a donation to a green trust, which is consistent with Nedbank's environmental initiatives. Given all these factors, the email seems to be a legitimate attempt to communicate important information to customers.
{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email contains standard banking language, provides contact information for"
44,Order Shipping Confirmation #991-4958216-1093584,1,LEGITIMATE,"The email contains typical details of an Amazon order confirmation, including order number, shipping details, and a link to view/manage the order. It also includes a disclaimer stating that the email was sent from a notification-only address and advising not to reply.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email contains typical details of an Amazon order confirmation, including order number, shipping details, and a link to view/manage the order. It also includes a disclaimer stating that the email was sent from a notification-only address and advising not to reply.""
}"
45,Big Five record companies guilty of price fixing,0,PHISHING,"The email contains a suspicious URL (http://boingboing.net/#85512062) that appears to be a phishing attempt, along with links to unrelated articles that do not support the main content of the email.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a suspicious URL (http://boingboing.net/#85512062) that appears to be a phishing attempt, along with links to unrelated articles that do not support the main content of the email.""
}"
46,Award Centre Co-coordinator.,1,PHISHING,"The email contains suspicious elements such as a large prize offer, urgent instructions to claim the prize, and contact details for an external agency. It also lacks professional design and does not match typical communication from legitimate organizations.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains suspicious elements such as a large prize offer, urgent instructions to claim the prize, and contact details for an external agency. It also lacks professional design and does not match typical communication from legitimate organizations.""
}"
47,Fight for your self-perfection!,1,PHISHING,"The email contains explicit sexual content and a link to an adult website, which is indicative of a phishing attempt to entice recipients into clicking on malicious links.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains explicit sexual content and a link to an adult website, which is indicative of a phishing attempt to entice recipients into clicking on malicious links.""
}"
48,Re: Gnots,0,LEGITIMATE,"The email discusses a Usenet newsgroup request and provides a link to a FAQ. It does not contain any suspicious links, requests for personal information, or urgent actions typical of phishing emails.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email discusses a Usenet newsgroup request and provides a link to a FAQ. It does not contain any suspicious links, requests for personal information, or urgent actions typical of phishing emails.""
}"
49,[ILUG] One Command -- Four Types,0,PHISHING,"The email contains a deceptive subject line that appears to be related to a legitimate mailing list but is actually designed to lure recipients into clicking on a malicious link or attachment. The sender's name 'SoloCDM' does not match the known mailing list identifier 'ilug@linux.ie', which is suspicious.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a deceptive subject line that appears to be related to a legitimate mailing list but is actually designed to lure recipients into clicking on a malicious link or attachment. The sender's name 'SoloCDM' does not match the known mailing list identifier 'ilug@linux.ie', which is suspicious.""
}"
50,=?utf-8?Q?Account=20Alerts=20=21=21?=,1,PHISHING,"The email contains a request for immediate verification of account information via a provided link, which is a common tactic in phishing attempts. It also mentions updating to a new system version, which can be used to create urgency and encourage users to act quickly.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a request for immediate verification of account information via a provided link, which is a common tactic in phishing attempts. It also mentions updating to a new system version, which can be used to create urgency and encourage users to act quickly.""
}"
51,AWG: Fwd: Paid Ebill:Transfer Payment Receipt For Overdue Invoices,1,PHISHING,"The email contains a request for an urgent payment and includes a link to a document viewer, which could be a phishing attempt to gather sensitive information.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a request for an urgent payment and includes a link to a document viewer, which could be a phishing attempt to gather sensitive information.""
}"
52,financial manager position,1,PHISHING,"The email offers a seemingly legitimate job opportunity but includes suspicious elements such as vague job requirements, lack of specific responsibilities, and requests for personal information (bank account details) which are red flags for phishing attempts.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email offers a seemingly legitimate job opportunity but includes suspicious elements such as vague job requirements, lack of specific responsibilities, and requests for personal information (bank account details) which are red flags for phishing attempts.""
}"
53,re : cancellation of the master tasking letter,0,LEGITIMATE,"The email discusses a formal communication about the cancellation of a master tasking letter and provides details about its impact and future procedures. It does not contain any suspicious links, requests for personal information, or unusual sender addresses, which are common indicators of phishing emails.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email discusses a formal communication about the cancellation of a master tasking letter and provides details about its impact and future procedures. It does not contain any suspicious links, requests for personal information, or unusual sender addresses, which are common indicators of phishing emails.""
}"
54,Man kills self with home booby-traps,0,PHISHING,"The email contains a link to a news story about booby-traps, which could be part of a phishing attempt to lead the recipient to a malicious website or download. The tone and content suggest an attempt to trick the reader into clicking on a potentially harmful link.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a link to a news story about booby-traps, which could be part of a phishing attempt to lead the recipient to a malicious website or download. The tone and content suggest an attempt to trick the reader into clicking on a potentially harmful link.""
}"
55,"risk management training course - nov . 9 - 10 , 2000",0,LEGITIMATE,"The email subject mentions a specific date (November 9-10, 2000) and refers to a training course, which is a common legitimate communication for professional development.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email subject mentions a specific date (November 9-10, 2000) and refers to a training course, which is a common legitimate communication for professional development.""
}"
56,CONTACT PAYMENT CO-ORDINATORS!!!,1,PHISHING,"The email contains suspicious elements such as an urgent call to action (CONTACT PAYMENT CO-ORDINATORS!!!), a large sum of money ($1,000,000), and instructions to contact an agent for processing. The email also includes technical details that appear fabricated, such as the computer ballot system and the exact numbers drawn from the lottery ticket. These red flags are typical of phishing attempts.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains suspicious elements such as an urgent call to action (CONTACT PAYMENT CO-ORDINATORS!!!), a large sum of money ($1,000,000), and instructions to contact an agent for processing. The email also includes technical details that appear fabricated, such as the computer ballot system and the exact numbers drawn from the lottery ticket. These red flags are typical of phishing attempts.""
}"
57,New White Paper: Document capture and integration for SharePoint Server 2007,0,LEGITIMATE,"The email contains information about a white paper related to document capture and integration with SharePoint Server 2007, which appears to be a legitimate business topic. It does not contain any suspicious links or requests for personal information typically found in phishing emails.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email contains information about a white paper related to document capture and integration with SharePoint Server 2007, which appears to be a legitimate business topic. It does not contain any suspicious links or requests for personal information typically found in phishing emails.""
}"
58,RE: Wireless Link to HB,0,PHISHING,"The email contains a link to an unfamiliar website (linxtechnologies.com) and mentions 'uhf modules' without context, which could be indicative of a phishing attempt to gather personal information.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a link to an unfamiliar website (linxtechnologies.com) and mentions 'uhf modules' without context, which could be indicative of a phishing attempt to gather personal information.""
}"
59,nan,0,LEGITIMATE,"The email is inquiring about data availability via FTP and does not contain any suspicious links, urgent requests, or personal information prompts typical of phishing emails.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is inquiring about data availability via FTP and does not contain any suspicious links, urgent requests, or personal information prompts typical of phishing emails.""
}"
60,Re: [Python-Dev] Capsule Summary of Some Packaging/Deployment	Technology Concerns,0,LEGITIMATE,The email discusses technical matters related to Python development and seeks feedback on improving the process for incorporating contributions. It does not contain any indicators of phishing or malicious intent.,,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email discusses technical matters related to Python development and seeks feedback on improving the process for incorporating contributions. It does not contain any indicators of phishing or malicious intent.""
}"
61,Re: AC adaptor,0,PHISHING,"The email contains a request for personal information and links to an external website, typical tactics used in phishing attempts.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a request for personal information and links to an external website, typical tactics used in phishing attempts.""
}"
62,Your parcel has arrived   ,1,PHISHING,"The email contains a request to download an attachment and forward it to a specific office, which is a common tactic in phishing emails to trick recipients into revealing sensitive information.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a request to download an attachment and forward it to a specific office, which is a common tactic in phishing emails to trick recipients into revealing sensitive information.""
}"
63,Euro Milliones(Your Email Address Has Won A Lottery),1,PHISHING,"The email claims to be from a lottery organization and offers a large sum of money, requesting personal information and contacting an external agent for verification, which are common tactics used in phishing scams.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email claims to be from a lottery organization and offers a large sum of money, requesting personal information and contacting an external agent for verification, which are common tactics used in phishing scams.""
}"
64,Re: [opensuse] OpenSuse 11,0,LEGITIMATE,"The email discusses technical aspects of Linux security and Unix security model, which is relevant to a Linux user. It does not contain any phishing elements such as requests for personal information, links to download attachments, or urgent actions to be taken. The tone is informative and educational, typical of discussions among experienced Linux users.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email discusses technical aspects of Linux security and Unix security model, which is relevant to a Linux user. It does not contain any phishing elements such as requests for personal information, links to download attachments, or urgent actions to be taken. The tone is informative and educational, typical of discussions among experienced Linux users.""
}"
65,announcements,0,LEGITIMATE,"The email appears to be from a professor regarding course materials and assignments, which is consistent with legitimate academic communication.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email appears to be from a professor regarding course materials and assignments, which is consistent with legitimate academic communication.""
}"
66,"problem on ""encoder?""",0,PHISHING,"The email requests assistance with a technical issue related to an encoder, which could be legitimate. However, the inclusion of a seemingly technical question in the context of a request for coding or programming help from an unknown source, along with the mention of loading a specific file (sencdr6.icb), suggests a phishing attempt to gather sensitive information.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email requests assistance with a technical issue related to an encoder, which could be legitimate. However, the inclusion of a seemingly technical question in the context of a request for coding or programming help from an unknown source, along with the mention of loading a specific file (sencdr6.icb), suggests a phishing attempt to gather sensitive information.""
}"
