email_id,subject,true_label,predicted_label,reasoning,error,raw_response
10,50 ways to meet your lover_iGirl,1,PHISHING,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification!:""!!PHISHING!!"",
!reasoning!:""The!email!contains!!!suspicious!language!and!links!!to!!!unusual!websites!which!are!!!!!common!!!in!!!!!phishing!!sc!ams!.!!The!subject!and!body!content!suggest!!!a!!!!!rom!antic!!!!!!sc!am!!!!with!!!an!!!!!at!!tempt!!to!!!!!provid!e!!personal!!information!!or!!click!!!!on!!!!!!malicious!!!!!!links!.""
}"
11,mit student ' s thesis writeups,0,LEGITIMATE,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
  ""classification!"": ""!!LEGITIMATE"",
 !  ""!!!reasoning!"":! ""The!!email!!appears!!!to!be!!!!!a!forward!!from!!a!!colleague!!!and!!!!!contains!!!!information!!!about!a!student!visit!and!write!!up!!!submissions!.!!There!!!!are!!!no!!!!!!s!usp!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
12,Job Vacancies ,1,PHISHING,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification! : ""!!PHISHING!!"",
!reasoning! : ""The!!!! email! uses!!!a!!!generic!!greeting!and!!asks!!for!personal!information!without!!a!secure!link!!or!!official!contact!information!from!!!!the!!!!!!company!!""
}"
13,PharmacyWorldwidePhentrimine,1,PHISHING,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification!:""!!PHISHING!!"",
!reasoning!:""The!email!subject!!and!!body!!appear!!!to!!be!!!!!s!uspicious!,!!with!!a!link!!!!!to!a!!!!!!website!!!!that!!may!!!!!be!!!!!malicious!.!!The!use!!!of!!ph!arm!acy!related!words!and!!!!!!a!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
14,Your Checking/Savings Account Untrusted Authorization,1,PHISHING,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification! : ""!!PHISHING!\"""",
!reasoning! : ""The!!! email!! !!contains!!!!! urgent! !language! !and!! !asks!!! for!! !!account!! !!information! !which!! !is!!!!!!! !!! !!! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !"
15,PAPER 26,0,LEGITIMATE,Theemailappearstobealegitimateacademicorlegaldiscussionaboutcopyrightlaw.Thereisnoimmediateindicationofphishingtactics,JSON_PARSE_FAILED_BUT_SANITISED,"{
  ""classification!"": ""!!LEGITIMATE"",
  ""!!!!!reasoning!"": ""The!!email!!appears!!!!to!!be!!!!!!a!!leg!itimate!!academic!!or!!!legal!!discussion!!!about!!!!!copyright!!!law!!.!!There!!!is!!!no!!!immediate!!indication!!!of!!ph!ishing!!!t!actics!!""
}"
16,[zzzzteana] Man admits Soham kidnapping hoax calls,0,,,JSON_PARSE_FAILED,"{
!classification! : ""!!LEG!IT!I!!!G!E!T!E!M!E!T!E!R!E!!"",
!reasoning! : ""The!!email!!is!!!a!n!!!article!!!!!summary!!of!!!!!a!!news!!!!!story!!!!!and!does!!not!!!contain!!!!any!!ph!i!s!h!i!n!g!g!!t!r!a!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
17,Navigation buttons do not show,0,LEGITIMATE,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification! : ""!!LEG!IT!IMATE!\"""",
!!reasoning! : ""!!The!!email!!is!!!a!customer!!!!!service!!!request!!!for!!technical!!!support!!and!!!!!!does!!not!!!contain!!!any!!!!!ph!ish!i!ng!!!!!!t!e!x!t!!or!!!!!!!!!links!!to!!!!!malicious!!!!!!!!we!b!s!!!!!!!!!!!!sites!!""
}"
18,"[DMDX] write to output file, disk full",0,LEGITIMATE,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification!:""!!LEG!ITIMATE!!! !"",
!!reasoning!:""The!!!email!!des!!cribes!!!!!a!!!!technical!!!issue!!!!!!!!!!!!!!with!!a!!software!!and!!!!asks!!!!!!for!!!!!!assistance!.!!There!!!is!!!!no!!!!s!!uggestion!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!for!!!!!!!financial!!information!or!action!!!!that!!would!!lead!!!to!!ph!ishing!.""
}"
19,research library needed for netco,0,PHISHING,TheemailappearstobealegitimaterequestforinformationanddocumentationrelatedtotheExoticalibraryfunctions.Thereisnoindicationofmaliciousintentorspamphiringtechniquesinthecontentoftheemail.,JSON_PARSE_FAILED_BUT_SANITISED,"{
  ""classification!"": ""!!PHISHING"",
  ""reasoning!"": ""The!email!!appears!!!!to!!be!!!!!!a!!leg!itimate!!request!!!!!!for!!information!!!!and!documentation!!!!related!to!the!!!!!Ex!ot!ica!!!library!functions!.!!There!!!is!!!!no!!indication!!!!of!!malicious!intent!or!!s!p!am!ph!i!r!i!n!g!!!t!e!chn!iques!!in!!!!the!!content!!of!!!!the!!!!email!.""
}"
20,Re: Multiple .pinerc's spawned,0,,,JSON_PARSE_FAILED,"{
!classification! : ""!!LEG!IT!I!!!G!E!T!E!M!E!!"",
!reasoning! : ""The!!email!!appears!!!to!be!!!!!a!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
21,VERIFY YOUR ACCOUNT,1,,,JSON_PARSE_FAILED,"{
!classification!:""!!PHISH!!"",
!reasoning!:""The!email!!uses!!a!!sense!of!!urgency!and!asks!!!!the!!recipient!!to!!click!!on!!a!!link!!to!!!verify!!their!!account!!,!!!!!which!is!!!!!!!a!!!common!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
22,Re: [SM-USERS] squirrelmail v1.4.13 and Login Redirect Plugin v2.1,0,LEGITIMATE,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification! : ""!!LEG!ITIMATE!\"""",
!!reasoning! : ""The!!!email!!is!!!!!a!!discussion!!!!!!about!a!technical!!!issue!!with!a!specific!plugin!!for!an!!!!email!system!and!!does!!not!!!contain!!any!!!ph!ishing!!!!indicators!!""
}"
23,Re: [Python-Dev] thoughts on having EOFError inherit from	EnvironmentError?,0,LEGITIMATE,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification!:""!!LEG!ITIMATE!\"""",
!!reasoning!:""The!!email!!!is!!!!related!to!!!a!!discussion!!!!!!on!!the!!Python!-!Dev!list!about!the!inheritance!!!structure!of!EOF!Error!and!Environment!Error!classes!in!Python!and!does!!not!appear!!!!!to!!!!contain!!!!!any!!!!!!!ph!ishing!!!!content!!""
}"
24,"For you  color=""#006638""",1,PHISHING,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification! : ""!!PHISHING!!"",
!reasoning! : ""The!!! email! contains!!!!!! suspicious! content! such! as!!! a!!!!! !! !! !! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !"
25,Windows Home Server,1,,,JSON_PARSE_FAILED,"{
  ""classification!"": ""!!PHISH!!"",
  ""reasoning!"": ""The! email!!! appears!!! to!! be!!!!!! a!!!!!!!!!!!!!!!!!! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !!! !! !! !! !! !!! !! !! !! !! !! !! !! !! !! !! !!!!! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !!"
26,Re: skip extensions,0,LEGITIMATE,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
  ""classification!"": ""!!LEGITIMATE!!"",
  ""!!!!!reasoning!"": ""The!email!!appears!!!!to!!!be!!!!!!!!!a!!technical!!!discussion!!!!!!!!about!XML!file!!!structure!!and!order!of!elements!in!metadata!files!used!!!!!!by!!GIS!!!software!.!!There!!!are!!!no!!!!!!!!!s!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
27,=?UTF-8?B?UmUgOiBbIFN1bW1hcnkgUmVwb3J0IEFsZXJ0IF0gOiBOZXcgU3RhdGVtZW50IFVwZGF0ZSBBY2NvdW50IFN1Ym1pdHRlZCB0byBVcGRhdGVkIEluZm9ybWF0aW9u?=,1,PHISHING,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification!:""!!PHISH!ING!\"""",
!!reasoning!:""The!!email!contains!!s!p!i!r!!t!a!c!k!y! !!!language!and!!asks!!!!!to!!click!!on!!a!!link!!to!!verify!account!information!which!is!!!!!!!common!!!!!!in!!!!!ph!i!s!h!i!n!g!e!!!!!!attacks!.""
}"
28,this is a great article : material lead to divorce,1,PHISHING,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification! : ""!!PHISHING!!"",
!reasoning! : ""The!!!email!contains!!suspicious!words!and!ph!rasing!that!are!!!not!!related!to!any!known!articles!or!topics!by!W!ired!!Mag!azine!and!includes!!!!!a!lot!of!!!random!!words!!which!is!!!!!!!common!!!!!in!!!ph!ishing!!!!emails!to!!!!!!confuse!!the!!!!!recipient!.""
}"
29,Re: Bogus MX -> blacklist service viable?,0,LEGITIMATE,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification! : ""!!LEG!IT!I!!!M!A!T!E!!"",
!reasoning! : ""The!!!email!does!!not!!contain!!any!!s!p!e!c!i!a!l! !!!t!r!i!a!c!k!e!s! !!or!! !!u!n!u!s!a!l! !!l!i!n!k!s! !!and!!!the!!c!o!n!t!e!n!t! !!!!!is!!!!!!a! !!d!i!s!c!u!s!s!i!!o!n! !!!!!!!!!a!bout!!!!!!!!a! !!!!!!!!!!!!!!s!!!!!!i!g!h!t!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
30,This is it. (from Meredith),1,PHISHING,Theemailbodyisfullofrandomwordsandphrasesthatdonotmakesenseanddoesnotcontainanyspecificinformationaboutalegitimatetransactionorrequestwhichiscommoninphishingemails.,JSON_PARSE_FAILED_BUT_SANITISED,"{
  ""classification!"": ""!!PHISHING"",
  ""reasoning!"": ""The!!!email!body!!is!!full!of!!!!random!words!and!ph!rases!!that!!do!!not!!!make!!sense!and!does!!not!!contain!!!!!any!!specific!information!about!a!leg!itimate!!!transaction!or!request!which!is!!!!common!!!!!!in!!!!!!!!ph!ishing!!!!!!emails!.""
}"
31,re : timelines and restart issues,0,LEGITIMATE,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification! : ""!!LEG!ITIMATE!!"",
!!reasoning! : ""The!email!!appears!!!to!!!be!!!!!a!!!!!!internal!!!!communication!!!!reg!!!!!!arding!to!the!!status!!of!customer!id!!!generation!and!mail!!!out!pl!!!!!!anning!.!!There!!is!!!no!!!!s!!!!!!uggestion!!!!!!!!!!!!for!!!!!!action!!or!!!!!!information!!that!!would!!indicate!!!!!it!!is!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!ph!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
32,Re: [Python-3000] lambda,0,LEGITIMATE,TheemailisadiscussionaboutlambdafunctionsinPythonanddoesnotcontainanyphishingindicators,JSON_PARSE_FAILED_BUT_SANITISED,"{
  ""classification!"": ""!!!LEGITIMATE!!!"",
  ""reasoning!"": ""The!email!!!is!!a!!discussion!!!!!about!!lambda!!functions!!in!!Python!and!does!!not!!contain!!any!!ph!ishing!!indicators!!""
}"
33,ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,1,PHISHING,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification! : ""!!PHISHING!!"",
!reasoning! : ""The!!! email!! contains!!!!! suspicious! !!language! !and!! !structure! !and!! !asks!!!!!!! to!!! !!click!! !!!on!! !!an!!!!!!attachment! !which!! !!!is!! !!!!!!!!!!!!!! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !! !!"
34,Re: [opensuse] Warning - 10.3/XGL repository has compiz/emerald version mismatch,0,LEGITIMATE,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification! : ""!!!!!LEGITIMATE!;!!!"",
!reasoning! : ""The!email!!appears!!!to!!be!!!!!a!!!!!!discussion!!about!a!bug!!!report!!for!an!open!source!project!and!!does!!not!!contain!!!!!any!!!ph!ish!!!ing!!!!t!e!r!m!s!or!!!!!!malicious!!!!!!links!!""
}"
35,"For you  color=""#006678""",1,PHISHING,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification! : ""!!PHISH!ING!-!S!P!AM!-!F!R!A!G!!M!E!N!T!A!L! !!!C!O!N!T!E!N!T!-!P!O!T!E!N!T!A!L!-!!!F!O!R! !!!!!D!A!T!A! !!!!!!!S!T!E!L!I!N!G!-!!!P!O!T!E!N!T!A!L!-!!!!!!F!O!R! !!S!!!!!E!X! !!!!A!T!T!!A!K!S!-!!!!!!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!-!"
36,ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,1,PHISHING,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification!:""!!PHISHING!"",
!reasoning!:""The!email!!contains!!!a!virus!!!!!warning!and!!!!asks!!!!!!!!!!!!!!!!!!!to!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
37,Need Simple IC editor,0,LEGITIMATE,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification! : ""!!LEG!IT!IMATE!\"""",
!!reasoning! : ""!The!!email!!appears!!!!to!!!be!!!!!!!a!!personal!!!!!!!query!!!!!!!for!!!!!!!technical!!!!!!!advice!!!!!!!and!!!!!!!does!!not!!!!!!!contain!!!any!!!!!!!ph!ishing!!!!!!!t!actics!!""
}"
38,LP RELEASE: Outrageous military spending,0,LEGITIMATE,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification! : ""!!LEG!ITIMATE!\"""",
!reasoning! : ""The!!email!is!!!from!!!!!the!!!!!!Libertarian!!Party!and!!!!!contains!!!!information!!!about!m!ilitary!!!sp!ending!.!!It!!is!!!formatted!!!like!!!a!!!news!!!!!!!release!!and!!!!!includes!!!!!contact!!!information!!!!!for!!!!!!!!!the!!!!!party!.!!There!!is!!!!no!!!!!indication!!!!!of!!ph!ishing!!!!!or!!malicious!!!intent!!""
}"
39,"You Can Enlarge Your Penis By 3"" Compare Top 5 Penis Enlargers",1,PHISHING,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification! : ""!!PHISHING!!"",
!reasoning! : ""The!!! email! subject!! and!!!!!! content!!! are!!!!!!!!!!!!!!!!!!! indicative!! of!!!!!! a!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !ph!i!s!h!i!n!g! !!t!r!a!c!k!s! !!!!!! !!and!!!!!!! !!!!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!! !!"
40,WINNING NOTIFICATION....................NATIONAL LOTTERY...,1,PHISHING,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification!:""!!PHISHING!!"",
!reasoning!:""The!email!!contains!!typographical!!errors!!(!!such!as!!!multiple!exclamation!marks!and!!!!miss!spelling!),!a!s!s!p!i!c!k!y!n!g!t!y!p!e!o!f!s!p!a!m!t!e!r!i!n!g!l!i!n!k!s!a!n!d!!!a!l!s!o!!!!!!asks!!!!!!!!!!!!!!!!!!!!for!!!!personal!!information!!to!!!!!claim!!!!a!!!pr!!!!!!!!!!!!!!!!!!!!i!n!!!!t!!!!!h!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
41,cusip,0,LEGITIMATE,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification! : ""!!LEG!ITIMATE!!"",
!!reasoning! !: ""The!!!email!contains!!a!valid!financial!reference!and!does!!not!appear!!to!!request!!any!personal!information!or!redirect!!!to!!!a!!!!!suspect!!!website!.""
}"
42,04/09/2022 04:39:51 pm :Wells Fargo: You Have A Notification!,1,PHISHING,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification!:""!!PHISHING!"",
!reasoning!:""The!!email!asks!!!the!!recipient!to!!download!!and!!fill!out!an!!attachment!to!!!!!verify!!!account!information!which!is!!!!!!!a!!common!!!!!!!!!!!ph!ishing!!!!!!!t!e!chn!ique!.""
}"
43,NedBank Account Statement 18-10-12,1,,,JSON_PARSE_FAILED,711 710 4000 Busy!!! Making!!!!! a!!!!!!!!! connection! to!!!!!!!!!!!! your!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! phone!...! A!!!!!!!!!!!!!!!!!!!!! technical!!! error!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
44,Order Shipping Confirmation #991-4958216-1093584,1,LEGITIMATE,TheemailcontainsvalidorderconfirmationdetailsandisformattedcorrectlyforanAmazonemail,JSON_PARSE_FAILED_BUT_SANITISED,"{
  ""classification!"": ""!!LEGITIMATE!!"",
  ""!!!!reasoning!"": ""The!email!!contains!!!valid!order!!confirmation!details!and!is!!!formatted!!!correct!ly!for!!!!!an!!!Amazon!!email!!""
}"
45,Big Five record companies guilty of price fixing,0,LEGITIMATE,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification! : ""!!LEG!IT!IMATE!\"""",
!reasoning! : ""The!!!email!!is!!!a!!news!!article!!!!!link!!to!a!!website!!!for!!discussion!!and!!information!!,!!not!!a!!ph!ish!!""
}"
46,Award Centre Co-coordinator.,1,PHISHING,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification!:""!!PHISHING!\"""",
!reasoning!:""The!!email!!contains!!typical!!!phishing!!t!!actics!!,!!such!as!!a!!lot!!to!!win!!pr!!e!!s!!and!!an!!!!!urgency!!to!!!!!act!!now!!.!!It!!also!!!!!asks!!!!!!!for!!personal!!!information!!and!!!!!financial!!!!!details!!,!!which!!is!!!!!!common!!!!!!!!in!!!phishing!!!!!!s!!chemes!!""
}"
47,Fight for your self-perfection!,1,PHISHING,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
!classification!:""!!PHISHING!"",
!reasoning!:""The!email!contains!!s!ex!tremely!!s!p!e!c!i!a!l!i!z!e!d!a!nd!!!!i!n!v!i!l!a!b!l!e!l!i!n!k!s!!!and!!!s!p!o!r!t!s!m!a!n!t!a!i!n!e!d!!!!!!t!r!!!!!!y!p!e!!o!f!a!d!v!i!c!e!!""
}"
48,Re: Gnots,0,,,JSON_PARSE_FAILED,"{
!classification! : ""!!LEG!IT!I!!!G!E!T!E!M!E!!"",
!reasoning! : ""The!!e!m!!a!i!l!!!!!d!!!!!!o!es!n!o!t! !!!!!!c!o!n!t!a!i!n! !!!a!ny!!!!!s!p!i!c!i!f!i!c! !!l!i!n!k!s! !!!!!!!!!or!!!r!e!q!u!e!s!!t!s!!!!!f!o!r! !!!!!!!!!!!!!!!p!r!i!v!a!t!e!!!!!!!!!!!!!!!!!!!i!!!!!!!!!!!!n!f!o!r!m!a!t!i!o!n! !!t!h!a"
49,[ILUG] One Command -- Four Types,0,,,JSON_PARSE_FAILED,"{
!classification! : ""!!LEG!IT!I!!!G!E!T!E!M!E!!"",
!reasoning! : ""The!!e!m!!a!i!l!!i!s! !!!!!a! !!l!i!n!u!x! !!!!!!!!t!e!c!h!n!i!c!a!l! !!!d!i!s!c!u!s!s!i!!o!n! !!!!!!!!!!!!!a!n!d! !!i!t! !!d!o!e!s! !!n!o!t! !!!!!c!o!n!t!a!i!n!!!!!!!!!!!!!!a!n!y!!!!!!s!p!e!c!i!a!l! !!!!!!!c!h!a!r!a!c!t!e!r!s! !!!!!!"
