email_id,subject,true_label,predicted_label,phish_type,summary,summary_error,reasoning,classify_error,summary_raw_response,classify_raw_response
10,50 ways to meet your lover_iGirl,1,PHISHING,dating_sites,"iGirl seeking male partner aged 36-68 in Atown, Missouri. Join the platform to see more results and contact her.",,,,"{
""summary"": ""iGirl seeking male partner aged 36-68 in Atown, Missouri. Join the platform to see more results and contact her.""
}","{""classification"": ""PHISHING""}"
11,mit student ' s thesis writeups,0,LEGITIMATE,legit,Ravi and his colleagues have found a qualified student for their EBS Analytics group. They are arranging for the student's visit to Houston this month. The student has sent over incomplete thesis writeups and some technical modeling writeups for review.,,,,"{
""summary"": ""Ravi and his colleagues have found a qualified student for their EBS Analytics group. They are arranging for the student's visit to Houston this month. The student has sent over incomplete thesis writeups and some technical modeling writeups for review.""
}","{""classification"": ""LEGITIMATE""}"
12,Job Vacancies ,1,LEGITIMATE,hr_impersonation,"Aschsoft Inc is hiring Regional Managers worldwide. Flexible schedule, good salary, and insurance offered. Contact Sabina.Yakovleva@gmail.com to apply and send resume.",,,,"{
""summary"": ""Aschsoft Inc is hiring Regional Managers worldwide. Flexible schedule, good salary, and insurance offered. Contact Sabina.Yakovleva@gmail.com to apply and send resume.""
}","{""classification"": ""LEGITIMATE""}"
13,PharmacyWorldwidePhentrimine,1,PHISHING,pharm_sex,Pharmacy Worldwide Phentrimine - Available Remedy Info,,,JSON_PARSE_FAILED,"{
""summary"": ""Pharmacy Worldwide Phentrimine - Available Remedy Info""
}",PHISHING
14,Your Checking/Savings Account Untrusted Authorization,1,PHISHING,tech_support,Potential untrusted authorizations detected in your account. Update your full information to avoid temporary suspension.,,,,"{
""summary"": ""Potential untrusted authorizations detected in your account. Update your full information to avoid temporary suspension.""
}","{""classification"": ""PHISHING""}"
15,PAPER 26,0,PHISHING,legit,"Email discusses the Sony Betamax case and its implications on copyright law, specifically the balance between the rights of content owners and consumers. The author questions the fairness of time-shifting and argues that P2P software authors should only be held liable for infringement if they actively promote it.",,,JSON_PARSE_FAILED,"{
""summary"": ""Email discusses the Sony Betamax case and its implications on copyright law, specifically the balance between the rights of content owners and consumers. The author questions the fairness of time-shifting and argues that P2P software authors should only be held liable for infringement if they actively promote it.""
}",PHISHING
16,[zzzzteana] Man admits Soham kidnapping hoax calls,0,PHISHING,legit,Man admits making hoax calls to police investigating the disappearance of Soham schoolgirls Jessica Chapman and Holly Wells.,,,JSON_PARSE_FAILED,"{
""summary"": ""Man admits making hoax calls to police investigating the disappearance of Soham schoolgirls Jessica Chapman and Holly Wells.""
}",PHISHING
17,Navigation buttons do not show,0,LEGITIMATE,legit,Issue with navigation buttons in Slideshow on a theater website. Broken small image appears instead of the navigation buttons.,,,,"{
""summary"": ""Issue with navigation buttons in Slideshow on a theater website. Broken small image appears instead of the navigation buttons.""
}","{""classification"": ""LEGITIMATE""}"
18,"[DMDX] write to output file, disk full",0,PHISHING,legit,DMDX masked faces experiment error: disk full,,,JSON_PARSE_FAILED,"{
""summary"": ""DMDX masked faces experiment error: disk full""
}",PHISHING
19,research library needed for netco,0,LEGITIMATE,legit,"Zhiyong is requesting Louise's help in maintaining the Exotica library and its models. They need source code, documentation, and an Excel add-in build environment for building the Exotica DLL. Naveen has a list of the models used by traders and risk managers. Zhiyong will help get a complete list of the models. The email also mentions various functions of the Exotica library and their uses.",,,,"{
""summary"": ""Zhiyong is requesting Louise's help in maintaining the Exotica library and its models. They need source code, documentation, and an Excel add-in build environment for building the Exotica DLL. Naveen has a list of the models used by traders and risk managers. Zhiyong will help get a complete list of the models. The email also mentions various functions of the Exotica library and their uses.""
}","{""classification"": ""LEGITIMATE""}"
20,Re: Multiple .pinerc's spawned,0,LEGITIMATE,legit,Re: Multiple .pinerc's spawned: Running Pine under AIX4.0 and installing Linux,,,,"{
""summary"": ""Re: Multiple .pinerc's spawned: Running Pine under AIX4.0 and installing Linux""
}","{""classification"": ""LEGITIMATE""}"
21,VERIFY YOUR ACCOUNT,1,PHISHING,account_verify,"BDO has temporarily placed your Savings account on hold due to suspicious activities and login failures. To recover your account, click the 'Verify My Account' button and provide additional information or latest transactions.",,,,"{
""summary"": ""BDO has temporarily placed your Savings account on hold due to suspicious activities and login failures. To recover your account, click the 'Verify My Account' button and provide additional information or latest transactions.""
}","{""classification"": ""PHISHING""}"
22,Re: [SM-USERS] squirrelmail v1.4.13 and Login Redirect Plugin v2.1,0,LEGITIMATE,legit,User resolves login redirect issue by modifying plugin code,,,,"{
""summary"": ""User resolves login redirect issue by modifying plugin code""
}","{""classification"": ""LEGITIMATE""}"
23,Re: [Python-Dev] thoughts on having EOFError inherit from	EnvironmentError?,0,LEGITIMATE,legit,Greg questions the need for EOFError to inherit from EnvironmentError in the Python-Dev mailing list.,,,JSON_PARSE_FAILED,"{
""summary"": ""Greg questions the need for EOFError to inherit from EnvironmentError in the Python-Dev mailing list.""
}",LEGITIMATE
24,"For you  color=""#006638""",1,PHISHING,dating_sites,lovermind is asking a partner to remove themselves from their list. They mention urgency and a phone number.,,,,"{
""summary"": ""lovermind is asking a partner to remove themselves from their list. They mention urgency and a phone number.""
}","{""classification"": ""PHISHING""}"
25,Windows Home Server,1,PHISHING,hr_impersonation,Windows Home Server and software updates now available for PCs and Macs. System requirements for both platforms detailed. Scholars discuss al-Qaida's likelihood of carrying out a nuclear attack.,,,JSON_PARSE_FAILED,"{
""summary"": ""Windows Home Server and software updates now available for PCs and Macs. System requirements for both platforms detailed. Scholars discuss al-Qaida's likelihood of carrying out a nuclear attack.""
}",PHISHING
26,Re: skip extensions,0,LEGITIMATE,legit,The email discusses a problem with editing ESRI XML files using tkme and the reordering of elements in the file. The solution proposed is to use a directive in the config file to specify the order of the elements.,,,,"{
""summary"": ""The email discusses a problem with editing ESRI XML files using tkme and the reordering of elements in the file. The solution proposed is to use a directive in the config file to specify the order of the elements.""
}","{""classification"": ""LEGITIMATE""}"
27,=?UTF-8?B?UmUgOiBbIFN1bW1hcnkgUmVwb3J0IEFsZXJ0IF0gOiBOZXcgU3RhdGVtZW50IFVwZGF0ZSBBY2NvdW50IFN1Ym1pdHRlZCB0byBVcGRhdGVkIEluZm9ybWF0aW9u?=,1,LEGITIMATE,account_verify,Apple Security Department informs customer about account freeze due to missing or incorrect account information. They request the customer to verify their account information by clicking on a link within the next 48 hours.,,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
""summary"": ""Apple Security Department informs customer about account freeze due to missing or incorrect account information. They request the customer to verify their account information by clicking on a link within the next 48 hours.""
}",Email classification: LEGITIMATE
28,this is a great article : material lead to divorce,1,PHISHING,tech_support,"Wired Magazine Special Report warns of spyware causing PC failure and hard drive corruption, urging readers to scan their computers. The email also includes a list of unrelated words and phrases.",,,JSON_PARSE_FAILED,"{
""summary"": ""Wired Magazine Special Report warns of spyware causing PC failure and hard drive corruption, urging readers to scan their computers. The email also includes a list of unrelated words and phrases.""
}",PHISHING
29,Re: Bogus MX -> blacklist service viable?,0,LEGITIMATE,legit,"Steve Radich is proposing a free, public service to gather data for a blacklist. He is seeking opinions and thoughts on the viability of this service.",,,,"{
""summary"": ""Steve Radich is proposing a free, public service to gather data for a blacklist. He is seeking opinions and thoughts on the viability of this service.""
}","{""classification"": ""LEGITIMATE""}"
30,This is it. (from Meredith),1,PHISHING,tech_support,"Various unrelated events and situations described in the email, including a tornado, a spider, a roller coaster, and a cantankerous microscope. No clear main topic or request.",,,,"{
""summary"": ""Various unrelated events and situations described in the email, including a tornado, a spider, a roller coaster, and a cantankerous microscope. No clear main topic or request.""
}","{""classification"": ""PHISHING""}"
31,re : timelines and restart issues,0,PHISHING,legit,Kitchen's Louise asks if we planned to send read-only IDs to customers. She asks David if we planned to send the IDs.,,,JSON_PARSE_FAILED,"{
""summary"": ""Kitchen's Louise asks if we planned to send read-only IDs to customers. She asks David if we planned to send the IDs.""
}",PHISHING
32,Re: [Python-3000] lambda,0,LEGITIMATE,legit,Nick suggests using function names instead of lambda for better readability and self-documenting code.,,,,"{
""summary"": ""Nick suggests using function names instead of lambda for better readability and self-documenting code.""
}","{""classification"": ""LEGITIMATE""}"
33,ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,1,PHISHING,tech_support,Virus detected in attachment,,,,"{
""summary"": ""Virus detected in attachment""
}","{""classification"": ""PHISHING""}"
34,"For you  color=""#006678""",1,PHISHING,dating_sites,lovermind is asking a partner to remove themselves from their email list and providing a reason why. There is a link to more information about the partner and a deadline of about 2 days.,,,,"{
""summary"": ""lovermind is asking a partner to remove themselves from their email list and providing a reason why. There is a link to more information about the partner and a deadline of about 2 days.""
}","{""classification"": ""PHISHING""}"
35,ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,1,PHISHING,tech_support,Virus found in attachment,,,JSON_PARSE_FAILED,"{
""summary"": ""Virus found in attachment""
}",PHISHING
36,Need Simple IC editor,0,LEGITIMATE,legit,"Summarizing the email content, the sender is asking for help with writing and saving IC programs on Windows95 using WordPad or MSWord, and how to compile them.",,,,"{
""summary"": ""Summarizing the email content, the sender is asking for help with writing and saving IC programs on Windows95 using WordPad or MSWord, and how to compile them.""
}","{""classification"": ""LEGITIMATE""}"
37,LP RELEASE: Outrageous military spending,0,PHISHING,legit,"Audit uncovers $101 million in ""unneeded"" military expenditures, including $38,000 for strip club charges, $7,373 for a golf membership, and $4,600 for ""river rock"" in an Arabian desert base.",,,JSON_PARSE_FAILED,"{
    ""summary"": ""Audit uncovers $101 million in \""unneeded\"" military expenditures, including $38,000 for strip club charges, $7,373 for a golf membership, and $4,600 for \""river rock\"" in an Arabian desert base.""
}",PHISHING
38,"You Can Enlarge Your Penis By 3"" Compare Top 5 Penis Enlargers",1,PHISHING,pharm_sex,A product advertisement offering penis enlargement pills for quick and permanent gains in length and thickness. Includes a link to the product website.,,,,"{
""summary"": ""A product advertisement offering penis enlargement pills for quick and permanent gains in length and thickness. Includes a link to the product website.""
}","{""classification"": ""PHISHING""}"
39,WINNING NOTIFICATION....................NATIONAL LOTTERY...,1,PHISHING,lottery,"Congratulations to the winner of the UK National Lottery! You have won £3,987,470 in cash credited to file KTU/9023118308/03. Please contact our fiduciary agent, Philip Conrath, to file for your claim. Keep your winning information confidential until your claim is processed.",,,,"{
""summary"": ""Congratulations to the winner of the UK National Lottery! You have won £3,987,470 in cash credited to file KTU/9023118308/03. Please contact our fiduciary agent, Philip Conrath, to file for your claim. Keep your winning information confidential until your claim is processed.""
}","Output: {""classification"": ""PHISHING""}"
40,cusip,0,LEGITIMATE,legit,"David, the CUSIP of the bond I have is 694308 EFO PGC 8.375% 5/1/25 LST & Ref Mortgage Bond, Ser 92 B. Please review.",,,,"{
""summary"": ""David, the CUSIP of the bond I have is 694308 EFO PGC 8.375% 5/1/25 LST & Ref Mortgage Bond, Ser 92 B. Please review.""
}","{""classification"": ""LEGITIMATE""}"
41,NedBank Account Statement 18-10-12,1,PHISHING,account_verify,"contact 0860 555 111 or +2711 710 4000 You cannot perform any sensitive transactions because your cellphone number is not activated for SMS Authorisation.  In order to do sensitive transactions, please visit your nearest branch  to re-activate SMS Authorization.  If you have any queries contact 0860  555 111 or+27 11 710 4000. You cannot perform any sensitive transactions because your cellphone number is not activated for SMS Authorisation.  In order to do sensitive transactions, please visit your nearest branch  to re-activate SMS Authorization.  If you have any queries contact 0860  555 111 or+27 11 710 4000. You have chosen the Suspend option. Your Internet Banking profile is now suspended and no further transacting is possible.If you have any queries contact 0860 555 111 or +2711 710 4000 The message sent to your mobile device has timed out. You can:Click on Cancel",SUMMARY_JSON_PARSE_FAILED,,JSON_PARSE_FAILED,"contact 0860 555 111 or +2711 710 4000 You cannot perform any sensitive transactions because your cellphone number is not activated for SMS Authorisation.  In order to do sensitive transactions, please visit your nearest branch  to re-activate SMS Authorization.  If you have any queries contact 0860  555 111 or+27 11 710 4000. You cannot perform any sensitive transactions because your cellphone number is not activated for SMS Authorisation.  In order to do sensitive transactions, please visit your nearest branch  to re-activate SMS Authorization.  If you have any queries contact 0860  555 111 or+27 11 710 4000. You have chosen the Suspend option. Your Internet Banking profile is now suspended and no further transacting is possible.If you have any queries contact 0860 555 111 or +2711 710 4000 The message sent to your mobile device has timed out. You can:Click on Cancel",PHISHING
42,Order Shipping Confirmation #991-4958216-1093584,1,LEGITIMATE,invoice_payment,"Order Shipping Confirmation for Order #991-4958216-1093584 containing 2 shipments on August 15 and 16. Items from G.Skill and AMD are included. No tax or gift card required. For more information, contact (866) 984-4652.

Details:
- Shipment 1: August 15
- Shipment 2: August 16
- Items from G.Skill and AMD
- Contact (866) 984-4652 for more info
- Privacy, Conditions of Use, and tax info in email
- No reply needed
- Can't unsubscribe from this email",,,,"{
""summary"": ""Order Shipping Confirmation for Order #991-4958216-1093584 containing 2 shipments on August 15 and 16. Items from G.Skill and AMD are included. No tax or gift card required. For more information, contact (866) 984-4652.\n\nDetails:\n- Shipment 1: August 15\n- Shipment 2: August 16\n- Items from G.Skill and AMD\n- Contact (866) 984-4652 for more info\n- Privacy, Conditions of Use, and tax info in email\n- No reply needed\n- Can't unsubscribe from this email""
}","{""classification"": ""LEGITIMATE""}"
43,Award Centre Co-coordinator.,1,PHISHING,lottery,"FREE LOTTO CASINO AWARD notifies you of winning €150,000.00. Contact affiliate agent to file urgent claim by May 29, 2006.",,,,"{
""summary"": ""FREE LOTTO CASINO AWARD notifies you of winning €150,000.00. Contact affiliate agent to file urgent claim by May 29, 2006.""
}","{""classification"": ""PHISHING""}"
44,Re: Gnots,0,LEGITIMATE,legit,Vijay Gill asks about the status of comp.os.plan9 and provides information on creating a new newsgroup. Steve Davis asks about the commercial status of plan 9.,,,,"{
""summary"": ""Vijay Gill asks about the status of comp.os.plan9 and provides information on creating a new newsgroup. Steve Davis asks about the commercial status of plan 9.""
}","{""classification"": ""LEGITIMATE""}"
45,[ILUG] One Command -- Four Types,0,LEGITIMATE,legit,Question about different types of hostname links in Linux,,,JSON_PARSE_FAILED,"{
""summary"": ""Question about different types of hostname links in Linux""
}",LEGITIMATE
46,=?utf-8?Q?Account=20Alerts=20=21=21?=,1,PHISHING,account_verify,Verify your Apple account information within 72 hours to continue using our service. Link expires in 3 days.,,,JSON_PARSE_FAILED,"{
""summary"": ""Verify your Apple account information within 72 hours to continue using our service. Link expires in 3 days.""
}",PHISHING
47,AWG: Fwd: Paid Ebill:Transfer Payment Receipt For Overdue Invoices,1,PHISHING,invoice_payment,Paid Ebill:Transfer Payment Receipt For Overdue Invoices,,,,"{
""summary"": ""Paid Ebill:Transfer Payment Receipt For Overdue Invoices""
}","{""classification"": ""PHISHING""}"
48,financial manager position,1,LEGITIMATE,hr_impersonation,"Financial manager position offered by XOOM Global Money Transfer. Age 18-60, UK citizenship or residency, basic computer, mobile connection, bank account, accuracy, responsibility, and free time. No financial education or experience required. Register on the company's website and a personal manager will define work specifics.",,,,"{
""summary"": ""Financial manager position offered by XOOM Global Money Transfer. Age 18-60, UK citizenship or residency, basic computer, mobile connection, bank account, accuracy, responsibility, and free time. No financial education or experience required. Register on the company's website and a personal manager will define work specifics.""
}","{""classification"": ""LEGITIMATE""}"
49,re : cancellation of the master tasking letter,0,,legit,"{
""summary"": ""ENA management has declined to approve the extension of the master tasking letter. No funding is approved for any work by EOS other than specific tasking letters. The MT",SUMMARY_JSON_PARSE_FAILED,,JSON_PARSE_FAILED,"{
""summary"": ""ENA management has declined to approve the extension of the master tasking letter. No funding is approved for any work by EOS other than specific tasking letters. The MT","Email subject: re : cancellation of the master tasking letter

Email summary:
{
""summary"": ""ENA management has declined to approve the extension of the master tasking letter. No funding is approved for any work by EOS other than specific tasking letters. The MT"
50,Man kills self with home booby-traps,0,PHISHING,legit,Man kills self with home booby-traps,,,JSON_PARSE_FAILED,"{
""summary"": ""Man kills self with home booby-traps""
}",PHISHING
51,"risk management training course - nov . 9 - 10 , 2000",0,PHISHING,legit,"Risk management training course on Nov 9-10, 2000. Please review the attached document.",,,JSON_PARSE_FAILED,"{
""summary"": ""Risk management training course on Nov 9-10, 2000. Please review the attached document.""
}",PHISHING
52,CONTACT PAYMENT CO-ORDINATORS!!!,1,PHISHING,lottery,"Congratulations! You have won $1,000,000 in a lottery! Please contact your agent, Mr. Zadok Peters, to claim your prize by May 31, 2006. All unclaimed funds will be returned to the promotion company after this date.",,,,"{
""summary"": ""Congratulations! You have won $1,000,000 in a lottery! Please contact your agent, Mr. Zadok Peters, to claim your prize by May 31, 2006. All unclaimed funds will be returned to the promotion company after this date.""
}","{""classification"": ""PHISHING""}"
53,New White Paper: Document capture and integration for SharePoint Server 2007,0,LEGITIMATE,legit,"This white paper is a guide for companies looking to automate business processes by integrating both document capture and data capture with content manage applications such as Microsoft Office SharePoint Server 2007. It covers the opportunities offered by emerging imaging and OCR technologies to integrate and manage document images received from MFPs, scanners, and fax. The white paper also provides information on how to capture document images and all types of document metadata, feed the company repository and database, and leverage them with all business processing tools available. Additionally, it offers greater efficiency and unified content management basis for more automated and manageable business processes. The white paper can be downloaded for free from the provided link. The e-newsletter is published by SearchExchange.com, a targeted Web site from TechTarget, which offers magazines, Web sites, e-newsletters, Webcasts, and conferences for enterprise IT professionals. Copyright 2008 TechTarget. To unsubscribe from 'White Paper Alerts', visit the provided link.",,,,"{
""summary"": ""This white paper is a guide for companies looking to automate business processes by integrating both document capture and data capture with content manage applications such as Microsoft Office SharePoint Server 2007. It covers the opportunities offered by emerging imaging and OCR technologies to integrate and manage document images received from MFPs, scanners, and fax. The white paper also provides information on how to capture document images and all types of document metadata, feed the company repository and database, and leverage them with all business processing tools available. Additionally, it offers greater efficiency and unified content management basis for more automated and manageable business processes. The white paper can be downloaded for free from the provided link. The e-newsletter is published by SearchExchange.com, a targeted Web site from TechTarget, which offers magazines, Web sites, e-newsletters, Webcasts, and conferences for enterprise IT professionals. Copyright 2008 TechTarget. To unsubscribe from 'White Paper Alerts', visit the provided link.""
}","{""classification"": ""LEGITIMATE""}"
54,RE: Wireless Link to HB,0,LEGITIMATE,legit,"Dave, check out Linx Technologies sight at http://www.linxtechnologies.com/. They have some nice uhf modules that use plain digital levels for input and output. Kevin Turner, klturner@elko-nv.com",,,,"{
""summary"": ""Dave, check out Linx Technologies sight at http://www.linxtechnologies.com/. They have some nice uhf modules that use plain digital levels for input and output. Kevin Turner, klturner@elko-nv.com""
}","{""classification"": ""LEGITIMATE""}"
55,nan,0,LEGITIMATE,legit,"Email: Is the rest of the road data still available by ftp? I was looking for the data for PA, if possible. It should be out there now.",,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
""summary"": ""Email: Is the rest of the road data still available by ftp? I was looking for the data for PA, if possible. It should be out there now.""
}","Email subject: nan

Email summary:
Email: Is the rest of the road data still available by ftp? I was looking for the data for PA, if possible. It should be out there now.

Classification: LEGITIMATE"
56,Re: [Python-Dev] Capsule Summary of Some Packaging/Deployment	Technology Concerns,0,LEGITIMATE,legit,"Phillip J. Eby shares his positive thoughts on the energy and change in the Python community. He mentions the need for more input and design decisions, and expresses his appreciation for Jeff's call for more patches. Jeff offers to help and suggests giving others patch view/commit privileges.",,,,"{
""summary"": ""Phillip J. Eby shares his positive thoughts on the energy and change in the Python community. He mentions the need for more input and design decisions, and expresses his appreciation for Jeff's call for more patches. Jeff offers to help and suggests giving others patch view/commit privileges.""
}","{""classification"": ""LEGITIMATE""}"
57,Re: AC adaptor,0,PHISHING,legit,Sam is asking for the correct output voltage for the AC adaptor to use with the handyboard and if the reddish iron core inductor L1 is missing from his kit.,,,,"{
""summary"": ""Sam is asking for the correct output voltage for the AC adaptor to use with the handyboard and if the reddish iron core inductor L1 is missing from his kit.""
}","{""classification"": ""PHISHING""}"
58,Your parcel has arrived   ,1,PHISHING,invoice_payment,"Parcel has arrived at post office, incorrect delivery details, download receipt and forward to nearest DHL office",,,JSON_PARSE_FAILED,"{
""summary"": ""Parcel has arrived at post office, incorrect delivery details, download receipt and forward to nearest DHL office""
}",PHISHING
59,Euro Milliones(Your Email Address Has Won A Lottery),1,PHISHING,lottery,"Recipient has won $450,000 in the Euro Millones Lottery International Email Address draw. Contact MR. GEORGE CAMPBELL at ROYAL AGENCIA SPAIN for instructions on claiming the prize.",,,,"{
""summary"": ""Recipient has won $450,000 in the Euro Millones Lottery International Email Address draw. Contact MR. GEORGE CAMPBELL at ROYAL AGENCIA SPAIN for instructions on claiming the prize.""
}","{""classification"": ""PHISHING""}"
60,Re: [opensuse] OpenSuse 11,0,LEGITIMATE,legit,"Wolfgang Woehl responds to Aaron Kulkis and Sloan, discussing the Unix security model and the importance of security awareness. He suggests reading Maurice J. Bach's book, 'The Design of the Unix Operating System' for a better understanding.",,,,"{
""summary"": ""Wolfgang Woehl responds to Aaron Kulkis and Sloan, discussing the Unix security model and the importance of security awareness. He suggests reading Maurice J. Bach's book, 'The Design of the Unix Operating System' for a better understanding.""
}","{""classification"": ""LEGITIMATE""}"
61,announcements,0,LEGITIMATE,legit,Reminder of Thursday's reading assignment and availability of HW #2 on the course website.,,,,"{
  ""summary"": ""Reminder of Thursday's reading assignment and availability of HW #2 on the course website.""
}","{""classification"": ""LEGITIMATE""}"
62,"problem on ""encoder?""",0,LEGITIMATE,legit,Help with reading encoder on servo motor driver,,,,"{
""summary"": ""Help with reading encoder on servo motor driver""
}","{""classification"": ""LEGITIMATE""}"
63,re : informs abstract ( fwd ),0,LEGITIMATE,legit,Dr. Vince Kaminski's presentation discusses the unique challenges faced by energy industry economists due to the high volatility of US power prices. The abstract explains the major factors underlying this volatility and questions how to measure it. It also delves into the challenges of explaining the sources of high price volatility and whether it can be attributed to market design flaws or expanded customer choice. The abstract also mentions that some factors may be permanent and necessary for increased market efficiency and expanded customer choice.,,,,"{
""summary"": ""Dr. Vince Kaminski's presentation discusses the unique challenges faced by energy industry economists due to the high volatility of US power prices. The abstract explains the major factors underlying this volatility and questions how to measure it. It also delves into the challenges of explaining the sources of high price volatility and whether it can be attributed to market design flaws or expanded customer choice. The abstract also mentions that some factors may be permanent and necessary for increased market efficiency and expanded customer choice.""
}","{""classification"": ""LEGITIMATE""}"
64,In motion for NEW PICK MONDAY  it isday [N E W S]  fruition condiment mistypes adjusters,1,PHISHING,stock_pump_dump,"Apparel Manufacturing Associates, Inc. (APPM.PK) is receiving investment and signing licensing agreements, leading to strong potential for growth.",,,,"{
""summary"": ""Apparel Manufacturing Associates, Inc. (APPM.PK) is receiving investment and signing licensing agreements, leading to strong potential for growth.""
}","{""classification"": ""PHISHING""}"
65,Take Care of Your Health Now,1,PHISHING,pharm_sex,"Switch to the Canadian Healthcare online store for safer and cheaper pill purchases. Monitor their products and make secure, confidential purchases with instant shipping worldwide.",,,,"{
""summary"": ""Switch to the Canadian Healthcare online store for safer and cheaper pill purchases. Monitor their products and make secure, confidential purchases with instant shipping worldwide.""
}","{""classification"": ""PHISHING""}"
