email_id,subject,true_label,predicted_label,phish_type,reasoning,error,raw_response
52,financial manager position,1,PHISHING,hr_impersonation,"The email contains a job offer with suspicious requirements and lacks transparency about the company's legitimacy and the nature of the job. The email also asks for personal information and registration on a website, which is a common tactic used by phishing scams.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a job offer with suspicious requirements and lacks transparency about the company's legitimacy and the nature of the job. The email also asks for personal information and registration on a website, which is a common tactic used by phishing scams.""
}"
53,re : cancellation of the master tasking letter,0,LEGITIMATE,legit,"The email appears to be a legitimate internal company communication regarding a change in policy and procedure, with a clear explanation of the reasons behind the change and a specific timeline for implementation.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email appears to be a legitimate internal company communication regarding a change in policy and procedure, with a clear explanation of the reasons behind the change and a specific timeline for implementation.""
}"
54,Man kills self with home booby-traps,0,LEGITIMATE,legit,"The email contains a news story link from a reputable source (Yahoo News) and a discussion link from a popular website (Boing Boing), indicating that it is a legitimate news sharing email.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email contains a news story link from a reputable source (Yahoo News) and a discussion link from a popular website (Boing Boing), indicating that it is a legitimate news sharing email.""
}"
55,"risk management training course - nov . 9 - 10 , 2000",0,PHISHING,legit,"The email contains a suspiciously generic subject line and a very short body, which is likely an attempt to trick the recipient into opening an attachment or clicking a link.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a suspiciously generic subject line and a very short body, which is likely an attempt to trick the recipient into opening an attachment or clicking a link.""
}"
56,CONTACT PAYMENT CO-ORDINATORS!!!,1,PHISHING,lottery,"The email contains a common phishing tactic of claiming a large sum of money has been won in a lottery, and asks the recipient to contact a specific agent to claim the prize. The email also contains grammatical errors and a lack of personalization, which are common characteristics of phishing emails.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a common phishing tactic of claiming a large sum of money has been won in a lottery, and asks the recipient to contact a specific agent to claim the prize. The email also contains grammatical errors and a lack of personalization, which are common characteristics of phishing emails.""
}"
57,New White Paper: Document capture and integration for SharePoint Server 2007,0,LEGITIMATE,legit,"The email is a legitimate newsletter from SearchExchange.com, a well-known IT publication, and contains information about a white paper and a link to unsubscribe from future emails.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is a legitimate newsletter from SearchExchange.com, a well-known IT publication, and contains information about a white paper and a link to unsubscribe from future emails.""
}"
58,RE: Wireless Link to HB,0,PHISHING,legit,"The email contains a suspicious link and a generic signature, which are common tactics used in phishing emails.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a suspicious link and a generic signature, which are common tactics used in phishing emails.""
}"
59,nan,0,LEGITIMATE,legit,"The email appears to be a genuine inquiry from someone looking for data, and the tone is professional.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email appears to be a genuine inquiry from someone looking for data, and the tone is professional.""
}"
60,Re: [Python-Dev] Capsule Summary of Some Packaging/Deployment	Technology Concerns,0,LEGITIMATE,legit,"The email is a response to a discussion on the Python-Dev mailing list, and the content is a genuine exchange of ideas and opinions between developers.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is a response to a discussion on the Python-Dev mailing list, and the content is a genuine exchange of ideas and opinions between developers.""
}"
61,Re: AC adaptor,0,LEGITIMATE,legit,"The email is a genuine inquiry from a user seeking help with a technical issue related to the Handyboard, and it includes specific details about the product and the user's experience.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is a genuine inquiry from a user seeking help with a technical issue related to the Handyboard, and it includes specific details about the product and the user's experience.""
}"
62,Your parcel has arrived   ,1,PHISHING,invoice_payment,"The email asks the recipient to download an attachment and forward it to a DHL office, which is a common tactic used by phishing scammers to trick victims into installing malware or revealing sensitive information.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email asks the recipient to download an attachment and forward it to a DHL office, which is a common tactic used by phishing scammers to trick victims into installing malware or revealing sensitive information.""
}"
63,Euro Milliones(Your Email Address Has Won A Lottery),1,PHISHING,lottery,"The email contains a common phishing tactic of claiming a lottery win and asking the recipient to contact an agent to claim the prize, which is likely a scam to obtain sensitive information or money.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a common phishing tactic of claiming a lottery win and asking the recipient to contact an agent to claim the prize, which is likely a scam to obtain sensitive information or money.""
}"
64,Re: [opensuse] OpenSuse 11,0,LEGITIMATE,legit,"The email is a discussion between experienced Linux users about security, with one user correcting another's misconceptions about Linux security. The tone is technical and informative, and the language used is consistent with a genuine online discussion.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is a discussion between experienced Linux users about security, with one user correcting another's misconceptions about Linux security. The tone is technical and informative, and the language used is consistent with a genuine online discussion.""
}"
65,announcements,0,LEGITIMATE,legit,"The email is from a university professor and contains information about a reading assignment and homework, which is a typical communication from an academic instructor.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email is from a university professor and contains information about a reading assignment and homework, which is a typical communication from an academic instructor.""}"
66,"problem on ""encoder?""",0,LEGITIMATE,legit,"The email appears to be a genuine request for help from a user who is experiencing a technical issue with their project, and is seeking assistance from a community or expert.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email appears to be a genuine request for help from a user who is experiencing a technical issue with their project, and is seeking assistance from a community or expert.""
}"
67,re : informs abstract ( fwd ),0,LEGITIMATE,legit,"The email is a legitimate communication between two individuals, Shijie Deng and Vince Kaminski, discussing an abstract for a presentation at a conference. The language and content are professional and consistent with a work-related email.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is a legitimate communication between two individuals, Shijie Deng and Vince Kaminski, discussing an abstract for a presentation at a conference. The language and content are professional and consistent with a work-related email.""
}"
68,In motion for NEW PICK MONDAY  it isday [N E W S]  fruition condiment mistypes adjusters,1,PHISHING,stock_pump_dump,"The email contains grammatical errors, misspellings, and an overly promotional tone, which are common characteristics of phishing emails. Additionally, the email is trying to create a sense of urgency and FOMO (fear of missing out) by stating 'Get in now don't regret later', which is a tactic often used in phishing scams.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains grammatical errors, misspellings, and an overly promotional tone, which are common characteristics of phishing emails. Additionally, the email is trying to create a sense of urgency and FOMO (fear of missing out) by stating 'Get in now don't regret later', which is a tactic often used in phishing scams.""
}"
69,Take Care of Your Health Now,1,PHISHING,pharm_sex,"The email is promoting a specific online store and using a suspicious link, which may be a phishing attempt to redirect users to a malicious website.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is promoting a specific online store and using a suspicious link, which may be a phishing attempt to redirect users to a malicious website.""
}"
70,Low-Profile Company With High Profit Potential [R E P O R T Thursday]  divider grassland,1,PHISHING,stock_pump_dump,"The email contains a strong buy recommendation with an urgent tone, and the language used is overly promotional. The inclusion of unrelated words at the end of the email also suggests a lack of professionalism and authenticity.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a strong buy recommendation with an urgent tone, and the language used is overly promotional. The inclusion of unrelated words at the end of the email also suggests a lack of professionalism and authenticity.""
}"
71,part-time receiver agent required,1,PHISHING,advance_fee,"The email asks the recipient to act as a receiver agent without any clear explanation of the company's legitimacy, and requests sensitive information such as full names and private mobile phone number. The email also asks the recipient to send a response to an email address that is not the same as the sender's email address, which is a common tactic used by scammers to avoid being tracked.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email asks the recipient to act as a receiver agent without any clear explanation of the company's legitimacy, and requests sensitive information such as full names and private mobile phone number. The email also asks the recipient to send a response to an email address that is not the same as the sender's email address, which is a common tactic used by scammers to avoid being tracked.""
}"
