email_id,subject,true_label,predicted_label,phish_type,reasoning,error,raw_response
16,[zzzzteana] Man admits Soham kidnapping hoax calls,0,LEGITIMATE,legit,"This is a news article from a reputable source, Ananova, and is not attempting to scam or deceive the reader.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""This is a news article from a reputable source, Ananova, and is not attempting to scam or deceive the reader.""}"
17,Navigation buttons do not show,0,LEGITIMATE,legit,"The email appears to be a genuine error report from a website, as it provides a specific URL and browser information, and is addressed to the website owner.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a genuine error report from a website, as it provides a specific URL and browser information, and is addressed to the website owner.""}"
18,"[DMDX] write to output file, disk full",0,LEGITIMATE,legit,"The email is from the author of the DMDX project, discussing a technical issue with their own experiment and seeking help, indicating a legitimate communication from the project maintainer.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email is from the author of the DMDX project, discussing a technical issue with their own experiment and seeking help, indicating a legitimate communication from the project maintainer.""}"
19,research library needed for netco,0,LEGITIMATE,legit,"The email is from a legitimate company, Netco, and is requesting specific information and resources for their research library, indicating a professional and legitimate inquiry.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email is from a legitimate company, Netco, and is requesting specific information and resources for their research library, indicating a professional and legitimate inquiry.""}"
20,Re: Multiple .pinerc's spawned,0,PHISHING,legit,"The email contains a suspicious command in the body, main(){printf(...), which is not a standard Pine email syntax and appears to be a malicious code.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains a suspicious command in the body, main(){printf(...), which is not a standard Pine email syntax and appears to be a malicious code.""}"
21,VERIFY YOUR ACCOUNT,1,PHISHING,account_verify,"The email creates a sense of urgency and asks for the recipient to click a button to verify their account, which is a common tactic used by scammers to trick people into revealing sensitive information.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email creates a sense of urgency and asks for the recipient to click a button to verify their account, which is a common tactic used by scammers to trick people into revealing sensitive information.""}"
22,Re: [SM-USERS] squirrelmail v1.4.13 and Login Redirect Plugin v2.1,0,LEGITIMATE,legit,"This is a genuine discussion forum post from the SquirrelMail users list, where the author is seeking help with a technical issue with the SquirrelMail plugin.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""This is a genuine discussion forum post from the SquirrelMail users list, where the author is seeking help with a technical issue with the SquirrelMail plugin.""}"
23,Re: [Python-Dev] thoughts on having EOFError inherit from	EnvironmentError?,0,LEGITIMATE,legit,"A response to a discussion on a mailing list, from a list moderator or a well-known member, with a clear and professional tone.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""A response to a discussion on a mailing list, from a list moderator or a well-known member, with a clear and professional tone.""}"
24,"For you  color=""#006638""",1,PHISHING,dating_sites,"The email contains suspicious links and personal information, such as a potential partner's name, age, and location, which could be used to create a phishing scam.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains suspicious links and personal information, such as a potential partner's name, age, and location, which could be used to create a phishing scam.""}"
25,Windows Home Server,1,LEGITIMATE,hr_impersonation,"The email appears to be a legitimate advertisement for software and system requirements, with detailed specifications and a clear call to action.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate advertisement for software and system requirements, with detailed specifications and a clear call to action.""}"
26,Re: skip extensions,0,LEGITIMATE,legit,"This is a technical discussion about the behavior of XML parsing in a software tool, specifically the MP (Metadata Processing) tool, and does not contain any suspicious or deceptive content.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""This is a technical discussion about the behavior of XML parsing in a software tool, specifically the MP (Metadata Processing) tool, and does not contain any suspicious or deceptive content.""}"
27,=?UTF-8?B?UmUgOiBbIFN1bW1hcnkgUmVwb3J0IEFsZXJ0IF0gOiBOZXcgU3RhdGVtZW50IFVwZGF0ZSBBY2NvdW50IFN1Ym1pdHRlZCB0byBVcGRhdGVkIEluZm9ybWF0aW9u?=,1,PHISHING,account_verify,"The email is attempting to trick the recipient into verifying their account information by clicking on a link, which is a common tactic used in phishing scams.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email is attempting to trick the recipient into verifying their account information by clicking on a link, which is a common tactic used in phishing scams.""}"
28,this is a great article : material lead to divorce,1,PHISHING,tech_support,"The email contains nonsensical words and phrases, and the subject line is misleading and attempts to create curiosity.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains nonsensical words and phrases, and the subject line is misleading and attempts to create curiosity.""}"
29,Re: Bogus MX -> blacklist service viable?,0,LEGITIMATE,legit,"The email appears to be a genuine discussion about a proposed service to create a blacklist of malicious mail servers, and is from a legitimate email address with a clear sender and contact information.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a genuine discussion about a proposed service to create a blacklist of malicious mail servers, and is from a legitimate email address with a clear sender and contact information.""}"
30,This is it. (from Meredith),1,PHISHING,tech_support,"The email contains nonsensical and unrelated phrases, suggesting it is a phishing attempt to confuse and distract the recipient.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains nonsensical and unrelated phrases, suggesting it is a phishing attempt to confuse and distract the recipient.""}"
31,re : timelines and restart issues,0,LEGITIMATE,legit,"The email appears to be a response to a previous message, and the sender's device and email address suggest a work-related communication.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a response to a previous message, and the sender's device and email address suggest a work-related communication.""}"
32,Re: [Python-3000] lambda,0,LEGITIMATE,legit,"A response to a previous discussion on a Python mailing list, with a clear and professional tone and a valid point about the syntax of the lambda function.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""A response to a previous discussion on a Python mailing list, with a clear and professional tone and a valid point about the syntax of the lambda function.""}"
33,ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,1,PHISHING,tech_support,"The email is trying to trick the recipient into downloading a potentially malicious attachment, and the sender's email address is not a legitimate Microsoft email address.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email is trying to trick the recipient into downloading a potentially malicious attachment, and the sender's email address is not a legitimate Microsoft email address.""}"
34,Re: [opensuse] Warning - 10.3/XGL repository has compiz/emerald version mismatch,0,LEGITIMATE,legit,"The email appears to be a legitimate response to a bug report from Novell's Bugzilla, with a clear reference to a specific bug ID and a professional signature from a lawyer.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate response to a bug report from Novell's Bugzilla, with a clear reference to a specific bug ID and a professional signature from a lawyer.""}"
35,"For you  color=""#006678""",1,PHISHING,dating_sites,"The email contains suspicious links and language that may be used to manipulate the recipient, and the content appears to be unrelated to the initial email subject and sender information.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains suspicious links and language that may be used to manipulate the recipient, and the content appears to be unrelated to the initial email subject and sender information.""}"
36,ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,1,PHISHING,tech_support,"The email is phishing because it claims to have detected a virus and asks the recipient to take action, but the email is not from a legitimate source and contains suspicious details such as the attachment location and the pattern number.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email is phishing because it claims to have detected a virus and asks the recipient to take action, but the email is not from a legitimate source and contains suspicious details such as the attachment location and the pattern number.""}"
37,Need Simple IC editor,0,LEGITIMATE,legit,"The email appears to be from a genuine individual seeking help with a specific technical issue, as evidenced by the mention of personal experiences and a clear question about using specific software on a Windows 95 system.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be from a genuine individual seeking help with a specific technical issue, as evidenced by the mention of personal experiences and a clear question about using specific software on a Windows 95 system.""}"
38,LP RELEASE: Outrageous military spending,0,PHISHING,legit,"The email appears to be a satirical article from the Libertarian Party, and the tone and language used are not typical of a legitimate news source.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email appears to be a satirical article from the Libertarian Party, and the tone and language used are not typical of a legitimate news source.""}"
39,"You Can Enlarge Your Penis By 3"" Compare Top 5 Penis Enlargers",1,PHISHING,pharm_sex,"Promises unrealistic and guaranteed results, likely a scam",,"{""classification"": ""PHISHING"", ""reasoning"": ""Promises unrealistic and guaranteed results, likely a scam""}"
40,WINNING NOTIFICATION....................NATIONAL LOTTERY...,1,PHISHING,lottery,"The email contains a generic and suspicious message, lacks personalization, and includes a sense of urgency, red flags common in phishing scams.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains a generic and suspicious message, lacks personalization, and includes a sense of urgency, red flags common in phishing scams.""}"
41,cusip,0,LEGITIMATE,legit,"The email appears to be a legitimate communication from a financial institution, as it includes a specific bond identifier and a reference to a mortgage.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate communication from a financial institution, as it includes a specific bond identifier and a reference to a mortgage.""}"
42,04/09/2022 04:39:51 pm :Wells Fargo: You Have A Notification!,1,PHISHING,document_share,"The email asks the user to download an attachment and fill out sensitive information, which is a common tactic used by scammers to gain access to user accounts.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email asks the user to download an attachment and fill out sensitive information, which is a common tactic used by scammers to gain access to user accounts.""}"
43,NedBank Account Statement 18-10-12,1,LEGITIMATE,account_verify,"The email is from a bank (NedBank) and contains a legitimate request for the recipient to access their account statement, with clear instructions and contact information for assistance.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email is from a bank (NedBank) and contains a legitimate request for the recipient to access their account statement, with clear instructions and contact information for assistance.""}"
44,Order Shipping Confirmation #991-4958216-1093584,1,LEGITIMATE,invoice_payment,"This email is a legitimate order confirmation from Amazon, containing details about the shipping of an order and payment information.",,"{""classification"":""LEGITIMATE"",""reasoning"":""This email is a legitimate order confirmation from Amazon, containing details about the shipping of an order and payment information.""}"
45,Big Five record companies guilty of price fixing,0,LEGITIMATE,legit,"The email reports on a real news article about a settlement between major record companies and retailers regarding price-fixing allegations, making it a legitimate news article.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email reports on a real news article about a settlement between major record companies and retailers regarding price-fixing allegations, making it a legitimate news article.""}"
46,Award Centre Co-coordinator.,1,PHISHING,lottery,"The email contains a generic and suspicious message with a sense of urgency, requesting sensitive information and payment, and lacks a personal touch or specific details about the recipient.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains a generic and suspicious message with a sense of urgency, requesting sensitive information and payment, and lacks a personal touch or specific details about the recipient.""}"
47,Fight for your self-perfection!,1,PHISHING,pharm_sex,"The email is attempting to sell a product and includes a suspicious link to a website, which is a common tactic used in phishing scams.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email is attempting to sell a product and includes a suspicious link to a website, which is a common tactic used in phishing scams.""}"
48,Re: Gnots,0,LEGITIMATE,legit,"The email is from a legitimate Usenet newsgroup discussion, with a clear and informative message from a user interested in creating a new newsgroup.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email is from a legitimate Usenet newsgroup discussion, with a clear and informative message from a user interested in creating a new newsgroup.""}"
49,[ILUG] One Command -- Four Types,0,LEGITIMATE,legit,"The email is from the Irish Linux Users' Group (ILUG) and includes a clear unsubscribe link, indicating it is a legitimate email from a mailing list.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email is from the Irish Linux Users' Group (ILUG) and includes a clear unsubscribe link, indicating it is a legitimate email from a mailing list.""}"
50,=?utf-8?Q?Account=20Alerts=20=21=21?=,1,PHISHING,account_verify,"The email is attempting to create a sense of urgency and is using a generic greeting and lack of personalization, which are common tactics used in phishing emails.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email is attempting to create a sense of urgency and is using a generic greeting and lack of personalization, which are common tactics used in phishing emails.""}"
51,AWG: Fwd: Paid Ebill:Transfer Payment Receipt For Overdue Invoices,1,PHISHING,invoice_payment,"Asks for login credentials and uses urgency to prompt action, which is a common phishing tactic.",,"{""classification"": ""PHISHING"", ""reasoning"": ""Asks for login credentials and uses urgency to prompt action, which is a common phishing tactic.""}"
52,financial manager position,1,LEGITIMATE,hr_impersonation,"The email appears to be a legitimate job offer from a company with a clear description of the job, company history, and contact information, and it is not attempting to create a sense of urgency or use scare tactics.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate job offer from a company with a clear description of the job, company history, and contact information, and it is not attempting to create a sense of urgency or use scare tactics.""}"
53,re : cancellation of the master tasking letter,0,PHISHING,legit,"The email is a fake notification from a manager, Mike, claiming to be from ENA, and is attempting to cancel a tasking letter and close a charge number, which is a common phishing tactic to gain access to sensitive information.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email is a fake notification from a manager, Mike, claiming to be from ENA, and is attempting to cancel a tasking letter and close a charge number, which is a common phishing tactic to gain access to sensitive information.""}"
54,Man kills self with home booby-traps,0,LEGITIMATE,legit,"The email is a news article from Yahoo News, discussing a real-life incident of a man who booby-trapped his house, and the article includes links to credible sources.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email is a news article from Yahoo News, discussing a real-life incident of a man who booby-trapped his house, and the article includes links to credible sources.""}"
55,"risk management training course - nov . 9 - 10 , 2000",0,LEGITIMATE,legit,"The email appears to be a legitimate notification about a scheduled training course, as it includes a specific date and a clear subject line related to the course.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate notification about a scheduled training course, as it includes a specific date and a clear subject line related to the course.""}"
56,CONTACT PAYMENT CO-ORDINATORS!!!,1,PHISHING,lottery,"The email contains a generic and overly formal tone, lacks personalization, and includes suspicious details such as a vague company name, no clear contact information, and a sense of urgency to claim the prize quickly.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains a generic and overly formal tone, lacks personalization, and includes suspicious details such as a vague company name, no clear contact information, and a sense of urgency to claim the prize quickly.""}"
57,New White Paper: Document capture and integration for SharePoint Server 2007,0,LEGITIMATE,legit,"The email is from a legitimate company (TechTarget) and contains a clear call-to-action to download a white paper, which is a common practice for legitimate companies to share knowledge and expertise.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email is from a legitimate company (TechTarget) and contains a clear call-to-action to download a white paper, which is a common practice for legitimate companies to share knowledge and expertise.""}"
58,RE: Wireless Link to HB,0,PHISHING,legit,"The email contains a suspicious link and lacks personalization, which is unusual for a legitimate business email.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains a suspicious link and lacks personalization, which is unusual for a legitimate business email.""}"
59,nan,0,LEGITIMATE,legit,"The email is from a legitimate source, as it is a response to a specific inquiry about data availability, and the language used is professional and polite.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email is from a legitimate source, as it is a response to a specific inquiry about data availability, and the language used is professional and polite.""}"
60,Re: [Python-Dev] Capsule Summary of Some Packaging/Deployment	Technology Concerns,0,LEGITIMATE,legit,"The email is from Jeff Eby, the creator of setuptools, and is a discussion about the development of setuptools, a Python package manager, on the official Python-Dev mailing list.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email is from Jeff Eby, the creator of setuptools, and is a discussion about the development of setuptools, a Python package manager, on the official Python-Dev mailing list.""}"
61,Re: AC adaptor,0,LEGITIMATE,legit,"The email appears to be a genuine technical inquiry from a customer seeking help with a product, as indicated by the sender's affiliation with MIT and the specific details about the Handyboard kit.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a genuine technical inquiry from a customer seeking help with a product, as indicated by the sender's affiliation with MIT and the specific details about the Handyboard kit.""}"
62,Your parcel has arrived   ,1,PHISHING,invoice_payment,"The email creates a sense of urgency and asks the recipient to download an attachment, which is a common tactic used in phishing scams.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email creates a sense of urgency and asks the recipient to download an attachment, which is a common tactic used in phishing scams.""}"
63,Euro Milliones(Your Email Address Has Won A Lottery),1,PHISHING,lottery,"The email is attempting to scam the recipient into revealing sensitive information and sending money, which is a common tactic used by phishing scams.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email is attempting to scam the recipient into revealing sensitive information and sending money, which is a common tactic used by phishing scams.""}"
64,Re: [opensuse] OpenSuse 11,0,LEGITIMATE,legit,"The email is a discussion between Linux users and experts, discussing security best practices and the Unix security model, and is not attempting to deceive or scam the recipient.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email is a discussion between Linux users and experts, discussing security best practices and the Unix security model, and is not attempting to deceive or scam the recipient.""}"
65,announcements,0,LEGITIMATE,legit,"This is a legitimate university email from a professor, including a clear subject line, a formal greeting, and a signature with contact information.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""This is a legitimate university email from a professor, including a clear subject line, a formal greeting, and a signature with contact information.""}"
66,"problem on ""encoder?""",0,LEGITIMATE,legit,"The email appears to be a genuine inquiry from a user seeking help with a technical issue, as indicated by the use of specific technical terms and a request for example code.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a genuine inquiry from a user seeking help with a technical issue, as indicated by the use of specific technical terms and a request for example code.""}"
67,re : informs abstract ( fwd ),0,LEGITIMATE,legit,The email is a response to a forwarded message and appears to be a legitimate communication between colleagues within the Enron organization.,,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email is a response to a forwarded message and appears to be a legitimate communication between colleagues within the Enron organization.""}"
68,In motion for NEW PICK MONDAY  it isday [N E W S]  fruition condiment mistypes adjusters,1,LEGITIMATE,stock_pump_dump,"The email appears to be a press release from a publicly traded company, Apparel Manufacturing Associates, Inc., announcing business developments and investments, which is a common practice in legitimate corporate communications.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a press release from a publicly traded company, Apparel Manufacturing Associates, Inc., announcing business developments and investments, which is a common practice in legitimate corporate communications.""}"
69,Take Care of Your Health Now,1,PHISHING,pharm_sex,"The email promotes a non-existent Canadian Healthcare online store and lacks official branding or credentials, suggesting a potential scam.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email promotes a non-existent Canadian Healthcare online store and lacks official branding or credentials, suggesting a potential scam.""}"
70,Low-Profile Company With High Profit Potential [R E P O R T Thursday]  divider grassland,1,LEGITIMATE,stock_pump_dump,"The email appears to be a legitimate business announcement from a company, Golden Apple Oil and Gas, Inc., with details about a private placement and expansion plans, and is not attempting to deceive or scam the recipient.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate business announcement from a company, Golden Apple Oil and Gas, Inc., with details about a private placement and expansion plans, and is not attempting to deceive or scam the recipient.""}"
71,part-time receiver agent required,1,PHISHING,advance_fee,"The email asks for personal and financial information, and promises unusually high earnings with little effort, which are common tactics used by scammers.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email asks for personal and financial information, and promises unusually high earnings with little effort, which are common tactics used by scammers.""}"
72,Re: monitoring queue mechanisms?,0,LEGITIMATE,legit,,,"{""classification"": ""LEGITIMATE"", ""reason"": ""A legitimate email from a Postfix administrator discussing the functionality and maintenance of their email server.""}"
73,50 ways to meet your lover_markizamkd25,1,PHISHING,dating_sites,"The email contains misspelled words, grammatical errors, and a suspicious link to a non-existent website, indicating a phishing attempt.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email contains misspelled words, grammatical errors, and a suspicious link to a non-existent website, indicating a phishing attempt.""}"
74,[ spambayes-Patches-1707808 ] imap-tte,0,LEGITIMATE,legit,"This is a legitimate email from the SourceForge.net issue tracker, discussing a patch for the SpamBayes project.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""This is a legitimate email from the SourceForge.net issue tracker, discussing a patch for the SpamBayes project.""}"
75,volume changes,0,LEGITIMATE,legit,"The email appears to be a notification from a legitimate system, providing technical details about volume changes.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a notification from a legitimate system, providing technical details about volume changes.""}"
76,Mail Delivery Failure (Incoming Mail Blocked),1,PHISHING,invoice_payment,"The email is attempting to trick the recipient into clicking on links to release blocked messages, which may contain malware or phishing scams.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email is attempting to trick the recipient into clicking on links to release blocked messages, which may contain malware or phishing scams.""}"
77,Re: Pbl.spamhaus.org down?,0,LEGITIMATE,legit,"The email is from a legitimate company (SECNAP Network Security Corporation) and includes a certification from SpammerTrap, a reputable spam filtering service.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email is from a legitimate company (SECNAP Network Security Corporation) and includes a certification from SpammerTrap, a reputable spam filtering service.""}"
78,Still  On E-mail Pending Status!  ,1,LEGITIMATE,invoice_payment,"The email is from a legitimate company (monkey.org) and appears to be a notification about pending emails due to low storage, which is a common notification from email providers.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email is from a legitimate company (monkey.org) and appears to be a notification about pending emails due to low storage, which is a common notification from email providers.""}"
79,from NA Digest,0,LEGITIMATE,legit,"The email appears to be from a legitimate academic organization, the organising committee of the INTERNATIONAL WORKSHOP ON GLOBAL OPTIMIZATION, and provides specific details about a conference, including dates, locations, and contact information.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be from a legitimate academic organization, the organising committee of the INTERNATIONAL WORKSHOP ON GLOBAL OPTIMIZATION, and provides specific details about a conference, including dates, locations, and contact information.""}"
80,Re: request ?,0,LEGITIMATE,legit,"The email is from the RPM List mailing list, as indicated by the provided URL and the signature at the end, suggesting a legitimate discussion about posting a request on the list.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email is from the RPM List mailing list, as indicated by the provided URL and the signature at the end, suggesting a legitimate discussion about posting a request on the list.""}"
81,Service Suspension Notification.,1,LEGITIMATE,document_share,"The email appears to be from Fidelity, a legitimate financial institution, and contains standard security measures and disclaimers, indicating a genuine notification about account verification.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be from Fidelity, a legitimate financial institution, and contains standard security measures and disclaimers, indicating a genuine notification about account verification.""}"
82,MSNBC: Rates Hit 35 year Low 4.75% ...12304,1,PHISHING,loans,"The email is trying to lure users into providing personal and financial information with a false promise of low interest rates and free services, which is a common tactic used in phishing scams.",,"{""classification"": ""PHISHING"", ""reasoning"": ""The email is trying to lure users into providing personal and financial information with a false promise of low interest rates and free services, which is a common tactic used in phishing scams.""}"
83,new position ( sam smith ),0,LEGITIMATE,legit,"The email appears to be from a legitimate company, as it includes specific job details and a signature from a person with a title, indicating a professional and official communication.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be from a legitimate company, as it includes specific job details and a signature from a person with a title, indicating a professional and official communication.""}"
84,[opensuse] Logitech Orbit AF webcam anybody?,0,LEGITIMATE,legit,"The email is from a legitimate user asking for feedback on their webcam, indicating a genuine inquiry about a product they own.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email is from a legitimate user asking for feedback on their webcam, indicating a genuine inquiry about a product they own.""}"
