email_id,subject,true_label,predicted_label,phish_type,reasoning,error,raw_response
10,50 ways to meet your lover_iGirl,1,PHISHING,dating_sites,The email appears to be a phishing attempt as it is using a fake email address and is attempting to lure the recipient into providing personal information by claiming to be a member of a dating site.,,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt as it is using a fake email address and is attempting to lure the recipient into providing personal information by claiming to be a member of a dating site.""
}"
11,mit student ' s thesis writeups,0,PHISHING,legit,"The email appears to be a phishing attempt as it is asking the recipient to trust the sender and not circulate the attachments widely, which could be malicious files.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt as it is asking the recipient to trust the sender and not circulate the attachments widely, which could be malicious files.""
}"
12,Job Vacancies ,1,PHISHING,hr_impersonation,"This email is likely phishing because it asks the recipient to provide personal information (such as full name, email, contact number, and country) and to send it to a specific email address. Scammers often use this tactic to steal personal information and commit identity theft.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""This email is likely phishing because it asks the recipient to provide personal information (such as full name, email, contact number, and country) and to send it to a specific email address. Scammers often use this tactic to steal personal information and commit identity theft.""
}"
13,PharmacyWorldwidePhentrimine,1,PHISHING,pharm_sex,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email is likely phishing because it contains a suspicious link that leads to a website with a similar name to a legitimate pharmacy. The email also lacks any clear indication of who the sender is or what the purpose of the email is."""
14,Your Checking/Savings Account Untrusted Authorization,1,PHISHING,tech_support,"The email is asking the recipient to click a link to update their account, which could potentially lead to a fake website that collects personal and account information. Additionally, the email does not mention USAA in the subject line or the body of the email, which is a red flag.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is asking the recipient to click a link to update their account, which could potentially lead to a fake website that collects personal and account information. Additionally, the email does not mention USAA in the subject line or the body of the email, which is a red flag.""
}"
15,PAPER 26,0,PHISHING,legit,"The email appears to be a phishing attempt as it uses a legitimate-sounding subject and contains a long, technical discussion that could be used to lure the recipient into providing personal information or clicking on a malicious link.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt as it uses a legitimate-sounding subject and contains a long, technical discussion that could be used to lure the recipient into providing personal information or clicking on a malicious link.""
}"
16,[zzzzteana] Man admits Soham kidnapping hoax calls,0,PHISHING,legit,"The email contains false and misleading information, as well as irrelevant content, which can be used to deceive and exploit the recipient.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains false and misleading information, as well as irrelevant content, which can be used to deceive and exploit the recipient.""
}"
17,Navigation buttons do not show,0,PHISHING,legit,The email contains a suspicious link and asks for personal information.,,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains a suspicious link and asks for personal information.""
}"
18,"[DMDX] write to output file, disk full",0,PHISHING,legit,The email appears to be a phishing attempt as it is asking for help with a technical issue and includes a suspicious link or attachment that could harm the recipient's device or steal their personal information.,,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt as it is asking for help with a technical issue and includes a suspicious link or attachment that could harm the recipient's device or steal their personal information.""
}"
19,research library needed for netco,0,PHISHING,legit,The email appears to be suspicious due to the lack of a legitimate organization's email address and the inclusion of an unusual list of functions without context.,,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be suspicious due to the lack of a legitimate organization's email address and the inclusion of an unusual list of functions without context.""
}"
20,Re: Multiple .pinerc's spawned,0,PHISHING,legit,"The email contains suspicious code in the email body, which is not a standard language used in email communication. Additionally, the subject of the email is vague and could be used to lure the recipient into opening the email.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains suspicious code in the email body, which is not a standard language used in email communication. Additionally, the subject of the email is vague and could be used to lure the recipient into opening the email.""
}"
21,VERIFY YOUR ACCOUNT,1,PHISHING,account_verify,"The email is asking the recipient to click a button to verify their account, which is a common tactic used by phishing emails to trick users into providing sensitive information.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email is asking the recipient to click a button to verify their account, which is a common tactic used by phishing emails to trick users into providing sensitive information.""
}"
22,Re: [SM-USERS] squirrelmail v1.4.13 and Login Redirect Plugin v2.1,0,PHISHING,legit,"The email contains a request to modify the plugin code, which is a common tactic used by phishing emails to trick users into revealing their login credentials.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains a request to modify the plugin code, which is a common tactic used by phishing emails to trick users into revealing their login credentials.""
}"
23,Re: [Python-Dev] thoughts on having EOFError inherit from	EnvironmentError?,0,PHISHING,legit,The email appears to be a phishing attempt as it is impersonating the Python-Dev mailing list and includes a link or attachment that could lead to a malicious website or download.,,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt as it is impersonating the Python-Dev mailing list and includes a link or attachment that could lead to a malicious website or download.""
}"
24,"For you  color=""#006638""",1,PHISHING,dating_sites,"The email appears to be a phishing attempt as it contains suspicious links and requests to remove the sender from a mailing list, which is a common tactic used by scammers to collect personal information.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt as it contains suspicious links and requests to remove the sender from a mailing list, which is a common tactic used by scammers to collect personal information.""
}"
25,Windows Home Server,1,PHISHING,hr_impersonation,"The email contains suspicious links or attachments, and the content is not related to the subject of Windows Home Server.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains suspicious links or attachments, and the content is not related to the subject of Windows Home Server.""
}"
26,Re: skip extensions,0,LEGITIMATE,legit,"The email appears to be a technical discussion about editing ESRI XML files with tkme. It does not contain any suspicious links, requests for personal information, or other indicators of phishing.",,"{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email appears to be a technical discussion about editing ESRI XML files with tkme. It does not contain any suspicious links, requests for personal information, or other indicators of phishing.""
}"
27,=?UTF-8?B?UmUgOiBbIFN1bW1hcnkgUmVwb3J0IEFsZXJ0IF0gOiBOZXcgU3RhdGVtZW50IFVwZGF0ZSBBY2NvdW50IFN1Ym1pdHRlZCB0byBVcGRhdGVkIEluZm9ybWF0aW9u?=,1,PHISHING,account_verify,"The email is asking the user to click on a link to verify their account information, which is a common tactic used by phishing emails to steal personal information.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email is asking the user to click on a link to verify their account information, which is a common tactic used by phishing emails to steal personal information.""
}"
28,this is a great article : material lead to divorce,1,PHISHING,tech_support,"The email contains suspicious links and unusual language, which may indicate a phishing attempt.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains suspicious links and unusual language, which may indicate a phishing attempt.""
}"
29,Re: Bogus MX -> blacklist service viable?,0,PHISHING,legit,The email appears to be a phishing attempt as it is asking for opinions on a questionable service and includes a suspicious link. The sender's information is also questionable and the email lacks any clear purpose or legitimate content.,,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt as it is asking for opinions on a questionable service and includes a suspicious link. The sender's information is also questionable and the email lacks any clear purpose or legitimate content.""
}"
30,This is it. (from Meredith),1,PHISHING,tech_support,"The email contains unusual and unrelated phrases, as well as references to temporal cough syrup, temporal vortex, and temporal wormhole, which are indicators of phishing attempts.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains unusual and unrelated phrases, as well as references to temporal cough syrup, temporal vortex, and temporal wormhole, which are indicators of phishing attempts.""
}"
31,re : timelines and restart issues,0,PHISHING,legit,"The email appears to be a phishing attempt as it uses a fake sender's name, asks a question that is not related to the subject, and includes a request for read-only ids, which is a common tactic used by phishing emails to trick users into revealing sensitive information.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt as it uses a fake sender's name, asks a question that is not related to the subject, and includes a request for read-only ids, which is a common tactic used by phishing emails to trick users into revealing sensitive information.""
}"
32,Re: [Python-3000] lambda,0,LEGITIMATE,legit,The email appears to be a discussion about the syntax of the lambda function in Python. There is no indication of phishing activity.,,"{
""classification"": ""LEGITIMATE"",
""reasoning"": ""The email appears to be a discussion about the syntax of the lambda function in Python. There is no indication of phishing activity.""
}"
33,ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,1,PHISHING,tech_support,"The email contains a suspicious attachment and a warning about a virus, which is a common tactic used by phishers to trick users into downloading malware.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains a suspicious attachment and a warning about a virus, which is a common tactic used by phishers to trick users into downloading malware.""
}"
34,Re: [opensuse] Warning - 10.3/XGL repository has compiz/emerald version mismatch,0,PHISHING,legit,The email appears to be a phishing attempt as it is using a legitimate-sounding subject and includes a personal attack to try to gain the recipient's trust.,,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt as it is using a legitimate-sounding subject and includes a personal attack to try to gain the recipient's trust.""
}"
35,"For you  color=""#006678""",1,PHISHING,dating_sites,,JSON_PARSE_FAILED_BUT_RECOVERED,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email is likely phishing because it contains suspicious links and requests to remove the sender from a mailing list, which is a common tactic used by scammers to collect personal information."""
36,ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,1,PHISHING,tech_support,"The email contains a warning about a virus and instructs the recipient to refer to the contents of the message for further details. The sender's email address is suspicious and the attachment was moved to an unknown location, which could be a potential security risk.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains a warning about a virus and instructs the recipient to refer to the contents of the message for further details. The sender's email address is suspicious and the attachment was moved to an unknown location, which could be a potential security risk.""
}"
37,Need Simple IC editor,0,PHISHING,legit,The email appears to be a phishing attempt as it is asking for personal information or attempting to trick the recipient into revealing sensitive data.,,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt as it is asking for personal information or attempting to trick the recipient into revealing sensitive data.""
}"
38,LP RELEASE: Outrageous military spending,0,PHISHING,legit,"The email appears to be a scam attempting to trick recipients into believing it is from a legitimate source, such as the Libertarian Party. The email contains false or misleading information and is designed to elicit a response from the recipient, possibly leading to identity theft or financial loss.",,"{
   ""classification"": ""PHISHING"",
   ""reasoning"": ""The email appears to be a scam attempting to trick recipients into believing it is from a legitimate source, such as the Libertarian Party. The email contains false or misleading information and is designed to elicit a response from the recipient, possibly leading to identity theft or financial loss.""
}"
39,"You Can Enlarge Your Penis By 3"" Compare Top 5 Penis Enlargers",1,PHISHING,pharm_sex,This email is likely phishing because it contains an unsolicited offer for penis enlargement and includes a link to a website. Phishing emails often use sensational or urgent language to try to trick people into clicking on links or providing personal information.,,"{
""classification"": ""PHISHING"",
""reasoning"": ""This email is likely phishing because it contains an unsolicited offer for penis enlargement and includes a link to a website. Phishing emails often use sensational or urgent language to try to trick people into clicking on links or providing personal information.""
}"
40,WINNING NOTIFICATION....................NATIONAL LOTTERY...,1,PHISHING,lottery,"The email appears to be a phishing attempt, as it asks the recipient to provide personal information (full names, email address, telephone and fax numbers) in order to claim a large sum of money. The email also uses informal language and lacks proper formatting, which is common in phishing scams.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt, as it asks the recipient to provide personal information (full names, email address, telephone and fax numbers) in order to claim a large sum of money. The email also uses informal language and lacks proper formatting, which is common in phishing scams.""
}"
41,cusip,0,PHISHING,legit,The email appears to be a phishing attempt as it contains suspicious content and lacks proper formatting.,,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt as it contains suspicious content and lacks proper formatting.""
}"
42,04/09/2022 04:39:51 pm :Wells Fargo: You Have A Notification!,1,PHISHING,document_share,This email is asking the user to download an attachment and fill out personal information to verify their account. This is a common tactic used by scammers to steal sensitive information.,,"{
""classification"": ""PHISHING"",
""reasoning"": ""This email is asking the user to download an attachment and fill out personal information to verify their account. This is a common tactic used by scammers to steal sensitive information.""
}"
43,NedBank Account Statement 18-10-12,1,,account_verify,,JSON_PARSE_FAILED,55 111 or +2711 710 4000 The message sent to your mobile device has timed out. You can:Click on Cancel to return to your Internet Banking orClick on Resend to resend the message to your mobile device.If you have any queries contact 0860 555 111 or +2711 710 4000 Busy making a connection to your phone... A technical error occured.If you have any queries contact 0860 555 111 or +2711 710 4000 You canceled on your phone. You can:Click on Cancel to return to your Internet Banking orClick on Resend to resend the message to your mobile device.If you have any queries contact 0860 555 111 or+2711 710 4000
44,Order Shipping Confirmation #991-4958216-1093584,1,PHISHING,invoice_payment,"The email contains suspicious elements such as a notification-only email address, which cannot accept incoming email, and a request not to reply to the message.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains suspicious elements such as a notification-only email address, which cannot accept incoming email, and a request not to reply to the message.""
}"
45,Big Five record companies guilty of price fixing,0,PHISHING,legit,"The email appears to be a phishing attempt disguised as a legitimate news article. The email contains a link to a suspicious website and asks the recipient to click on it. The email also contains a lot of spelling and grammatical errors, which is a common tactic used by phishing scammers to make the email look less suspicious.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt disguised as a legitimate news article. The email contains a link to a suspicious website and asks the recipient to click on it. The email also contains a lot of spelling and grammatical errors, which is a common tactic used by phishing scammers to make the email look less suspicious.""
}"
46,Award Centre Co-coordinator.,1,PHISHING,lottery,"This email is a phishing attempt to steal personal information and money. It claims the recipient has won a large sum of money in a lottery, and asks them to contact a specific person or agency to claim their prize. The email is designed to look official and trustworthy, but it is not legitimate.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""This email is a phishing attempt to steal personal information and money. It claims the recipient has won a large sum of money in a lottery, and asks them to contact a specific person or agency to claim their prize. The email is designed to look official and trustworthy, but it is not legitimate.""
}"
47,Fight for your self-perfection!,1,PHISHING,pharm_sex,"The email contains suspicious links and inappropriate content, which may be used to steal personal information or install malware on the recipient's device.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains suspicious links and inappropriate content, which may be used to steal personal information or install malware on the recipient's device.""
}"
48,Re: Gnots,0,PHISHING,legit,The email contains suspicious links and requests for personal information.,,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains suspicious links and requests for personal information.""
}"
49,[ILUG] One Command -- Four Types,0,PHISHING,legit,"The email appears to be a phishing attempt as it is impersonating the Irish Linux Users' Group (ILUG) and includes a request to reply to the message with personal information, such as mailing list and newsgroup addresses, as well as the sender's email address.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt as it is impersonating the Irish Linux Users' Group (ILUG) and includes a request to reply to the message with personal information, such as mailing list and newsgroup addresses, as well as the sender's email address.""
}"
50,=?utf-8?Q?Account=20Alerts=20=21=21?=,1,PHISHING,account_verify,The email is asking the user to verify their account information through a link that will expire after three days. This is a common tactic used by phishing emails to steal personal information.,,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is asking the user to verify their account information through a link that will expire after three days. This is a common tactic used by phishing emails to steal personal information.""
}"
51,AWG: Fwd: Paid Ebill:Transfer Payment Receipt For Overdue Invoices,1,PHISHING,invoice_payment,"The email is likely phishing because it asks the recipient to sign in with their email password to view an attachment, which is a common tactic used by scammers to steal login credentials.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email is likely phishing because it asks the recipient to sign in with their email password to view an attachment, which is a common tactic used by scammers to steal login credentials.""
}"
52,financial manager position,1,PHISHING,hr_impersonation,"The email is attempting to scam people into providing personal information and financial details by posing as a legitimate job opportunity. The email lacks proper grammar and structure, and the company's name and background information provided are false.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email is attempting to scam people into providing personal information and financial details by posing as a legitimate job opportunity. The email lacks proper grammar and structure, and the company's name and background information provided are false.""
}"
53,re : cancellation of the master tasking letter,0,PHISHING,legit,"The email appears to be a phishing attempt as it appears to be a legitimate cancellation of the master tasking letter, but it was sent from an unknown sender and lacks proper authentication.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt as it appears to be a legitimate cancellation of the master tasking letter, but it was sent from an unknown sender and lacks proper authentication.""
}"
54,Man kills self with home booby-traps,0,PHISHING,legit,"The email contains suspicious links and a request for discussion, which could be a phishing attempt to steal personal information or install malware on the recipient's device.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains suspicious links and a request for discussion, which could be a phishing attempt to steal personal information or install malware on the recipient's device.""
}"
55,"risk management training course - nov . 9 - 10 , 2000",0,PHISHING,legit,The email subject and body are vague and do not provide enough information to determine its legitimacy. The email could be a phishing attempt to trick the recipient into downloading malware or providing sensitive information.,,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email subject and body are vague and do not provide enough information to determine its legitimacy. The email could be a phishing attempt to trick the recipient into downloading malware or providing sensitive information.""
}"
56,CONTACT PAYMENT CO-ORDINATORS!!!,1,PHISHING,lottery,"This email appears to be a phishing attempt. It is asking the recipient to contact a payment coordinator and provide personal information, such as a bank account, in order to claim a prize. The email also includes a lot of grammatical errors and a fake email address.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""This email appears to be a phishing attempt. It is asking the recipient to contact a payment coordinator and provide personal information, such as a bank account, in order to claim a prize. The email also includes a lot of grammatical errors and a fake email address.""
}"
57,New White Paper: Document capture and integration for SharePoint Server 2007,0,PHISHING,legit,"The email appears to be a phishing attempt as it is trying to lure the recipient into clicking on a malicious link by impersonating a legitimate company, TechTarget. The email contains a lot of links and asks the recipient to provide personal information, which is a common tactic used by phishing emails.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt as it is trying to lure the recipient into clicking on a malicious link by impersonating a legitimate company, TechTarget. The email contains a lot of links and asks the recipient to provide personal information, which is a common tactic used by phishing emails.""
}"
58,RE: Wireless Link to HB,0,PHISHING,legit,"The email contains a suspicious link to a fake website, and the sender's email address is not associated with Linx Technologies.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains a suspicious link to a fake website, and the sender's email address is not associated with Linx Technologies.""
}"
59,nan,0,PHISHING,legit,The email lacks proper identification and appears to be a phishing attempt to obtain sensitive information.,,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email lacks proper identification and appears to be a phishing attempt to obtain sensitive information.""
}"
60,Re: [Python-Dev] Capsule Summary of Some Packaging/Deployment	Technology Concerns,0,PHISHING,legit,"The email appears to be a phishing attempt as it is trying to trick the recipient into thinking it is coming from a legitimate source, in this case, Jeff. The email addresses and content are not from Jeff and are trying to manipulate the recipient into providing sensitive information or taking some action that could compromise their account.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt as it is trying to trick the recipient into thinking it is coming from a legitimate source, in this case, Jeff. The email addresses and content are not from Jeff and are trying to manipulate the recipient into providing sensitive information or taking some action that could compromise their account.""
}"
61,Re: AC adaptor,0,PHISHING,legit,"The email contains suspicious information and links, and the sender's email address is not from a known legitimate source.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains suspicious information and links, and the sender's email address is not from a known legitimate source.""
}"
62,Your parcel has arrived   ,1,PHISHING,invoice_payment,"The email is asking the recipient to download an attachment and forward it to a DHL office, which could be a phishing attempt to steal personal information.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email is asking the recipient to download an attachment and forward it to a DHL office, which could be a phishing attempt to steal personal information.""
}"
63,Euro Milliones(Your Email Address Has Won A Lottery),1,PHISHING,lottery,"The email is a phishing attempt because it is trying to trick the recipient into thinking they have won a lottery, and then asks them to provide personal information such as their full name, contact details, and financial information.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email is a phishing attempt because it is trying to trick the recipient into thinking they have won a lottery, and then asks them to provide personal information such as their full name, contact details, and financial information.""
}"
64,Re: [opensuse] OpenSuse 11,0,PHISHING,legit,"The email contains a link to a tinyurl, which could potentially lead to a malicious website. Additionally, the email encourages the reader to buy and read a specific book, which could be a way for the sender to collect personal information or money.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains a link to a tinyurl, which could potentially lead to a malicious website. Additionally, the email encourages the reader to buy and read a specific book, which could be a way for the sender to collect personal information or money.""
}"
65,announcements,0,PHISHING,legit,"The email may be phishing because it asks the recipient to get a paper from an assistant named Gem, who can be found on the class syllabus. This is suspicious and could be a way for the attacker to gain access to the recipient's personal information.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email may be phishing because it asks the recipient to get a paper from an assistant named Gem, who can be found on the class syllabus. This is suspicious and could be a way for the attacker to gain access to the recipient's personal information.""
}"
66,"problem on ""encoder?""",0,PHISHING,legit,"The email appears to be a phishing attempt as it is asking for help with a command and providing a file to download, which could potentially contain malware or a virus.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email appears to be a phishing attempt as it is asking for help with a command and providing a file to download, which could potentially contain malware or a virus.""
}"
67,re : informs abstract ( fwd ),0,PHISHING,legit,"The email appears to be a phishing attempt as it is asking for changes to an abstract and includes a suspicious attachment, and the email address in the 'to' field is 'vkamins @ enron . com', which seems to be a non-standard email address.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt as it is asking for changes to an abstract and includes a suspicious attachment, and the email address in the 'to' field is 'vkamins @ enron . com', which seems to be a non-standard email address.""
}"
68,In motion for NEW PICK MONDAY  it isday [N E W S]  fruition condiment mistypes adjusters,1,PHISHING,stock_pump_dump,"The email contains suspicious information and a lot of unrelated text, which is a common tactic used by phishing emails to try and trick users into providing personal information or clicking on malicious links.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains suspicious information and a lot of unrelated text, which is a common tactic used by phishing emails to try and trick users into providing personal information or clicking on malicious links.""
}"
69,Take Care of Your Health Now,1,PHISHING,pharm_sex,This email is likely phishing because it encourages the user to visit a suspicious website and make a purchase. The email does not provide any legitimate reason to switch to a specific online store and the sender is not known or trusted.,,"{
""classification"": ""PHISHING"",
""reasoning"": ""This email is likely phishing because it encourages the user to visit a suspicious website and make a purchase. The email does not provide any legitimate reason to switch to a specific online store and the sender is not known or trusted.""
}"
70,Low-Profile Company With High Profit Potential [R E P O R T Thursday]  divider grassland,1,PHISHING,stock_pump_dump,"The email is likely phishing because it uses urgent language and pressure tactics to encourage the recipient to buy a stock immediately. The email also contains a lot of unusual and unrelated words and phrases, which is a common tactic used by phishing emails to make the email appear legitimate.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email is likely phishing because it uses urgent language and pressure tactics to encourage the recipient to buy a stock immediately. The email also contains a lot of unusual and unrelated words and phrases, which is a common tactic used by phishing emails to make the email appear legitimate.""
}"
71,part-time receiver agent required,1,PHISHING,advance_fee,"This email is likely a phishing attempt because it asks the recipient to act as a receiver agent on a part-time basis and provides a fake email address to respond to. The email also asks for personal information and encourages the recipient to send cash to a foreign country, which is a red flag for potential fraud.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""This email is likely a phishing attempt because it asks the recipient to act as a receiver agent on a part-time basis and provides a fake email address to respond to. The email also asks for personal information and encourages the recipient to send cash to a foreign country, which is a red flag for potential fraud.""
}"
72,Re: monitoring queue mechanisms?,0,PHISHING,legit,The email contains suspicious content and could be a phishing attempt.,,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email contains suspicious content and could be a phishing attempt.""
}"
73,50 ways to meet your lover_markizamkd25,1,PHISHING,dating_sites,"The email appears to be a phishing attempt as it uses a suspicious link and asks the recipient to provide personal information. The email also contains poor grammar and syntax, which is common in phishing emails.",,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt as it uses a suspicious link and asks the recipient to provide personal information. The email also contains poor grammar and syntax, which is common in phishing emails.""
}"
74,[ spambayes-Patches-1707808 ] imap-tte,0,LEGITIMATE,legit,"The email appears to be related to the development of the SpamBayes software, which is an email filtering tool. The email contains discussion about changes to the software and mentions of specific contributors to the project.",,"{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be related to the development of the SpamBayes software, which is an email filtering tool. The email contains discussion about changes to the software and mentions of specific contributors to the project.""}"
75,volume changes,0,PHISHING,legit,The email appears to be a phishing attempt as it contains unusual characters and lacks a legitimate sender's email address.,,"{
""classification"": ""PHISHING"",
""reasoning"": ""The email appears to be a phishing attempt as it contains unusual characters and lacks a legitimate sender's email address.""
}"
76,Mail Delivery Failure (Incoming Mail Blocked),1,PHISHING,invoice_payment,,JSON_PARSE_FAILED_BUT_RECOVERED,"Classification: PHISHING
Reason: The email contains multiple links leading to unknown sources, asks the user to release blocked messages, and includes an unsubscribe option that redirects to a different website. The email also has poor grammar and syntax, which is often a red flag for phishing attempts."
