email_id,subject,true_label,predicted_label,phish_type,reasoning,error,raw_response
23,Re: [Python-Dev] thoughts on having EOFError inherit from	EnvironmentError?,0,PHISHING,legit,The email contains a suspicious request to unsubscribe from the Python-Dev mailing list.,,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a suspicious request to unsubscribe from the Python-Dev mailing list.""
}"
24,"For you  color=""#006638""",1,PHISHING,dating_sites,"The email contains suspicious links and requests to click on them, which could potentially lead to malicious activities.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains suspicious links and requests to click on them, which could potentially lead to malicious activities.""
}"
25,Windows Home Server,1,PHISHING,hr_impersonation,"The email is attempting to sell software and hardware products, and includes links to a website. It also contains system requirements for the products, which may be used to trick the recipient into providing personal or sensitive information.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is attempting to sell software and hardware products, and includes links to a website. It also contains system requirements for the products, which may be used to trick the recipient into providing personal or sensitive information.""
}"
26,Re: skip extensions,0,LEGITIMATE,legit,The email is a legitimate request for assistance with a technical issue related to using ESRI XML files with Tkme. The sender is providing a detailed explanation of the problem and suggesting a solution.,,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is a legitimate request for assistance with a technical issue related to using ESRI XML files with Tkme. The sender is providing a detailed explanation of the problem and suggesting a solution.""
}"
27,=?UTF-8?B?UmUgOiBbIFN1bW1hcnkgUmVwb3J0IEFsZXJ0IF0gOiBOZXcgU3RhdGVtZW50IFVwZGF0ZSBBY2NvdW50IFN1Ym1pdHRlZCB0byBVcGRhdGVkIEluZm9ybWF0aW9u?=,1,PHISHING,account_verify,"The email is asking the recipient to verify their account information by clicking on a link, which is a common phishing tactic. The email also includes a sense of urgency and uses official-sounding language to try to convince the recipient that their account has been frozen.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is asking the recipient to verify their account information by clicking on a link, which is a common phishing tactic. The email also includes a sense of urgency and uses official-sounding language to try to convince the recipient that their account has been frozen.""
}"
28,this is a great article : material lead to divorce,1,PHISHING,tech_support,The email contains suspicious language and links that may be used to trick the recipient into providing personal or sensitive information.,,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains suspicious language and links that may be used to trick the recipient into providing personal or sensitive information.""
}"
29,Re: Bogus MX -> blacklist service viable?,0,PHISHING,legit,"The email is asking for opinions on a potential phishing scam involving a bogus MX server. The sender is asking for a public, free service to gather data for a blacklist based on this. The email contains a link to the sender's website, which may be used to further the scam.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is asking for opinions on a potential phishing scam involving a bogus MX server. The sender is asking for a public, free service to gather data for a blacklist based on this. The email contains a link to the sender's website, which may be used to further the scam.""
}"
30,This is it. (from Meredith),1,PHISHING,tech_support,"The email contains nonsensical and grammatically incorrect sentences, which is a common characteristic of phishing emails. The sender's name, Meredith, is also suspicious, as it may not be a legitimate contact.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains nonsensical and grammatically incorrect sentences, which is a common characteristic of phishing emails. The sender's name, Meredith, is also suspicious, as it may not be a legitimate contact.""
}"
31,re : timelines and restart issues,0,PHISHING,legit,The email appears to be a phishing attempt as it contains a suspicious request for personal information and is sent from an unverified source.,,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email appears to be a phishing attempt as it contains a suspicious request for personal information and is sent from an unverified source.""
}"
32,Re: [Python-3000] lambda,0,LEGITIMATE,legit,"The email is a legitimate message about a discussion on the Python-3000 mailing list regarding the syntax of lambda functions. The sender suggests a new name for lambda, which would make the code more readable and self-documenting if the function is given a name.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is a legitimate message about a discussion on the Python-3000 mailing list regarding the syntax of lambda functions. The sender suggests a new name for lambda, which would make the code more readable and self-documenting if the function is given a name.""
}"
33,ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,1,PHISHING,tech_support,"The email contains suspicious language and actions related to a virus scan, which could indicate a phishing attempt.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains suspicious language and actions related to a virus scan, which could indicate a phishing attempt.""
}"
34,Re: [opensuse] Warning - 10.3/XGL repository has compiz/emerald version mismatch,0,PHISHING,legit,"The email is attempting to trick the recipient into clicking on a link in the email body, which could potentially lead to malicious activity.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is attempting to trick the recipient into clicking on a link in the email body, which could potentially lead to malicious activity.""
}"
35,"For you  color=""#006678""",1,PHISHING,dating_sites,"The email contains suspicious links and requests to click on them, which could potentially lead to malicious activities.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains suspicious links and requests to click on them, which could potentially lead to malicious activities.""
}"
36,ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,1,PHISHING,tech_support,"The email contains suspicious language and actions related to a virus scan, which could indicate a phishing attempt.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains suspicious language and actions related to a virus scan, which could indicate a phishing attempt.""
}"
37,Need Simple IC editor,0,PHISHING,legit,"The email is asking for information on how to write and save IC programs using NotePad or WordPad on Windows95, which is not related to the original topic of the email thread. This indicates that the sender is trying to trick the recipient into providing sensitive information or clicking on a malicious link.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is asking for information on how to write and save IC programs using NotePad or WordPad on Windows95, which is not related to the original topic of the email thread. This indicates that the sender is trying to trick the recipient into providing sensitive information or clicking on a malicious link.""
}"
38,LP RELEASE: Outrageous military spending,0,PHISHING,legit,"The email is attempting to trick the recipient into believing that it is from a legitimate source, such as the Libertarian Party, and is asking them to click on a link or download an attachment. The content of the email is also suspicious and does not align with the Libertarian Party's known positions or values.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is attempting to trick the recipient into believing that it is from a legitimate source, such as the Libertarian Party, and is asking them to click on a link or download an attachment. The content of the email is also suspicious and does not align with the Libertarian Party's known positions or values.""
}"
39,"You Can Enlarge Your Penis By 3"" Compare Top 5 Penis Enlargers",1,PHISHING,pharm_sex,"The email is promoting a product that claims to enlarge the penis, which is a common phishing tactic.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is promoting a product that claims to enlarge the penis, which is a common phishing tactic.""
}"
40,WINNING NOTIFICATION....................NATIONAL LOTTERY...,1,PHISHING,lottery,"The email is from an unknown sender and contains suspicious language and information. The sender claims to be from the National Lottery, but the email address and other contact information are not legitimate. The email also asks the recipient to contact a suspicious individual to claim their winnings, which is a common tactic used in phishing scams.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is from an unknown sender and contains suspicious language and information. The sender claims to be from the National Lottery, but the email address and other contact information are not legitimate. The email also asks the recipient to contact a suspicious individual to claim their winnings, which is a common tactic used in phishing scams.""
}"
41,cusip,0,PHISHING,legit,"The email contains suspicious information about a bond's CUSIP number and other financial details, which could be used to trick the recipient into providing sensitive information or clicking on a malicious link.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains suspicious information about a bond's CUSIP number and other financial details, which could be used to trick the recipient into providing sensitive information or clicking on a malicious link.""
}"
42,04/09/2022 04:39:51 pm :Wells Fargo: You Have A Notification!,1,PHISHING,document_share,The email is from an unverified sender and asks the recipient to download an attachment and fill out personal information to 'complete the verification process' and 'prevent their account from being blocked.' This is a common phishing tactic.,,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is from an unverified sender and asks the recipient to download an attachment and fill out personal information to 'complete the verification process' and 'prevent their account from being blocked.' This is a common phishing tactic.""
}"
43,NedBank Account Statement 18-10-12,1,,account_verify,,JSON_PARSE_FAILED,"4000 You rejected to continue with this transaction.If you have any queries contact 0860 555 111 or +2711 710 4000 You Rejected to continue with any sensitive transactions. You can  continue with other non-sensitive transactions on your Internet Banking.If you have any queries contact 0860  555 111 or +27 11 710 4000. You cannot perform any sensitive transactions because your cellphone number is not activated for SMS Authorisation.  In order to do sensitive transactions, please visit your nearest branch  to re-activate SMS Authorization.  If you have any queries contact 0860  555 111 or+27 11 710 4000. You cannot perform any sensitive transactions because your cellphone number is not activated for SMS Authorisation.  In order to do sensitive transactions, please visit your nearest branch  to re-activate SMS Authorization.  If you have any queries contact 0860  555 111"
44,Order Shipping Confirmation #991-4958216-1093584,1,LEGITIMATE,invoice_payment,"The email is a confirmation of an order from Amazon. It contains details about the order, such as the order number, shipping information, and total cost. It also mentions Amazon's privacy policy and conditions of use, as well as information about taxes and electronic waste recycling. The email is sent from a notification-only address and includes an unsubscribe option.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is a confirmation of an order from Amazon. It contains details about the order, such as the order number, shipping information, and total cost. It also mentions Amazon's privacy policy and conditions of use, as well as information about taxes and electronic waste recycling. The email is sent from a notification-only address and includes an unsubscribe option.""
}"
45,Big Five record companies guilty of price fixing,0,PHISHING,legit,The email contains a suspicious link and requests the recipient to click on it to discuss the topic. The link leads to a blog that is not related to the topic of the email. The email is trying to trick the recipient into clicking on a malicious link.,,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a suspicious link and requests the recipient to click on it to discuss the topic. The link leads to a blog that is not related to the topic of the email. The email is trying to trick the recipient into clicking on a malicious link.""
}"
46,Award Centre Co-coordinator.,1,PHISHING,lottery,"The email contains suspicious language and requests for personal information, such as bank account details and a social security number. It also contains a request to pay for a winning certificate and a deadline to claim winnings. These elements suggest that the email is attempting to trick the recipient into providing sensitive information or paying money to a fraudulent entity.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains suspicious language and requests for personal information, such as bank account details and a social security number. It also contains a request to pay for a winning certificate and a deadline to claim winnings. These elements suggest that the email is attempting to trick the recipient into providing sensitive information or paying money to a fraudulent entity.""
}"
47,Fight for your self-perfection!,1,PHISHING,pharm_sex,"The email contains suspicious language and links related to enlargement products, which could be indicative of a phishing scam.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains suspicious language and links related to enlargement products, which could be indicative of a phishing scam.""
}"
48,Re: Gnots,0,PHISHING,legit,The email is asking for information about a specific Usenet newsgroup and includes a link to an external website. It is suspicious and could potentially be a phishing attempt.,,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is asking for information about a specific Usenet newsgroup and includes a link to an external website. It is suspicious and could potentially be a phishing attempt.""
}"
49,[ILUG] One Command -- Four Types,0,PHISHING,legit,"The email contains a suspicious request for the recipient to include specific information in their reply, such as the mailing list and newsgroup address, which could be used for malicious purposes.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a suspicious request for the recipient to include specific information in their reply, such as the mailing list and newsgroup address, which could be used for malicious purposes.""
}"
50,=?utf-8?Q?Account=20Alerts=20=21=21?=,1,PHISHING,account_verify,"The email is asking the recipient to verify their account information and provides a link that will expire in three days. The email also mentions routine security checks and protection from spam and phishing, which are common tactics used in phishing emails.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is asking the recipient to verify their account information and provides a link that will expire in three days. The email also mentions routine security checks and protection from spam and phishing, which are common tactics used in phishing emails.""
}"
51,AWG: Fwd: Paid Ebill:Transfer Payment Receipt For Overdue Invoices,1,PHISHING,invoice_payment,"The email contains a suspicious link to an Adobe Online Viewer sign-in page, which is not a legitimate way to access an invoice.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a suspicious link to an Adobe Online Viewer sign-in page, which is not a legitimate way to access an invoice.""
}"
52,financial manager position,1,PHISHING,hr_impersonation,The email contains suspicious language and requirements that are not typical of a legitimate job offer. It also mentions a company that is not well-known or reputable.,,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains suspicious language and requirements that are not typical of a legitimate job offer. It also mentions a company that is not well-known or reputable.""
}"
53,re : cancellation of the master tasking letter,0,PHISHING,legit,"The email contains suspicious language and instructions related to funding and charge numbers, which could indicate a phishing attempt.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains suspicious language and instructions related to funding and charge numbers, which could indicate a phishing attempt.""
}"
54,Man kills self with home booby-traps,0,PHISHING,legit,The email contains a suspicious link and requests the recipient to discuss the content of the link.,,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a suspicious link and requests the recipient to discuss the content of the link.""
}"
55,"risk management training course - nov . 9 - 10 , 2000",0,PHISHING,legit,The email is suspicious due to the use of a document attachment with an unusual file name and date.,,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is suspicious due to the use of a document attachment with an unusual file name and date.""
}"
56,CONTACT PAYMENT CO-ORDINATORS!!!,1,PHISHING,lottery,"The email is from an unknown sender and contains suspicious language and information. It asks the recipient to keep the winning information private until their claim has been processed and their funds remitted, which creates a sense of urgency and potential danger. The email also mentions a computer ballot system and asks the recipient to contact their agent to begin their claims, further adding to the suspicious nature of the email.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is from an unknown sender and contains suspicious language and information. It asks the recipient to keep the winning information private until their claim has been processed and their funds remitted, which creates a sense of urgency and potential danger. The email also mentions a computer ballot system and asks the recipient to contact their agent to begin their claims, further adding to the suspicious nature of the email.""
}"
57,New White Paper: Document capture and integration for SharePoint Server 2007,0,PHISHING,legit,"The email contains a link to a white paper that is sponsored by a company, Captaris, Inc. The white paper is not from a legitimate source and is likely to contain malicious content. The email also includes a request to unsubscribe from 'White Paper Alerts' which may be a phishing attempt to gather personal information.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a link to a white paper that is sponsored by a company, Captaris, Inc. The white paper is not from a legitimate source and is likely to contain malicious content. The email also includes a request to unsubscribe from 'White Paper Alerts' which may be a phishing attempt to gather personal information.""
}"
58,RE: Wireless Link to HB,0,PHISHING,legit,The email contains a suspicious link to a website that is not related to the sender's company and promotes a product that is not mentioned in the email.,,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a suspicious link to a website that is not related to the sender's company and promotes a product that is not mentioned in the email.""
}"
59,nan,0,PHISHING,legit,The email is asking for sensitive information (data) and uses a suspicious link (ftp).,,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is asking for sensitive information (data) and uses a suspicious link (ftp).""
}"
60,Re: [Python-Dev] Capsule Summary of Some Packaging/Deployment	Technology Concerns,0,LEGITIMATE,legit,The email is a legitimate request for input and collaboration on the development of setuptools. The sender expresses appreciation for the effort put in by others and offers to help out. The email also raises a valid concern about the delay in applying patches and suggests giving certain others patch view/commit privileges to setuptools.,,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is a legitimate request for input and collaboration on the development of setuptools. The sender expresses appreciation for the effort put in by others and offers to help out. The email also raises a valid concern about the delay in applying patches and suggests giving certain others patch view/commit privileges to setuptools.""
}"
61,Re: AC adaptor,0,PHISHING,legit,"The email contains a request for technical support related to an electronic device, but also includes a request for information about a product that is not related to the device. The email also includes a link to a website that is not related to the device or the request for technical support. These factors suggest that the email is attempting to phish the recipient for personal or financial information.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a request for technical support related to an electronic device, but also includes a request for information about a product that is not related to the device. The email also includes a link to a website that is not related to the device or the request for technical support. These factors suggest that the email is attempting to phish the recipient for personal or financial information.""
}"
62,Your parcel has arrived   ,1,PHISHING,invoice_payment,The email contains a suspicious request to download an attachment and forward it to a DHL office. It is likely a phishing attempt to steal personal information.,,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a suspicious request to download an attachment and forward it to a DHL office. It is likely a phishing attempt to steal personal information.""
}"
63,Euro Milliones(Your Email Address Has Won A Lottery),1,PHISHING,lottery,"The email is asking the recipient to provide personal information and contact details to claim a lottery prize, which is suspicious.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is asking the recipient to provide personal information and contact details to claim a lottery prize, which is suspicious.""
}"
64,Re: [opensuse] OpenSuse 11,0,PHISHING,legit,The email contains a personal attack and attempts to discredit the recipient's knowledge and expertise. It also includes a call to action to 'gossip about sound and decent security awareness.' This language and tone are commonly used in phishing emails to manipulate and deceive the recipient.,,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a personal attack and attempts to discredit the recipient's knowledge and expertise. It also includes a call to action to 'gossip about sound and decent security awareness.' This language and tone are commonly used in phishing emails to manipulate and deceive the recipient.""
}"
65,announcements,0,PHISHING,legit,The email contains suspicious links and requests for personal information.,,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains suspicious links and requests for personal information.""
}"
66,"problem on ""encoder?""",0,LEGITIMATE,legit,The email is requesting assistance with a technical issue related to using an encoder with a servo motor. The sender is providing specific details about their setup and is seeking help with reading the counting from the encoder. This type of request is legitimate and not indicative of a phishing attempt.,,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is requesting assistance with a technical issue related to using an encoder with a servo motor. The sender is providing specific details about their setup and is seeking help with reading the counting from the encoder. This type of request is legitimate and not indicative of a phishing attempt.""
}"
67,re : informs abstract ( fwd ),0,LEGITIMATE,legit,The email is from a legitimate sender and contains a request for changes to an abstract. The sender is a professor at Georgia Institute of Technology and the email contains a valid academic title and abstract.,,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is from a legitimate sender and contains a request for changes to an abstract. The sender is a professor at Georgia Institute of Technology and the email contains a valid academic title and abstract.""
}"
68,In motion for NEW PICK MONDAY  it isday [N E W S]  fruition condiment mistypes adjusters,1,PHISHING,stock_pump_dump,"The email contains multiple spelling and grammatical errors, as well as nonsensical phrases and keywords that are commonly associated with phishing emails. The subject line and body of the email are also overly promotional and urging the recipient to act quickly, which is a common tactic used in phishing scams.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains multiple spelling and grammatical errors, as well as nonsensical phrases and keywords that are commonly associated with phishing emails. The subject line and body of the email are also overly promotional and urging the recipient to act quickly, which is a common tactic used in phishing scams.""
}"
69,Take Care of Your Health Now,1,PHISHING,pharm_sex,The email is promoting a suspicious online store for purchasing healthcare products.,,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is promoting a suspicious online store for purchasing healthcare products.""
}"
70,Low-Profile Company With High Profit Potential [R E P O R T Thursday]  divider grassland,1,PHISHING,stock_pump_dump,"The email is attempting to trick the recipient into buying stock in a company called Golden Apple Oil and Gas, Inc. The email uses urgency and a false sense of importance to pressure the recipient into making a quick decision. The use of technical jargon and industry-specific terms is also intended to make the email appear legitimate and trustworthy.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is attempting to trick the recipient into buying stock in a company called Golden Apple Oil and Gas, Inc. The email uses urgency and a false sense of importance to pressure the recipient into making a quick decision. The use of technical jargon and industry-specific terms is also intended to make the email appear legitimate and trustworthy.""
}"
71,part-time receiver agent required,1,PHISHING,advance_fee,"The email is asking the recipient to act as a receiver agent for a company based in Ghana, with the promise of earning extra cash on the side. The email also mentions that the recipient will receive payments via secure mail and will be able to keep 10% of any payment they receive. However, the email does not provide any information about the company or its legitimacy, and the request for the recipient's full names and private mobile phone number raises red flags. Additionally, the email does not provide any information about the payment instructions or the process for sending payments to the company.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is asking the recipient to act as a receiver agent for a company based in Ghana, with the promise of earning extra cash on the side. The email also mentions that the recipient will receive payments via secure mail and will be able to keep 10% of any payment they receive. However, the email does not provide any information about the company or its legitimacy, and the request for the recipient's full names and private mobile phone number raises red flags. Additionally, the email does not provide any information about the payment instructions or the process for sending payments to the company.""
}"
