email_id,subject,true_label,predicted_label,phish_type,reasoning,error,raw_response
10,50 ways to meet your lover_iGirl,1,PHISHING,dating_sites,"The email contains multiple red flags such as a suspicious domain name (rolutylagisi.narod.ru), a personalized greeting with a misspelled name, and a request for personal information. Additionally, the email is promoting a dating service with a questionable name.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains multiple red flags such as a suspicious domain name (rolutylagisi.narod.ru), a personalized greeting with a misspelled name, and a request for personal information. Additionally, the email is promoting a dating service with a questionable name.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains multiple red flags such as a suspicious domain name (rolutylagisi.narod.ru), a personalized greeting with a misspelled name, and a request for personal information. Additionally, the email is promoting a dating service with a questionable name.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains multiple red flags such as a suspicious domain name (rolutylagisi.narod.ru), a personalized greeting with a misspelled name, and a request for personal information. Additionally, the email is promoting a dating service with a questionable name.""
} {"
11,mit student ' s thesis writeups,0,PHISHING,legit,"The email contains multiple red flags that suggest it could be a phishing attempt. These include the use of a generic email address 'salal @ mit . edu' instead of a specific individual's email, the request for the recipient to not circulate the documents widely, and the mention of unforeseen complications that could be a tactic to pressure the recipient into acting quickly.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains multiple red flags that suggest it could be a phishing attempt. These include the use of a generic email address 'salal @ mit . edu' instead of a specific individual's email, the request for the recipient to not circulate the documents widely, and the mention of unforeseen complications that could be a tactic to pressure the recipient into acting quickly.""
}"
12,Job Vacancies ,1,PHISHING,hr_impersonation,"The email is likely a phishing attempt because it asks for personal information such as first name, last name, country, email, and contact number. Legitimate companies typically do not ask for sensitive personal information via email. Additionally, the email does not address the recipient by name, which is a common practice in phishing attempts.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is likely a phishing attempt because it asks for personal information such as first name, last name, country, email, and contact number. Legitimate companies typically do not ask for sensitive personal information via email. Additionally, the email does not address the recipient by name, which is a common practice in phishing attempts.""
}"
13,PharmacyWorldwidePhentrimine,1,PHISHING,pharm_sex,"The email contains a suspicious link and a generic subject line, which are common indicators of phishing attempts.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a suspicious link and a generic subject line, which are common indicators of phishing attempts.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a suspicious link and a generic subject line, which are common indicators of phishing attempts.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a suspicious link and a generic subject line, which are common indicators of phishing attempts.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a suspicious link and a generic subject line, which are common indicators of phishing attempts.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a suspicious link and a generic subject line, which are common indicators of phishing attempts.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The"
14,Your Checking/Savings Account Untrusted Authorization,1,PHISHING,tech_support,"The email contains several red flags that indicate it is a phishing attempt, such as asking for personal information, using a generic email address, and creating a sense of urgency to update account information.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains several red flags that indicate it is a phishing attempt, such as asking for personal information, using a generic email address, and creating a sense of urgency to update account information.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains several red flags that indicate it is a phishing attempt, such as asking for personal information, using a generic email address, and creating a sense of urgency to update account information.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains several red flags that indicate it is a phishing attempt, such as asking for personal information, using a generic email address, and creating a sense of urgency to update account information.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains several red flags that indicate it is a phishing attempt, such as asking for personal information, using a generic email address, and creating a sense of urgency to update account information.""
}"
15,PAPER 26,0,LEGITIMATE,legit,"The email subject 'PAPER 26' and the body content discuss copyright law and legal cases, which is a legitimate topic. The email does not contain any obvious phishing indicators such as suspicious links, requests for personal information, or urgent language.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email subject 'PAPER 26' and the body content do not provide clear indicators of phishing. The email discusses copyright law and legal cases, which is a legitimate topic. However, without additional context such as the sender's email address or the recipient's relationship to the sender, it is difficult to definitively classify this email as either phishing or legitimate.""
} {
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email subject 'PAPER 26' and the body content discuss copyright law and legal cases, which is a legitimate topic. The email does not contain any obvious phishing indicators such as suspicious links, requests for personal information, or urgent language.""
} {
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email subject 'PAPER 26' and the body content discuss copyright law and legal cases, which is a legitimate topic. The email does not contain any obvious phishing indicators such as susp"
16,[zzzzteana] Man admits Soham kidnapping hoax calls,0,PHISHING,legit,"The email contains a link to a non-existent Yahoo! Groups sponsor page, which is a common phishing tactic to deceive users into clicking on malicious links.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a link to a non-existent Yahoo! Groups sponsor page, which is a common phishing tactic to deceive users into clicking on malicious links.""
}"
17,Navigation buttons do not show,0,PHISHING,legit,"The email is requesting assistance with a website issue, which could be a legitimate request. However, the sender's email address does not match the domain of the website they are referring to, which is a common tactic in phishing attempts to appear as a trustworthy source.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is requesting assistance with a website issue, which could be a legitimate request. However, the sender's email address does not match the domain of the website they are referring to, which is a common tactic in phishing attempts to appear as a trustworthy source.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is requesting assistance with a website issue, which could be a legitimate request. However, the sender's email address does not match the domain of the website they are referring to, which is a common tactic in phishing attempts to appear as a trustworthy source.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is requesting assistance with a website issue, which could be a legitimate request. However, the sender's email address does not match the domain of the website they are referring to, which is a common tactic in phishing attempts to appear as a trustworthy source.""
} {
  ""classification"":"
18,"[DMDX] write to output file, disk full",0,PHISHING,legit,"The email subject and body contain phrases that are commonly associated with phishing attempts, such as 'disk full' and 'buffer overrun'. These phrases may be used to trick the recipient into thinking there is a technical issue that requires immediate attention, potentially leading them to click on a malicious link or provide sensitive information.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email subject and body contain phrases that are commonly associated with phishing attempts, such as 'disk full' and 'buffer overrun'. These phrases may be used to trick the recipient into thinking there is a technical issue that requires immediate attention, potentially leading them to click on a malicious link or provide sensitive information.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email subject and body contain phrases that are commonly associated with phishing attempts, such as 'disk full' and 'buffer overrun'. These phrases may be used to trick the recipient into thinking there is a technical issue that requires immediate attention, potentially leading them to click on a malicious link or provide sensitive information.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email subject and body contain phrases that are commonly associated with phishing attempts, such as 'disk full' and 'buffer overrun'. These phrases may be used to trick the recipient into thinking there is a technical issue that requires immediate attention, potentially leading"
19,research library needed for netco,0,PHISHING,legit,"The email requests sensitive information such as source code, documentation, and models used by traders and risk managers, which is a common tactic in phishing scams.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email requests sensitive information such as source code, documentation, and models used by traders and risk managers, which is a common tactic in phishing scams.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email requests sensitive information such as source code, documentation, and models used by traders and risk managers, which is a common tactic in phishing scams.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email requests sensitive information such as source code, documentation, and models used by traders and risk managers, which is a common tactic in phishing scams.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email requests sensitive information such as source code, documentation, and models used by traders and risk managers, which is a common tactic in phishing scams.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": """
20,Re: Multiple .pinerc's spawned,0,PHISHING,legit,"The email contains a suspicious attachment (a C program) that could potentially be malicious. Additionally, the sender's name is not verified, and the email's content is not relevant to the recipient's professional or academic interests.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a suspicious attachment (a C program) that could potentially be malicious. Additionally, the sender's name is not verified, and the email's content is not relevant to the recipient's professional or academic interests.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a suspicious attachment (a C program) that could potentially be malicious. Additionally, the sender's name is not verified, and the email's content is not relevant to the recipient's professional or academic interests.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a suspicious attachment (a C program) that could potentially be malicious. Additionally, the sender's name is not verified, and the email's content is not relevant to the recipient's professional or academic interests.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a suspicious attachment (a C program) that could"
21,VERIFY YOUR ACCOUNT,1,PHISHING,account_verify,"The email is a phishing attempt as it asks the recipient to click a link to verify their account, which is a common tactic used by scammers to steal personal information.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is a phishing attempt as it asks the recipient to click a link to verify their account, which is a common tactic used by scammers to steal personal information.""
}"
22,Re: [SM-USERS] squirrelmail v1.4.13 and Login Redirect Plugin v2.1,0,PHISHING,legit,"The email is sent from an unrecognized domain (sm-users) and the subject line is vague and generic. Additionally, the email body contains a link to a list, which could be a phishing attempt to gather information about the recipient's interests.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains a request for assistance with a plugin, which is a legitimate request. However, the email is sent from an unrecognized domain (sm-users) and the subject line is vague and generic. Additionally, the email body contains a link to a list, which could be a phishing attempt to gather information about the recipient's interests.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is sent from an unrecognized domain (sm-users) and the subject line is vague and generic. Additionally, the email body contains a link to a list, which could be a phishing attempt to gather information about the recipient's interests.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is sent from an unrecognized domain (sm-users) and the subject line is vague and generic. Additionally, the email body contains a link to a list, which could be a phishing attempt to gather information about the recipient's interests.""
} {"
23,Re: [Python-Dev] thoughts on having EOFError inherit from	EnvironmentError?,0,LEGITIMATE,legit,"The email subject and body are consistent with a discussion within the Python community. The sender's email address is from a known domain associated with the Python community, and the content is relevant to the Python-Dev mailing list.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email subject and body do not raise immediate red flags for phishing, but the sender's email address is not from a known domain associated with the Python community. The email could be legitimate, but without further verification, it's safer to classify it as PHISHING.""
} {
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email subject and body are consistent with a discussion within the Python community. The sender's email address is from a known domain associated with the Python community, and the content is relevant to the Python-Dev mailing list.""
} {
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email subject and body are consistent with a discussion within the Python community. The sender's email address is from a known domain associated with the Python community, and the content is relevant to the Python-Dev mailing list.""
} {
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email subject and body are"
24,"For you  color=""#006638""",1,PHISHING,dating_sites,"The email contains multiple red flags such as a generic subject line, a request to delist from an email list, and a suspicious website link. Additionally, the email body is unprofessional and lacks personalization.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains multiple red flags such as a generic subject line, a request to delist from an email list, and a suspicious website link. Additionally, the email body is unprofessional and lacks personalization.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains multiple red flags such as a generic subject line, a request to delist from an email list, and a suspicious website link. Additionally, the email body is unprofessional and lacks personalization.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains multiple red flags such as a generic subject line, a request to delist from an email list, and a suspicious website link. Additionally, the email body is unprofessional and lacks personalization.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains multiple red flags such as a generic subject line, a request to delist from an email list, and a suspicious website link"
25,Windows Home Server,1,PHISHING,hr_impersonation,"The email subject and body contain multiple offers and system requirements, which are typical of phishing attempts. The email also includes a suspicious domain name 'hotsunsoft.com' and does not provide any legitimate contact information or verification.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email subject and body contain multiple offers and system requirements, which are typical of phishing attempts. The email also includes a suspicious domain name 'hotsunsoft.com' and does not provide any legitimate contact information or verification.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email subject and body contain multiple offers and system requirements, which are typical of phishing attempts. The email also includes a suspicious domain name 'hotsunsoft.com' and does not provide any legitimate contact information or verification.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email subject and body contain multiple offers and system requirements, which are typical of phishing attempts. The email also includes a suspicious domain name 'hotsunsoft.com' and does not provide any legitimate contact information or verification.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email subject and body contain multiple offers and system requirements, which are"
26,Re: skip extensions,0,LEGITIMATE,legit,"The email is from a known contact, Peter N. Schweitzer, and discusses technical details about XML element ordering. The content is informative and relevant to the recipient's query.",,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is from a known contact, Peter N. Schweitzer, and discusses technical details about XML element ordering. The content is informative and relevant to the recipient's query.""
} {
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is from a known contact, Peter N. Schweitzer, and discusses technical details about XML element ordering. The content is informative and relevant to the recipient's query.""
} {
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is from a known contact, Peter N. Schweitzer, and discusses technical details about XML element ordering. The content is informative and relevant to the recipient's query.""
} {
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is from a known contact, Peter N. Schweitzer, and discusses technical details about XML element ordering. The content is informative and relevant to the recipient's query.""
}"
27,=?UTF-8?B?UmUgOiBbIFN1bW1hcnkgUmVwb3J0IEFsZXJ0IF0gOiBOZXcgU3RhdGVtZW50IFVwZGF0ZSBBY2NvdW50IFN1Ym1pdHRlZCB0byBVcGRhdGVkIEluZm9ybWF0aW9u?=,1,PHISHING,account_verify,"The email is a phishing attempt as it uses a spoofed subject line, urges the recipient to verify their account information, and contains a link to a fake Apple Security Department page.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is a phishing attempt as it uses a spoofed subject line, urges the recipient to verify their account information, and contains a link to a fake Apple Security Department page.""
}"
28,this is a great article : material lead to divorce,1,PHISHING,tech_support,"The email contains multiple red flags such as a generic subject line, a mix of unrelated words, and a request for personal information, which are common indicators of phishing attempts.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains multiple red flags such as a generic subject line, a mix of unrelated words, and a request for personal information, which are common indicators of phishing attempts.""
}"
29,Re: Bogus MX -> blacklist service viable?,0,PHISHING,legit,"The email is from an individual claiming to be associated with a legitimate company, but the email address used does not match the domain of the company. Additionally, the email subject and content are generic and do not provide any specific information about the sender's identity or intentions.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is from an individual claiming to be associated with a legitimate company, but the email address used does not match the domain of the company. Additionally, the email subject and content are generic and do not provide any specific information about the sender's identity or intentions.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is from an individual claiming to be associated with a legitimate company, but the email address used does not match the domain of the company. Additionally, the email subject and content are generic and do not provide any specific information about the sender's identity or intentions.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email is from an individual claiming to be associated with a legitimate company, but the email address used does not match the domain of the company. Additionally, the email subject and content are generic and do not provide any specific information about the sender's identity or intentions.""
} {
  ""classification"": ""PHISHING"","
30,This is it. (from Meredith),1,PHISHING,tech_support,"The email contains nonsensical and convoluted language, which is a common characteristic of phishing attempts. The subject line is also misleading, suggesting a sense of urgency or importance that is not present in the content of the email.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains nonsensical and convoluted language, which is a common characteristic of phishing attempts. The subject line is also misleading, suggesting a sense of urgency or importance that is not present in the content of the email.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains nonsensical and convoluted language, which is a common characteristic of phishing attempts. The subject line is also misleading, suggesting a sense of urgency or importance that is not present in the content of the email.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains nonsensical and convoluted language, which is a common characteristic of phishing attempts. The subject line is also misleading, suggesting a sense of urgency or importance that is not present in the content of the email.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains nonsensical and convoluted language, which"
31,re : timelines and restart issues,0,PHISHING,legit,"The email subject and content suggest a request for sensitive information, which is a common phishing tactic. Additionally, the email is sent from an unverified source, further indicating it could be a phishing attempt.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email subject and content suggest a request for sensitive information, which is a common phishing tactic. Additionally, the email is sent from an unverified source, further indicating it could be a phishing attempt.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email subject and content suggest a request for sensitive information, which is a common phishing tactic. Additionally, the email is sent from an unverified source, further indicating it could be a phishing attempt.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email subject and content suggest a request for sensitive information, which is a common phishing tactic. Additionally, the email is sent from an unverified source, further indicating it could be a phishing attempt.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email subject and content suggest a request for sensitive information, which is a common phishing tactic. Additionally, the email is sent from an unverified"
32,Re: [Python-3000] lambda,0,LEGITIMATE,legit,The email is from a known member of the Python community discussing the use of lambda functions in Python. The content is related to programming and does not contain any fraudulent or malicious intent.,,"{
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is from a known member of the Python community discussing the use of lambda functions in Python. The content is related to programming and does not contain any fraudulent or malicious intent.""
} {
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is from a known member of the Python community discussing the use of lambda functions in Python. The content is related to programming and does not contain any fraudulent or malicious intent.""
} {
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is from a known member of the Python community discussing the use of lambda functions in Python. The content is related to programming and does not contain any fraudulent or malicious intent.""
} {
  ""classification"": ""LEGITIMATE"",
  ""reasoning"": ""The email is from a known member of the Python community discussing the use of lambda functions in Python. The content is related to programming and does not contain any fraudulent or"
33,ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,1,PHISHING,tech_support,"The email contains several red flags that suggest it is a phishing attempt. The sender's email address is not from a known domain, the subject line is generic and does not match the content of the email, and the attachment is blocked by the antivirus software. Additionally, the email is asking the recipient to refer to the contents of the message for further details, which is a common tactic used in phishing emails to trick recipients into clicking on malicious links or downloading harmful attachments.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email contains several red flags that suggest it is a phishing attempt. The sender's email address is not from a known domain, the subject line is generic and does not match the content of the email, and the attachment is blocked by the antivirus software. Additionally, the email is asking the recipient to refer to the contents of the message for further details, which is a common tactic used in phishing emails to trick recipients into clicking on malicious links or downloading harmful attachments.""
}"
34,Re: [opensuse] Warning - 10.3/XGL repository has compiz/emerald version mismatch,0,PHISHING,legit,"The email subject and body contain a warning about a repository version mismatch, which is a common phishing tactic to trick users into downloading malicious software. Additionally, the email is from an unverified sender and contains a link to a bug report, which is a common phishing technique.",,"{
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email subject and body contain a warning about a repository version mismatch, which is a common phishing tactic to trick users into downloading malicious software. Additionally, the email is from an unverified sender and contains a link to a bug report, which is a common phishing technique.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email subject and body contain a warning about a repository version mismatch, which is a common phishing tactic to trick users into downloading malicious software. Additionally, the email is from an unverified sender and contains a link to a bug report, which is a common phishing technique.""
} {
  ""classification"": ""PHISHING"",
  ""reasoning"": ""The email subject and body contain a warning about a repository version mismatch, which is a common phishing tactic to trick users into downloading malicious software. Additionally, the email is from an unverified sender and contains a link to a bug report, which is a common phishing technique.""
} {
  ""classification"":"
