email_id,subject,true_label,predicted_label,phish_type,summary,summary_error,reasoning,classify_error,summary_raw_response,classify_raw_response
10,50 ways to meet your lover_iGirl,1,PHISHING,dating_sites,The email is a dating advertisement from 'barbieinboot...' seeking a man aged 36-68. It encourages the recipient to become a member to see more results and provides a link to a website (http://rolutylagisi.narod.ru). The sender's email address is orateorix@gmail.com.,,"The subject line and summary suggest a dating advertisement with a suspicious link, typical of phishing attempts.",,"{""summary"": ""The email is a dating advertisement from 'barbieinboot...' seeking a man aged 36-68. It encourages the recipient to become a member to see more results and provides a link to a website (http://rolutylagisi.narod.ru). The sender's email address is orateorix@gmail.com.""}","{""classification"": ""PHISHING"", ""reasoning"": ""The subject line and summary suggest a dating advertisement with a suspicious link, typical of phishing attempts.""}"
11,mit student ' s thesis writeups,0,LEGITIMATE,legit,"Salal Humair, an MIT student, is sending thesis writeups to Krishna and Ravi. The writeups are incomplete works in progress and Salal requests they not be circulated widely. Salal is being considered for a position at Enron's EBS Analytics group, recommended by a Sycamore Networks professional who is also working with Enron on a network design analysis.",,The email appears to be a legitimate internal communication between students and colleagues regarding academic work.,,"{""summary"": ""Salal Humair, an MIT student, is sending thesis writeups to Krishna and Ravi. The writeups are incomplete works in progress and Salal requests they not be circulated widely. Salal is being considered for a position at Enron's EBS Analytics group, recommended by a Sycamore Networks professional who is also working with Enron on a network design analysis.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate internal communication between students and colleagues regarding academic work.""}"
12,Job Vacancies ,1,PHISHING,hr_impersonation,"Aschsoft Inc., a software company, is seeking Regional Managers worldwide with strong communication skills.  Applicants are asked to fill out a form with personal information (First Name, Last Name, Country, E-Mail, Contact Number, Time available to talk) and send it to Sabina.Yakovleva@gmail.com. A resume is preferred.  Managers will then contact applicants with further information.",,"Requests personal information through an unsolicited email, common tactic in phishing",,"{""summary"": ""Aschsoft Inc., a software company, is seeking Regional Managers worldwide with strong communication skills.  Applicants are asked to fill out a form with personal information (First Name, Last Name, Country, E-Mail, Contact Number, Time available to talk) and send it to Sabina.Yakovleva@gmail.com. A resume is preferred.  Managers will then contact applicants with further information.""}","{""classification"": ""PHISHING"", ""reasoning"": ""Requests personal information through an unsolicited email, common tactic in phishing""}"
13,PharmacyWorldwidePhentrimine,1,PHISHING,pharm_sex,PharmacyWorldwide is contacting you regarding Phentrimine. They provide a link to information about the medication: http://u2qm7q.bay.livefilestore.com/y1pvdGE-PQjUq_si8trQWiOrwOSgXbHYqavF5a73GZeI4ThfP0LMzaUT-lrLDRcqHVYkSR8-O1eqBEWrUDh4tVXYw/index.html,,The subject line uses a generic pharmaceutical name and the sender is not a known legitimate pharmacy.,,"{""summary"": ""PharmacyWorldwide is contacting you regarding Phentrimine. They provide a link to information about the medication: http://u2qm7q.bay.livefilestore.com/y1pvdGE-PQjUq_si8trQWiOrwOSgXbHYqavF5a73GZeI4ThfP0LMzaUT-lrLDRcqHVYkSR8-O1eqBEWrUDh4tVXYw/index.html""}","{""classification"": ""PHISHING"", ""reasoning"": ""The subject line uses a generic pharmaceutical name and the sender is not a known legitimate pharmacy.""}"
14,Your Checking/Savings Account Untrusted Authorization,1,PHISHING,tech_support,"USAA warns of potential unauthorized access to the recipient's account, likely due to a trojan/keylogger or phishing. They request the recipient to update their full account information by clicking a provided link to avoid temporary suspension. The email also includes contact information for USAA and disclaimers.",,"The email warns of unauthorized access and urges immediate action with a link, a common phishing tactic.",,"{""summary"": ""USAA warns of potential unauthorized access to the recipient's account, likely due to a trojan/keylogger or phishing. They request the recipient to update their full account information by clicking a provided link to avoid temporary suspension. The email also includes contact information for USAA and disclaimers.""}","{""classification"": ""PHISHING"", ""reasoning"": ""The email warns of unauthorized access and urges immediate action with a link, a common phishing tactic.""}"
15,PAPER 26,0,LEGITIMATE,legit,"The email discusses a paper analyzing copyright law in relation to technological devices, using the Sony Betamax and Napster cases as examples. The author questions the ruling on time-shifting as fair use and argues that P2P software authors should only be liable for infringement if they actively promote it, comparing it to gun manufacturers not being liable for murders committed with their products.",,"The email subject and summary suggest an academic discussion on copyright law, which is a legitimate topic.",,"{""summary"": ""The email discusses a paper analyzing copyright law in relation to technological devices, using the Sony Betamax and Napster cases as examples. The author questions the ruling on time-shifting as fair use and argues that P2P software authors should only be liable for infringement if they actively promote it, comparing it to gun manufacturers not being liable for murders committed with their products.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email subject and summary suggest an academic discussion on copyright law, which is a legitimate topic.""}"
16,[zzzzteana] Man admits Soham kidnapping hoax calls,0,LEGITIMATE,legit,"Howard Youde, a jobless man from Wrexham, admitted making three hoax calls to police claiming to have abducted Soham schoolgirls Jessica Chapman and Holly Wells. He will be sentenced on November 7th, with custody as a possible outcome.",,The email subject and summary describe a real news event.,,"{""summary"": ""Howard Youde, a jobless man from Wrexham, admitted making three hoax calls to police claiming to have abducted Soham schoolgirls Jessica Chapman and Holly Wells. He will be sentenced on November 7th, with custody as a possible outcome.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email subject and summary describe a real news event.""}"
17,Navigation buttons do not show,0,LEGITIMATE,legit,Rodrigo Saling reports that navigation buttons are not displaying on four slideshows on the website http://www.agorateatro.com.br/agorateatro/?page_id=6. He is using Firefox 2.0.0.9 on WinXP.,,The email describes a technical issue with a website and provides specific details about the browser and operating system being used. This suggests a legitimate request for assistance.,,"{""summary"": ""Rodrigo Saling reports that navigation buttons are not displaying on four slideshows on the website http://www.agorateatro.com.br/agorateatro/?page_id=6. He is using Firefox 2.0.0.9 on WinXP.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email describes a technical issue with a website and provides specific details about the browser and operating system being used. This suggests a legitimate request for assistance.""}"
18,"[DMDX] write to output file, disk full",0,LEGITIMATE,legit,"The sender, running a masked faces experiment under DMDX, is experiencing an error ""Write to output file, disk full"" despite the disk not being full. They suspect a buffer overrun and have tried troubleshooting steps like tuning the system and changing video settings. They request assistance.",,"The email discusses a technical issue with a specific software (DMDX) and seeks help troubleshooting it, which is typical of legitimate technical support requests.",,"{""summary"": ""The sender, running a masked faces experiment under DMDX, is experiencing an error \""Write to output file, disk full\"" despite the disk not being full. They suspect a buffer overrun and have tried troubleshooting steps like tuning the system and changing video settings. They request assistance.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses a technical issue with a specific software (DMDX) and seeks help troubleshooting it, which is typical of legitimate technical support requests.""}"
19,research library needed for netco,0,LEGITIMATE,legit,"Zhiyong is requesting source code, documentation, and the Excel add-in build environment for the Exotica library from Louise. They also need documentation for all models used by traders and risk managers, with Naveen providing a list. Zhiyong's group can help maintain the models and library. The email includes a list of Exotica library functions.",,The email appears to be a legitimate request for internal resources and collaboration within a company.,,"{""summary"": ""Zhiyong is requesting source code, documentation, and the Excel add-in build environment for the Exotica library from Louise. They also need documentation for all models used by traders and risk managers, with Naveen providing a list. Zhiyong's group can help maintain the models and library. The email includes a list of Exotica library functions.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate request for internal resources and collaboration within a company.""}"
20,Re: Multiple .pinerc's spawned,0,LEGITIMATE,legit,Robin Socha reports an issue with multiple .pinerc files being spawned when running Pine under AIX4.0. He suggests installing Linux as a solution.,,The email discusses a technical issue with a specific software (Pine) and operating system (AIX4.0) and offers a potential solution.,,"{""summary"": ""Robin Socha reports an issue with multiple .pinerc files being spawned when running Pine under AIX4.0. He suggests installing Linux as a solution.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses a technical issue with a specific software (Pine) and operating system (AIX4.0) and offers a potential solution.""}"
21,VERIFY YOUR ACCOUNT,1,PHISHING,account_verify,"BDO is contacting the recipient due to suspicious activities and login failures, temporarily suspending their Savings account. They request the recipient to click a link to verify their account and resolve the issue.",,"Requests account verification through a link, citing suspicious activity, a common phishing tactic.",,"{""summary"": ""BDO is contacting the recipient due to suspicious activities and login failures, temporarily suspending their Savings account. They request the recipient to click a link to verify their account and resolve the issue.""}","{""classification"": ""PHISHING"", ""reasoning"": ""Requests account verification through a link, citing suspicious activity, a common phishing tactic.""}"
22,Re: [SM-USERS] squirrelmail v1.4.13 and Login Redirect Plugin v2.1,0,LEGITIMATE,legit,"The sender is asking for help configuring the Login Redirect Plugin for Squirrelmail. They modified the plugin code to redirect to a custom login page on failure, but are concerned about users not knowing why they failed to log in. The sender also mentions posting guidelines for the list.",,The email discusses a technical issue with a specific software plugin and seeks help from a relevant user group.,,"{""summary"": ""The sender is asking for help configuring the Login Redirect Plugin for Squirrelmail. They modified the plugin code to redirect to a custom login page on failure, but are concerned about users not knowing why they failed to log in. The sender also mentions posting guidelines for the list.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses a technical issue with a specific software plugin and seeks help from a relevant user group.""}"
23,Re: [Python-Dev] thoughts on having EOFError inherit from	EnvironmentError?,0,LEGITIMATE,legit,"Greg responds to Guido van Rossum's email regarding a proposal to have EOFError inherit from EnvironmentError, questioning the uniqueness of the request and highlighting the benefit of distinguishing program bugs from external exceptions.",,"The email subject and summary indicate a technical discussion within a developer community, suggesting a legitimate exchange.",,"{""summary"": ""Greg responds to Guido van Rossum's email regarding a proposal to have EOFError inherit from EnvironmentError, questioning the uniqueness of the request and highlighting the benefit of distinguishing program bugs from external exceptions.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email subject and summary indicate a technical discussion within a developer community, suggesting a legitimate exchange.""}"
24,"For you  color=""#006638""",1,PHISHING,dating_sites,"The sender, claiming to be from lovermind, asks the recipient to remove their email from their list. They provide a link to a website (http://concuptualr.408ez.com/) and include unrelated text about watches and memories.",,"Suspicious sender, generic subject, irrelevant content, and a link to an unfamiliar domain",,"{""summary"": ""The sender, claiming to be from lovermind, asks the recipient to remove their email from their list. They provide a link to a website (http://concuptualr.408ez.com/) and include unrelated text about watches and memories.""}","{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious sender, generic subject, irrelevant content, and a link to an unfamiliar domain""}"
25,Windows Home Server,1,PHISHING,hr_impersonation,"This email from hotsunsoft.com advertises various software titles for PCs and Macs, including Windows Home Server. It provides system requirements for both platforms. The email also includes unrelated information about al-Qaeda and nuclear attacks.",,"Unrelated and potentially malicious content (al-Qaeda, nuclear attacks) inserted into a software advertisement is a common phishing tactic.",,"{""summary"": ""This email from hotsunsoft.com advertises various software titles for PCs and Macs, including Windows Home Server. It provides system requirements for both platforms. The email also includes unrelated information about al-Qaeda and nuclear attacks.""}","{""classification"": ""PHISHING"", ""reasoning"": ""Unrelated and potentially malicious content (al-Qaeda, nuclear attacks) inserted into a software advertisement is a common phishing tactic.""}"
26,Re: skip extensions,0,LEGITIMATE,legit,"Peter Schweitzer explains why ESRI extensions are reordered when editing XML files with mp, mq, xtme, or Tkme. He proposes a solution: a config file directive to output XML in the order it was received ('as-is'). This addresses issues with editing ArcCatalog metadata and preparing XML for SMMS import. The change is available in the latest package versions except Solaris and SGI.",,Technical support email discussing a software issue and proposed solution.,,"{""summary"": ""Peter Schweitzer explains why ESRI extensions are reordered when editing XML files with mp, mq, xtme, or Tkme. He proposes a solution: a config file directive to output XML in the order it was received ('as-is'). This addresses issues with editing ArcCatalog metadata and preparing XML for SMMS import. The change is available in the latest package versions except Solaris and SGI.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""Technical support email discussing a software issue and proposed solution.""}"
27,=?UTF-8?B?UmUgOiBbIFN1bW1hcnkgUmVwb3J0IEFsZXJ0IF0gOiBOZXcgU3RhdGVtZW50IFVwZGF0ZSBBY2NvdW50IFN1Ym1pdHRlZCB0byBVcGRhdGVkIEluZm9ybWF0aW9u?=,1,PHISHING,account_verify,"Apple Security Department sends an automated message stating the recipient's account is frozen due to missing or incorrect information. They have 48 hours to verify their account by clicking a provided link, signing in with their Apple ID and password. The email includes a generic disclaimer and contact information.",,"Requests urgent action, uses generic disclaimers, and asks for sensitive information (Apple ID and password) via a link.",,"{""summary"": ""Apple Security Department sends an automated message stating the recipient's account is frozen due to missing or incorrect information. They have 48 hours to verify their account by clicking a provided link, signing in with their Apple ID and password. The email includes a generic disclaimer and contact information.""}","{""classification"": ""PHISHING"", ""reasoning"": ""Requests urgent action, uses generic disclaimers, and asks for sensitive information (Apple ID and password) via a link.""}"
28,this is a great article : material lead to divorce,1,PHISHING,tech_support,"The email, sent by an unknown sender, claims that spyware is the leading cause of PC failure and hard drive corruption. It urges the recipient to scan their computer and includes a series of seemingly random words and phrases.",,"The email uses fear-mongering tactics and includes suspicious language, suggesting a potential scam.",,"{""summary"": ""The email, sent by an unknown sender, claims that spyware is the leading cause of PC failure and hard drive corruption. It urges the recipient to scan their computer and includes a series of seemingly random words and phrases.""}","{""classification"": ""PHISHING"", ""reasoning"": ""The email uses fear-mongering tactics and includes suspicious language, suggesting a potential scam.""}"
29,Re: Bogus MX -> blacklist service viable?,0,LEGITIMATE,legit,"Steve Radich proposes creating a public, free service that would both log and create a blacklist based on domains like defermx.com and bogusmx.com. He seeks opinions on this idea, stating his expertise lies in the technical implementation rather than blacklists themselves.",,"The email discusses a technical proposal for a public service, focusing on technical implementation rather than malicious intent.",,"{""summary"": ""Steve Radich proposes creating a public, free service that would both log and create a blacklist based on domains like defermx.com and bogusmx.com. He seeks opinions on this idea, stating his expertise lies in the technical implementation rather than blacklists themselves.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses a technical proposal for a public service, focusing on technical implementation rather than malicious intent.""}"
30,This is it. (from Meredith),1,PHISHING,tech_support,"This email contains nonsensical text and does not convey any clear message, request, or sender identity.",,"The email lacks context, sender identity, and a coherent message, suggesting potential malicious intent.",,"{""summary"": ""This email contains nonsensical text and does not convey any clear message, request, or sender identity.""}","{""classification"": ""PHISHING"", ""reasoning"": ""The email lacks context, sender identity, and a coherent message, suggesting potential malicious intent.""}"
31,re : timelines and restart issues,0,LEGITIMATE,legit,Louise Kitchen from the customer service department is inquiring about sending read-only IDs to all customers. She asks if this was part of the plan.,,Internal company communication about customer service procedures,,"{""summary"": ""Louise Kitchen from the customer service department is inquiring about sending read-only IDs to all customers. She asks if this was part of the plan. ""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""Internal company communication about customer service procedures""}"
32,Re: [Python-3000] lambda,0,LEGITIMATE,legit,"Nick Coghlan suggests renaming 'lambda' to 'def anonymously' and using normal return syntax for anonymous functions, arguing that named functions are generally more readable. He believes the current syntax is not ideal but acknowledges some might find its ugliness beneficial.",,The email discusses a technical topic within a specific programming community (Python) and proposes a change to the language syntax. This suggests a legitimate discussion within a developer forum.,,"{""summary"": ""Nick Coghlan suggests renaming 'lambda' to 'def anonymously' and using normal return syntax for anonymous functions, arguing that named functions are generally more readable. He believes the current syntax is not ideal but acknowledges some might find its ugliness beneficial.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses a technical topic within a specific programming community (Python) and proposes a change to the language syntax. This suggests a legitimate discussion within a developer forum.""}"
33,ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,1,LEGITIMATE,tech_support,ScanMail from info@sanpedro.com flagged an attachment named 'blank .pif' in an email with subject 'A special  funny website' as a virus and moved it to C:\PROGRA~1\SMailEx\Alert\blank 3cd9af36cd.pif_. Recipient is warned that a virus was detected.,,The email appears to be a legitimate alert from a virus scanner (ScanMail) notifying the recipient of a potential threat.,,"{""summary"": ""ScanMail from info@sanpedro.com flagged an attachment named 'blank .pif' in an email with subject 'A special  funny website' as a virus and moved it to C:\\PROGRA~1\\SMailEx\\Alert\\blank 3cd9af36cd.pif_. Recipient is warned that a virus was detected.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate alert from a virus scanner (ScanMail) notifying the recipient of a potential threat.""}"
34,"For you  color=""#006678""",1,PHISHING,dating_sites,The email is from 'lovermind' and appears to be spam. It promotes a website (http://indemnitiinf.0catch.com/) and requests the recipient to remove their email from a list. The email contains nonsensical text and potentially malicious links.,,"The email contains suspicious links, nonsensical text, and a generic subject line, all common characteristics of phishing attempts.",,"{""summary"": ""The email is from 'lovermind' and appears to be spam. It promotes a website (http://indemnitiinf.0catch.com/) and requests the recipient to remove their email from a list. The email contains nonsensical text and potentially malicious links.""}","{""classification"": ""PHISHING"", ""reasoning"": ""The email contains suspicious links, nonsensical text, and a generic subject line, all common characteristics of phishing attempts.""}"
35,ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,1,LEGITIMATE,tech_support,ScanMail sender wbnolen@worldnet.att.net flagged an attachment 'align.pif' in an email to tex-fonts@math.utah.edu as a virus and moved it to C:\PROGRA~1\SMailEx\Alert\align3d524ba52f.pif_.,,The email appears to be a legitimate notification from a virus scanner about a flagged attachment.,,"{""summary"": ""ScanMail sender wbnolen@worldnet.att.net flagged an attachment 'align.pif' in an email to tex-fonts@math.utah.edu as a virus and moved it to C:\\PROGRA~1\\SMailEx\\Alert\\align3d524ba52f.pif_.  ""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate notification from a virus scanner about a flagged attachment.""}"
36,Need Simple IC editor,0,LEGITIMATE,legit,"Joseph (Alan) Carmack from Pflugerville, Texas asks how to write, save, edit, and compile IC programs using Notepad, WordPad, or MSWord on Windows 95.",,The email appears to be a genuine request for technical assistance regarding programming on a specific operating system.,,"{""summary"": ""Joseph (Alan) Carmack from Pflugerville, Texas asks how to write, save, edit, and compile IC programs using Notepad, WordPad, or MSWord on Windows 95.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a genuine request for technical assistance regarding programming on a specific operating system.""}"
37,LP RELEASE: Outrageous military spending,0,LEGITIMATE,legit,"The Libertarian Party press release criticizes the Pentagon for wasteful spending uncovered in a GAO audit. The audit revealed millions spent on items like strip clubs, Sumo wrestling suits, and luxury cruises. The LP calls for disciplinary action against those who misused government credit cards and a reduction in the Pentagon's budget to prevent future waste.",,Press releases from political parties are generally legitimate.,,"{""summary"": ""The Libertarian Party press release criticizes the Pentagon for wasteful spending uncovered in a GAO audit. The audit revealed millions spent on items like strip clubs, Sumo wrestling suits, and luxury cruises. The LP calls for disciplinary action against those who misused government credit cards and a reduction in the Pentagon's budget to prevent future waste.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""Press releases from political parties are generally legitimate.""}"
38,"You Can Enlarge Your Penis By 3"" Compare Top 5 Penis Enlargers",1,PHISHING,pharm_sex,This email from an unknown sender promotes a penis enlargement product called 'jumpwill.com' claiming it can increase size permanently and guarantees results or a refund. It urges recipients to visit the website for more information.,,The email promotes a product with unsubstantiated medical claims and uses aggressive language to pressure the recipient into clicking a link.,,"{""summary"": ""This email from an unknown sender promotes a penis enlargement product called 'jumpwill.com' claiming it can increase size permanently and guarantees results or a refund. It urges recipients to visit the website for more information.""}","{""classification"": ""PHISHING"", ""reasoning"": ""The email promotes a product with unsubstantiated medical claims and uses aggressive language to pressure the recipient into clicking a link.""}"
39,WINNING NOTIFICATION....................NATIONAL LOTTERY...,1,PHISHING,lottery,"This email claims the recipient won £3,987,470 in the UK National Lottery online sweepstakes. They are instructed to contact Philip Conrath at Mr Philip_conrath72@iran.com or claims_agentfredfiles@yahoo.com to claim their prize, providing personal information such as full names, winning numbers, email, telephone, and fax numbers. The email warns against sharing this information and mentions a European agent who will facilitate the release of funds.",,"The email is a classic lottery scam, requesting personal information under false pretenses.",,"{""summary"": ""This email claims the recipient won £3,987,470 in the UK National Lottery online sweepstakes. They are instructed to contact Philip Conrath at Mr Philip_conrath72@iran.com or claims_agentfredfiles@yahoo.com to claim their prize, providing personal information such as full names, winning numbers, email, telephone, and fax numbers. The email warns against sharing this information and mentions a European agent who will facilitate the release of funds.""}","{""classification"": ""PHISHING"", ""reasoning"": ""The email is a classic lottery scam, requesting personal information under false pretenses.""}"
40,cusip,0,LEGITIMATE,legit,"Vince is requesting the CUSIP number for a bond (694308 EFO PGC 8.375% 5/1/25 LST & REF MORTGAGE BOND, SER 92 B) from David.",,The email appears to be a legitimate request for financial information within a business context.,,"{""summary"": ""Vince is requesting the CUSIP number for a bond (694308 EFO PGC 8.375% 5/1/25 LST & REF MORTGAGE BOND, SER 92 B) from David.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate request for financial information within a business context.""}"
