email_id,subject,true_label,predicted_label,phish_type,summary,summary_error,reasoning,classify_error,summary_raw_response,classify_raw_response
10,50 ways to meet your lover_iGirl,1,PHISHING,dating_sites,The email is a dating advertisement from 'barbieinboot...' seeking a man aged 36-68. It encourages the recipient to become a member to see more results and provides a link to a website (http://rolutylagisi.narod.ru). The sender's email address is orateorix@gmail.com.,,"Suspicious subject line and domain, unsolicited dating advertisement with generic appeal",,"{""summary"": ""The email is a dating advertisement from 'barbieinboot...' seeking a man aged 36-68. It encourages the recipient to become a member to see more results and provides a link to a website (http://rolutylagisi.narod.ru). The sender's email address is orateorix@gmail.com.""}","{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious subject line and domain, unsolicited dating advertisement with generic appeal""}"
11,mit student ' s thesis writeups,0,LEGITIMATE,legit,"Salal Humair, an MIT student, is sending thesis writeups to Krishna and Ravi. The writeups are incomplete works in progress and Salal requests they not be circulated widely. Salal is being considered for a position at Enron's EBS Analytics group, recommended by a Sycamore Networks professional who is also working with Enron on a network design analysis.",,The email appears to be a legitimate internal communication between students and a potential employer.,,"{""summary"": ""Salal Humair, an MIT student, is sending thesis writeups to Krishna and Ravi. The writeups are incomplete works in progress and Salal requests they not be circulated widely. Salal is being considered for a position at Enron's EBS Analytics group, recommended by a Sycamore Networks professional who is also working with Enron on a network design analysis.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate internal communication between students and a potential employer.""}"
12,Job Vacancies ,1,PHISHING,hr_impersonation,"Aschsoft Inc., a software company, is seeking Regional Managers worldwide with strong communication skills.  Applicants are asked to fill out a form with personal information (First Name, Last Name, Country, E-Mail, Contact Number, Time available to talk) and send it to Sabina.Yakovleva@gmail.com. A resume is preferred.  Managers will then contact applicants with further information.",,The email uses a generic subject and requests personal information via a suspicious email address.,,"{""summary"": ""Aschsoft Inc., a software company, is seeking Regional Managers worldwide with strong communication skills.  Applicants are asked to fill out a form with personal information (First Name, Last Name, Country, E-Mail, Contact Number, Time available to talk) and send it to Sabina.Yakovleva@gmail.com. A resume is preferred.  Managers will then contact applicants with further information.""}","{""classification"": ""PHISHING"", ""reasoning"": ""The email uses a generic subject and requests personal information via a suspicious email address.""}"
13,PharmacyWorldwidePhentrimine,1,PHISHING,pharm_sex,PharmacyWorldwide is contacting you regarding Phentrimine. They provide a link to information about the medication: http://u2qm7q.bay.livefilestore.com/y1pvdGE-PQjUq_si8trQWiOrwOSgXbHYqavF5a73GZeI4ThfP0LMzaUT-lrLDRcqHVYkSR8-O1eqBEWrUDh4tVXYw/index.html,,Suspicious URL and generic subject line related to medication.,,"{""summary"": ""PharmacyWorldwide is contacting you regarding Phentrimine. They provide a link to information about the medication: http://u2qm7q.bay.livefilestore.com/y1pvdGE-PQjUq_si8trQWiOrwOSgXbHYqavF5a73GZeI4ThfP0LMzaUT-lrLDRcqHVYkSR8-O1eqBEWrUDh4tVXYw/index.html""}","{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious URL and generic subject line related to medication.""}"
14,Your Checking/Savings Account Untrusted Authorization,1,PHISHING,tech_support,"USAA warns of potential unauthorized access to the recipient's account, likely due to a trojan/keylogger or phishing. They request the recipient to update their full account information by clicking a provided link to avoid temporary suspension. The email also includes contact information for USAA and disclaimers.",,"Requests sensitive information (full account details) via a link, a common phishing tactic.",,"{""summary"": ""USAA warns of potential unauthorized access to the recipient's account, likely due to a trojan/keylogger or phishing. They request the recipient to update their full account information by clicking a provided link to avoid temporary suspension. The email also includes contact information for USAA and disclaimers.""}","{""classification"": ""PHISHING"", ""reasoning"": ""Requests sensitive information (full account details) via a link, a common phishing tactic.""}"
15,PAPER 26,0,LEGITIMATE,legit,"The email discusses a paper analyzing copyright law in relation to technological devices, using the Sony Betamax and Napster cases as examples. The author questions the ruling on time-shifting as fair use and argues that P2P software authors should only be liable for infringement if they actively promote it, comparing it to gun manufacturers not being liable for murders committed with their products.",,"The email content describes a legal analysis, a common topic for academic or professional communication.",,"{""summary"": ""The email discusses a paper analyzing copyright law in relation to technological devices, using the Sony Betamax and Napster cases as examples. The author questions the ruling on time-shifting as fair use and argues that P2P software authors should only be liable for infringement if they actively promote it, comparing it to gun manufacturers not being liable for murders committed with their products.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email content describes a legal analysis, a common topic for academic or professional communication.""}"
16,[zzzzteana] Man admits Soham kidnapping hoax calls,0,LEGITIMATE,legit,"Howard Youde, a jobless man from Wrexham, admitted making three hoax calls to police claiming to have abducted Soham schoolgirls Jessica Chapman and Holly Wells. He will be sentenced on November 7th, with custody as a possible outcome.",,The email subject and summary describe a real news event.,,"{""summary"": ""Howard Youde, a jobless man from Wrexham, admitted making three hoax calls to police claiming to have abducted Soham schoolgirls Jessica Chapman and Holly Wells. He will be sentenced on November 7th, with custody as a possible outcome.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email subject and summary describe a real news event.""}"
17,Navigation buttons do not show,0,LEGITIMATE,legit,Rodrigo Saling reports that navigation buttons are not displaying on four slideshows on the website http://www.agorateatro.com.br/agorateatro/?page_id=6. He is using Firefox 2.0.0.9 on WinXP.,,The email describes a technical issue with a website and provides specific details about the problem and the user's environment.,,"{""summary"": ""Rodrigo Saling reports that navigation buttons are not displaying on four slideshows on the website http://www.agorateatro.com.br/agorateatro/?page_id=6. He is using Firefox 2.0.0.9 on WinXP.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email describes a technical issue with a website and provides specific details about the problem and the user's environment.""}"
18,"[DMDX] write to output file, disk full",0,LEGITIMATE,legit,"The sender, running a masked faces experiment under DMDX, is experiencing an error ""Write to output file, disk full"" despite the disk not being full. They suspect a buffer overrun and have tried troubleshooting steps like tuning the system and changing video settings. They request assistance.",,"The email describes a technical issue within a specific software context (DMDX) and requests assistance, which is typical of legitimate communication.",,"{""summary"": ""The sender, running a masked faces experiment under DMDX, is experiencing an error \""Write to output file, disk full\"" despite the disk not being full. They suspect a buffer overrun and have tried troubleshooting steps like tuning the system and changing video settings. They request assistance.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email describes a technical issue within a specific software context (DMDX) and requests assistance, which is typical of legitimate communication.""}"
19,research library needed for netco,0,LEGITIMATE,legit,"Zhiyong is requesting source code, documentation, and the Excel add-in build environment for the Exotica library from Louise. They also need documentation for all models used by traders and risk managers, with Naveen providing a list. Zhiyong's group can help maintain the models and library. The email includes a list of Exotica library functions.",,The email appears to be a legitimate request for internal resources and collaboration within a company.,,"{""summary"": ""Zhiyong is requesting source code, documentation, and the Excel add-in build environment for the Exotica library from Louise. They also need documentation for all models used by traders and risk managers, with Naveen providing a list. Zhiyong's group can help maintain the models and library. The email includes a list of Exotica library functions.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate request for internal resources and collaboration within a company.""}"
20,Re: Multiple .pinerc's spawned,0,LEGITIMATE,legit,Robin Socha reports an issue with multiple .pinerc files being spawned when running Pine under AIX4.0. He suggests installing Linux as a solution.,,"The email discusses a technical issue with a specific software (Pine) and operating system (AIX4.0), suggesting a legitimate technical support context.",,"{""summary"": ""Robin Socha reports an issue with multiple .pinerc files being spawned when running Pine under AIX4.0. He suggests installing Linux as a solution.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses a technical issue with a specific software (Pine) and operating system (AIX4.0), suggesting a legitimate technical support context.""}"
21,VERIFY YOUR ACCOUNT,1,PHISHING,account_verify,"BDO is contacting the recipient due to suspicious activities and login failures, temporarily suspending their Savings account. They request the recipient to click a link to verify their account and resolve the issue.",,"Requests account verification through a link, common phishing tactic.",,"{""summary"": ""BDO is contacting the recipient due to suspicious activities and login failures, temporarily suspending their Savings account. They request the recipient to click a link to verify their account and resolve the issue.""}","{""classification"": ""PHISHING"", ""reasoning"": ""Requests account verification through a link, common phishing tactic.""}"
22,Re: [SM-USERS] squirrelmail v1.4.13 and Login Redirect Plugin v2.1,0,LEGITIMATE,legit,"The sender is asking for help configuring the Login Redirect Plugin for Squirrelmail. They modified the plugin code to redirect to a custom login page on failure, but are concerned about users not knowing why they failed to log in. The sender also mentions posting guidelines for the list.",,"The email discusses a legitimate software issue and refers to community guidelines, suggesting a genuine request for help.",,"{""summary"": ""The sender is asking for help configuring the Login Redirect Plugin for Squirrelmail. They modified the plugin code to redirect to a custom login page on failure, but are concerned about users not knowing why they failed to log in. The sender also mentions posting guidelines for the list.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses a legitimate software issue and refers to community guidelines, suggesting a genuine request for help.""}"
23,Re: [Python-Dev] thoughts on having EOFError inherit from	EnvironmentError?,0,LEGITIMATE,legit,"Greg responds to Guido van Rossum's email regarding a proposal to have EOFError inherit from EnvironmentError, questioning the uniqueness of the request and highlighting the benefit of distinguishing program bugs from external exceptions.",,The email discusses a technical programming topic within a relevant mailing list context.,,"{""summary"": ""Greg responds to Guido van Rossum's email regarding a proposal to have EOFError inherit from EnvironmentError, questioning the uniqueness of the request and highlighting the benefit of distinguishing program bugs from external exceptions.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses a technical programming topic within a relevant mailing list context.""}"
24,"For you  color=""#006638""",1,PHISHING,dating_sites,"The sender, claiming to be from lovermind, asks the recipient to remove their email from their list. They provide a link to a website (http://concuptualr.408ez.com/) and include unrelated text about watches and memories.",,Suspicious link and irrelevant content in a request to remove from a mailing list.,,"{""summary"": ""The sender, claiming to be from lovermind, asks the recipient to remove their email from their list. They provide a link to a website (http://concuptualr.408ez.com/) and include unrelated text about watches and memories.""}","{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious link and irrelevant content in a request to remove from a mailing list.""}"
25,Windows Home Server,1,PHISHING,hr_impersonation,"This email from hotsunsoft.com advertises various software titles for PCs and Macs, including Windows Home Server. It provides system requirements for both platforms. The email also includes unrelated information about al-Qaeda and nuclear attacks.",,"Unrelated and alarming content (al-Qaeda, nuclear attacks) is often used as a distraction in phishing emails.",,"{""summary"": ""This email from hotsunsoft.com advertises various software titles for PCs and Macs, including Windows Home Server. It provides system requirements for both platforms. The email also includes unrelated information about al-Qaeda and nuclear attacks.""}","{""classification"": ""PHISHING"", ""reasoning"": ""Unrelated and alarming content (al-Qaeda, nuclear attacks) is often used as a distraction in phishing emails.""}"
26,Re: skip extensions,0,LEGITIMATE,legit,"Peter Schweitzer explains why ESRI extensions are reordered when editing XML files with mp, mq, xtme, or Tkme. He proposes a solution: a config file directive to output XML in the order it was received ('as-is'). This addresses issues with editing ArcCatalog metadata and preparing XML for SMMS import. The change is available in the latest package versions except Solaris and SGI.",,"The email discusses a technical issue and proposed solution within a software context, typical of legitimate communication.",,"{""summary"": ""Peter Schweitzer explains why ESRI extensions are reordered when editing XML files with mp, mq, xtme, or Tkme. He proposes a solution: a config file directive to output XML in the order it was received ('as-is'). This addresses issues with editing ArcCatalog metadata and preparing XML for SMMS import. The change is available in the latest package versions except Solaris and SGI.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses a technical issue and proposed solution within a software context, typical of legitimate communication.""}"
27,=?UTF-8?B?UmUgOiBbIFN1bW1hcnkgUmVwb3J0IEFsZXJ0IF0gOiBOZXcgU3RhdGVtZW50IFVwZGF0ZSBBY2NvdW50IFN1Ym1pdHRlZCB0byBVcGRhdGVkIEluZm9ybWF0aW9u?=,1,PHISHING,account_verify,"Apple Security Department sends an automated message stating the recipient's account is frozen due to missing or incorrect information. They have 48 hours to verify their account by clicking a provided link, signing in with their Apple ID and password. The email includes a generic disclaimer and contact information.",,"Requests urgent action, uses scare tactics, and includes a link that likely leads to a fake website.",,"{""summary"": ""Apple Security Department sends an automated message stating the recipient's account is frozen due to missing or incorrect information. They have 48 hours to verify their account by clicking a provided link, signing in with their Apple ID and password. The email includes a generic disclaimer and contact information.""}","{""classification"": ""PHISHING"", ""reasoning"": ""Requests urgent action, uses scare tactics, and includes a link that likely leads to a fake website.""}"
28,this is a great article : material lead to divorce,1,PHISHING,tech_support,"The email, sent by an unknown sender, claims that spyware is the leading cause of PC failure and hard drive corruption. It urges the recipient to scan their computer and includes a series of seemingly random words and phrases.",,"Unsolicited email with suspicious subject and claims about PC failure, urging a scan likely to install malware.",,"{""summary"": ""The email, sent by an unknown sender, claims that spyware is the leading cause of PC failure and hard drive corruption. It urges the recipient to scan their computer and includes a series of seemingly random words and phrases.""}","{""classification"": ""PHISHING"", ""reasoning"": ""Unsolicited email with suspicious subject and claims about PC failure, urging a scan likely to install malware.""}"
29,Re: Bogus MX -> blacklist service viable?,0,LEGITIMATE,legit,"Steve Radich proposes creating a public, free service that would both log and create a blacklist based on domains like defermx.com and bogusmx.com. He seeks opinions on this idea, stating his expertise lies in the technical implementation rather than blacklists themselves.",,"The email discusses a potential service to combat spam, which is a legitimate concern. The sender's focus on technical implementation rather than blacklist creation suggests a non-malicious intent.",,"{""summary"": ""Steve Radich proposes creating a public, free service that would both log and create a blacklist based on domains like defermx.com and bogusmx.com. He seeks opinions on this idea, stating his expertise lies in the technical implementation rather than blacklists themselves.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses a potential service to combat spam, which is a legitimate concern. The sender's focus on technical implementation rather than blacklist creation suggests a non-malicious intent.""}"
30,This is it. (from Meredith),1,PHISHING,tech_support,"This email contains nonsensical text and does not convey any clear message, request, or sender identity.",,Vague subject and nonsensical content are common phishing tactics.,,"{""summary"": ""This email contains nonsensical text and does not convey any clear message, request, or sender identity.""}","{""classification"": ""PHISHING"", ""reasoning"": ""Vague subject and nonsensical content are common phishing tactics.""}"
31,re : timelines and restart issues,0,LEGITIMATE,legit,Louise Kitchen from the customer service department is inquiring about sending read-only IDs to all customers. She asks if this was part of the plan.,,"Internal communication about customer service plan, unlikely to be phishing.",,"{""summary"": ""Louise Kitchen from the customer service department is inquiring about sending read-only IDs to all customers. She asks if this was part of the plan. ""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""Internal communication about customer service plan, unlikely to be phishing.""}"
32,Re: [Python-3000] lambda,0,LEGITIMATE,legit,"Nick Coghlan suggests renaming 'lambda' to 'def anonymously' and using normal return syntax for anonymous functions, arguing that named functions are generally more readable. He believes the current syntax is not ideal but acknowledges some might find its ugliness beneficial.",,"The email discusses a technical discussion about Python syntax, which is consistent with legitimate developer communication.",,"{""summary"": ""Nick Coghlan suggests renaming 'lambda' to 'def anonymously' and using normal return syntax for anonymous functions, arguing that named functions are generally more readable. He believes the current syntax is not ideal but acknowledges some might find its ugliness beneficial.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email discusses a technical discussion about Python syntax, which is consistent with legitimate developer communication.""}"
33,ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,1,PHISHING,tech_support,ScanMail from info@sanpedro.com flagged an attachment named 'blank .pif' in an email with subject 'A special  funny website' as a virus and moved it to C:\PROGRA~1\SMailEx\Alert\blank 3cd9af36cd.pif_. Recipient is warned that a virus was detected.,,"Suspicious subject, unexpected attachment name, and generic virus warning are common phishing tactics.",,"{""summary"": ""ScanMail from info@sanpedro.com flagged an attachment named 'blank .pif' in an email with subject 'A special  funny website' as a virus and moved it to C:\\PROGRA~1\\SMailEx\\Alert\\blank 3cd9af36cd.pif_. Recipient is warned that a virus was detected.""}","{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious subject, unexpected attachment name, and generic virus warning are common phishing tactics.""}"
34,Re: [opensuse] Warning - 10.3/XGL repository has compiz/emerald version mismatch,0,LEGITIMATE,legit,"Patrick Shanahan responds to David C. Rankin's inquiry about a bug report (https://bugzilla.novell.com/show_bug.cgi?id=360196) regarding a version mismatch in the opensuse 10.3/XGL repository, accusing Rankin of not posting the report.",,The email appears to be a legitimate response to a bug report within a specific software project.,,"{""summary"": ""Patrick Shanahan responds to David C. Rankin's inquiry about a bug report (https://bugzilla.novell.com/show_bug.cgi?id=360196) regarding a version mismatch in the opensuse 10.3/XGL repository, accusing Rankin of not posting the report.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email appears to be a legitimate response to a bug report within a specific software project.""}"
35,"For you  color=""#006678""",1,PHISHING,dating_sites,The email is from 'lovermind' and appears to be spam. It promotes a website (http://indemnitiinf.0catch.com/) and requests the recipient to remove their email from a list. The email contains nonsensical text and potentially malicious links.,,"Suspicious sender, nonsensical content, and potentially malicious link suggest phishing.",,"{""summary"": ""The email is from 'lovermind' and appears to be spam. It promotes a website (http://indemnitiinf.0catch.com/) and requests the recipient to remove their email from a list. The email contains nonsensical text and potentially malicious links.""}","{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious sender, nonsensical content, and potentially malicious link suggest phishing.""}"
36,ScanMail Message: To Recipient virus found or matched file blocki	ng setting.,1,PHISHING,tech_support,ScanMail sender wbnolen@worldnet.att.net flagged an attachment 'align.pif' in an email to tex-fonts@math.utah.edu as a virus and moved it to C:\PROGRA~1\SMailEx\Alert\align3d524ba52f.pif_.,,"Suspicious sender, generic virus warning, unusual file name",,"{""summary"": ""ScanMail sender wbnolen@worldnet.att.net flagged an attachment 'align.pif' in an email to tex-fonts@math.utah.edu as a virus and moved it to C:\\PROGRA~1\\SMailEx\\Alert\\align3d524ba52f.pif_.  ""}","{""classification"": ""PHISHING"", ""reasoning"": ""Suspicious sender, generic virus warning, unusual file name""}"
37,Need Simple IC editor,0,LEGITIMATE,legit,"Joseph (Alan) Carmack from Pflugerville, Texas asks how to write, save, edit, and compile IC programs using Notepad, WordPad, or MSWord on Windows 95.",,The email content describes a common technical question about programming on an older operating system.,,"{""summary"": ""Joseph (Alan) Carmack from Pflugerville, Texas asks how to write, save, edit, and compile IC programs using Notepad, WordPad, or MSWord on Windows 95.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email content describes a common technical question about programming on an older operating system.""}"
38,LP RELEASE: Outrageous military spending,0,LEGITIMATE,legit,"The Libertarian Party press release criticizes the Pentagon for wasteful spending uncovered in a GAO audit. The audit revealed millions spent on items like strip clubs, Sumo wrestling suits, and luxury cruises. The LP calls for disciplinary action against those who misused government credit cards and a reduction in the Pentagon's budget to prevent future waste.",,"The email content describes a press release from a known political party criticizing government spending, a common legitimate topic.",,"{""summary"": ""The Libertarian Party press release criticizes the Pentagon for wasteful spending uncovered in a GAO audit. The audit revealed millions spent on items like strip clubs, Sumo wrestling suits, and luxury cruises. The LP calls for disciplinary action against those who misused government credit cards and a reduction in the Pentagon's budget to prevent future waste.""}","{""classification"": ""LEGITIMATE"", ""reasoning"": ""The email content describes a press release from a known political party criticizing government spending, a common legitimate topic.""}"
39,"You Can Enlarge Your Penis By 3"" Compare Top 5 Penis Enlargers",1,PHISHING,pharm_sex,This email from an unknown sender promotes a penis enlargement product called 'jumpwill.com' claiming it can increase size permanently and guarantees results or a refund. It urges recipients to visit the website for more information.,,Unsolicited email promoting a dubious product with unrealistic claims and a generic domain name are common phishing tactics.,,"{""summary"": ""This email from an unknown sender promotes a penis enlargement product called 'jumpwill.com' claiming it can increase size permanently and guarantees results or a refund. It urges recipients to visit the website for more information.""}","{""classification"": ""PHISHING"", ""reasoning"": ""Unsolicited email promoting a dubious product with unrealistic claims and a generic domain name are common phishing tactics.""}"
40,WINNING NOTIFICATION....................NATIONAL LOTTERY...,1,PHISHING,lottery,"This email claims the recipient won £3,987,470 in the UK National Lottery online sweepstakes. They are instructed to contact Philip Conrath at Mr Philip_conrath72@iran.com or claims_agentfredfiles@yahoo.com to claim their prize, providing personal information such as full names, winning numbers, email, telephone, and fax numbers. The email warns against sharing this information and mentions a European agent who will facilitate the release of funds.",,"The email uses a deceptive subject line and promises a large lottery win, requesting personal information for claiming the prize, which is a common phishing tactic.",,"{""summary"": ""This email claims the recipient won £3,987,470 in the UK National Lottery online sweepstakes. They are instructed to contact Philip Conrath at Mr Philip_conrath72@iran.com or claims_agentfredfiles@yahoo.com to claim their prize, providing personal information such as full names, winning numbers, email, telephone, and fax numbers. The email warns against sharing this information and mentions a European agent who will facilitate the release of funds.""}","{""classification"": ""PHISHING"", ""reasoning"": ""The email uses a deceptive subject line and promises a large lottery win, requesting personal information for claiming the prize, which is a common phishing tactic.""}"
41,cusip,0,PHISHING,legit,"Vince is requesting the CUSIP number for a bond (694308 EFO PGC 8.375% 5/1/25 LST & REF MORTGAGE BOND, SER 92 B) from David.",,Requests for sensitive financial information like CUSIP numbers via email are a common phishing tactic.,,"{""summary"": ""Vince is requesting the CUSIP number for a bond (694308 EFO PGC 8.375% 5/1/25 LST & REF MORTGAGE BOND, SER 92 B) from David.""}","{""classification"": ""PHISHING"", ""reasoning"": ""Requests for sensitive financial information like CUSIP numbers via email are a common phishing tactic.""}"
42,04/09/2022 04:39:51 pm :Wells Fargo: You Have A Notification!,1,PHISHING,document_share,"Wells Fargo claims there is a new message requiring account verification. The sender requests the recipient download an attachment, fill out requested information, and complete the verification process to prevent account blockage. The email includes a claim of being from the Wells Fargo Online security system.",,"Requests sensitive information and attachment download for account verification, common phishing tactic.",,"{""summary"": ""Wells Fargo claims there is a new message requiring account verification. The sender requests the recipient download an attachment, fill out requested information, and complete the verification process to prevent account blockage. The email includes a claim of being from the Wells Fargo Online security system.""}","{""classification"": ""PHISHING"", ""reasoning"": ""Requests sensitive information and attachment download for account verification, common phishing tactic.""}"
